location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters
Москва,sale,flat,17,17,4,157.0,149500000.0,Хамовники,Большой Афанасьевский переулок,23.840736040609137,Кропоткинская,Lucky,2021.0,-1.0,-1,-1.0,-1,114 м²,"24,1 м²"
Москва,sale,flat,23,42,4,82.9,37706298.0,Котловка,Севастопольский проспект,23.840736040609137,Нагорная,Eniteo,2023.0,-1.0,-1,-1.0,Без отделки,"43,5 м²",-1
Москва,sale,flat,3,32,4,163.8,,Черемушки,Херсонская ,23.840736040609137,Зюзино,ONYX Deluxe,2021.0,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая, чистовая с мебелью","91,8 м²","36,5 м²"
Москва,sale,flat,5,29,4,152.0,61120000.0,Якиманка,Мытная ,23.840736040609137,Шаболовская,Sky House,2021.0,-1.0,-1,-1.0,-1,-1,"45,4 м²"
Москва,sale,flat,16,26,4,105.9,42201150.0,Лефортово,бульвар Сенкевича,23.840736040609137,Римская,Символ,2025.0,-1.0,Монолитный,-1.0,"Без отделки, чистовая, чистовая с мебелью","55,8 м²","18,3 м²"
Москва,sale,flat,10,29,4,156.4,63650000.0,Якиманка,Мытная ,23.840736040609137,Шаболовская,Sky House,2021.0,-1.0,-1,-1.0,-1,-1,"50,9 м²"
Москва,sale,flat,4,11,4,178.6,167141024.0,Даниловский,Ленинградский проспект,23.840736040609137,Павелецкая,Опус ЖК,2025.0,-1.0,Монолитно-кирпичный,-1.0,Без отделки,-1,-1
Москва,sale,flat,6,8,4,207.0,450000000.0,Арбат,Большой Афанасьевский переулок,28.0,Арбатская,"Большой Афанасьевский пер, вл.24",2012.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,9,16,4,113.4,115000000.0,Пресненский,Большая Бронная ,23.840736040609137,Тверская,Lucky,1968.0,-1.0,-1,-1.0,-1,"70,1 м²","10,7 м²"
Москва,sale,flat,2,4,4,210.0,125970000.0,Тверской,Петровский переулок,23.840736040609137,Пушкинская,Lucky,1990.0,-1.0,-1,-1.0,-1,-1,30 м²
Москва,sale,flat,3,28,4,133.2,41500000.0,Филевский парк,Береговой проезд,23.840736040609137,Шелепиха,мой адрес На Береговом,2021.0,-1.0,-1,-1.0,-1,80 м²,33 м²
Москва,sale,flat,3,4,4,424.6,976580000.0,Пресненский,Трехпрудный переулок,23.840736040609137,Пушкинская,Клубный дом Левенсон,2027.0,-1.0,-1,-1.0,Чистовая с мебелью,-1,-1
Москва,sale,flat,9,18,4,176.6,96000000.0,Хорошевский, Гризодубовой,23.840736040609137,ЦСКА,Гранд-парк,2006.0,-1.0,-1,-1.0,-1,106 м²,"19,3 м²"
Москва,sale,flat,11,15,4,103.7,50000000.0,Замоскворечье,Валовая ,6.0,Павелецкая,Lucky,1953.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,9,19,4,140.7,67990000.0,Хорошево-Мневники,Шелепихинская набережная,23.840736040609137,Шелепиха,Сердце Столицы,2018.0,-1.0,-1,-1.0,-1,"115,7 м²",20 м²
Москва,sale,flat,53,54,4,116.85,62364598.0,Савеловский,2-я Хуторская ,34.0,Дмитровская,SYMPHONY 34,2025.0,-1.0,Монолитный,-1.0,"Предчистовая, чистовая","52,4 м²",-1
Москва,sale,flat,6,7,4,160.0,99999000.0,Тверской,Тверская ,23.840736040609137,Маяковская,Lucky,1902.0,-1.0,-1,-1.0,-1,-1,22 м²
Москва,sale,flat,4,25,4,178.8,132312000.0,Фили-Давыдково,Малая Филевская ,46.0,Кунцевская,Springs,2027.0,-1.0,-1,-1.0,Чистовая,"155,1 м²",-1
Москва,sale,flat,4,19,4,110.0,63000000.0,Пресненский,Красногвардейский бульвар,23.840736040609137,Улица 1905 года,Счастье на Пресне,2021.0,-1.0,-1,-1.0,-1,85 м²,16 м²
Москва,sale,flat,8,8,4,110.0,46690000.0,Красносельский,Большая Сухаревская площадь,23.840736040609137,Сухаревская,Lucky,1915.0,-1.0,-1,-1.0,-1,80 м²,"13,5 м²"
Москва,sale,flat,24,24,4,196.0,65000000.0,Можайский,Можайское шоссе,23.840736040609137,Рабочий посёлок,Lucky,2009.0,-1.0,-1,-1.0,-1,-1,20 м²
Москва,sale,flat,15,23,3,82.8,39578400.0,Басманный, Фридриха Энгельса,23.840736040609137,Бауманская,Дом 56,2026.0,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая","52,1 м²",10 м²
Москва,sale,flat,2,21,3,157.8,165216600.0,Пресненский, Костикова,23.840736040609137,Улица 1905 года,Lucky,2023.0,-1.0,Монолитный,-1.0,"Чистовая, чистовая с мебелью",-1,"46,2 м²"
Москва,sale,flat,10,20,3,110.7,122000000.0,Пресненский, Костикова,23.840736040609137,Улица 1905 года,Lucky,2021.0,-1.0,-1,-1.0,-1,65 м²,25 м²
Москва,sale,flat,19,42,3,65.9,30201484.0,Котловка,Севастопольский проспект,23.840736040609137,Нагорная,Eniteo,2023.0,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","28,9 м²",-1
Москва,sale,flat,2,10,3,115.0,101000000.0,Тверской,Большая Грузинская ,69.0,Белорусская,Четыре Ветра,2008.0,-1.0,-1,-1.0,-1,-1,45 м²
Москва,sale,flat,4,20,3,103.7,40291971.0,Филевский парк,Береговой проезд,2.0,Фили,Береговой-2,2024.0,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"35,2 м²","25,5 м²"
Москва,sale,flat,4,6,3,264.6,661500000.0,Пресненский,Трехпрудный переулок,23.840736040609137,Пушкинская,Клубный дом Левенсон,2027.0,-1.0,-1,-1.0,Чистовая с мебелью,-1,-1
Москва,sale,flat,9,11,4,169.5,79970000.0,Хорошевский, Куусинена,23.840736040609137,Зорге,Lucky,2000.0,-1.0,-1,-1.0,-1,-1,10 м²
Москва,sale,flat,5,5,3,183.1,174494300.0,Арбат,Поварская ,23.840736040609137,Арбатская,De Luxe квартал апартаментов Театральный Дом,2017.0,-1.0,"Монолитно-кирпичный, монолитный, кирпичный",-1.0,"Без отделки, черновая","70,9 м²","43,8 м²"
Москва,sale,flat,8,59,3,56.1,,Можайский,Ленинградский проспект,23.840736040609137,Давыдково,Веер ЖК,2028.0,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"36,1 м²",-1
Москва,sale,flat,2,12,3,106.2,53000000.0,Хорошевский,Ходынский бульвар,19.0,ЦСКА,Гранд-парк,2005.0,-1.0,-1,-1.0,-1,60 м²,16 м²
Москва,sale,flat,8,9,3,61.0,27000000.0,Аэропорт, Усиевича,23.840736040609137,Сокол,Lucky,1968.0,-1.0,-1,-1.0,-1,-1,7 м²
Москва,sale,flat,5,43,3,84.79,37441144.0,Савеловский,2-я Хуторская ,34.0,Дмитровская,SYMPHONY 34,2025.0,-1.0,Монолитный,-1.0,"Предчистовая, чистовая","35,7 м²",-1
Москва,sale,flat,11,25,3,109.2,89544000.0,Фили-Давыдково,Малая Филевская ,46.0,Кунцевская,Springs,2027.0,-1.0,-1,-1.0,Чистовая,95 м²,-1
Москва,sale,flat,11,20,3,87.02,32910964.0,Даниловский,Ленинградский проспект,23.840736040609137,Тульская,Форст ЖК,2024.0,-1.0,-1,-1.0,-1,"39,1 м²","34,3 м²"
Москва,sale,flat,3,5,3,82.9,42900000.0,Тверской,1-й Самотечный переулок,23.840736040609137,Достоевская,Lucky,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,8,29,3,80.0,36900000.0,Раменки,Мосфильмовская ,23.840736040609137,Ломоносовский проспект,Мосфильмовская,2021.0,-1.0,-1,-1.0,-1,50 м²,10 м²
Москва,sale,flat,3,10,3,105.8,115430498.0,Дорогомилово,Ленинградский проспект,23.840736040609137,Поклонная,Виктори Парк Резиденсез ЖК,2024.0,-1.0,Монолитный,-1.0,Чистовая,-1,-1
Москва,sale,flat,24,28,3,71.0,38000000.0,Филевский парк,Береговой проезд,23.840736040609137,Шелепиха,мой адрес На Береговом,2021.0,-1.0,-1,-1.0,-1,-1,30 м²
Москва,sale,flat,2,44,3,83.71,28859441.0,Кунцево,48-й кв-л,23.840736040609137,Кунцевская,Кутузовский Квартал ЖК,2027.0,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","38,4 м²",-1
Москва,sale,flat,35,41,3,97.4,95000000.0,Хорошевский,Ленинградский проспект,23.840736040609137,Аэропорт,Прайм Парк,2021.0,-1.0,-1,-1.0,-1,69 м²,"7,3 м²"
Москва,sale,flat,14,34,3,59.3,28339470.0,Обручевский,Ленинградский проспект,23.840736040609137,Калужская,Эвер ЖК,2025.0,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","37,9 м²",-1
Москва,sale,flat,7,14,3,206.0,289775400.0,Арбат,Малый Новопесковский переулок,8.0,Смоленская,Дом на Смоленской набережной,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,9,27,2,69.4,32340400.0,Басманный, Фридриха Энгельса,23.840736040609137,Бауманская,Дом 56,2026.0,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая",44 м²,"9,7 м²"
Москва,sale,flat,26,31,5,246.7,287843564.0,Очаково-Матвеевское,Нежинская ,23.840736040609137,Давыдково,Кутузовская Ривьера,2008.0,-1.0,-1,-1.0,-1,"140,9 м²",28 м²
Москва,sale,flat,5,9,2,104.2,150958800.0,Тверской,1-я Тверская-Ямская ,2.0,Маяковская,Vesper Tverskaya,2023.0,-1.0,Монолитный,-1.0,"Без отделки, чистовая с мебелью",-1,28 м²
Москва,sale,flat,6,6,-1,556.4,400000000.0,Беговой, 3-я Ямского Поля,9.0,Белорусская,Art Residence,2016.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,16,41,2,51.0,34000000.0,Хорошево-Мневники,Шелепихинская набережная,23.840736040609137,Шелепиха,Сердце Столицы,2023.0,-1.0,-1,-1.0,-1,21 м²,17 м²
Москва,sale,flat,2,10,2,59.8,71281684.0,Дорогомилово,Ленинградский проспект,23.840736040609137,Поклонная,Виктори Парк Резиденсез ЖК,2024.0,-1.0,Монолитный,-1.0,Чистовая,-1,-1
Москва,sale,flat,6,42,1,42.0,29000000.0,Хорошево-Мневники,Шелепихинская набережная,23.840736040609137,Шелепиха,Сердце Столицы,2023.0,-1.0,-1,-1.0,-1,15 м²,12 м²
Москва,sale,flat,10,14,2,56.7,22232323.0,Фили-Давыдково, Олеко Дундича,23.840736040609137,Филёвский парк,Lucky,2024.0,-1.0,-1,-1.0,-1,"32,5 м²","10,4 м²"
Москва,sale,flat,12,30,2,56.31,21423871.0,Кунцево,48-й кв-л,23.840736040609137,Кунцевская,Кутузовский Квартал ЖК,2027.0,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","21,2 м²",-1
Москва,sale,flat,5,6,2,43.0,26900000.0,Беговой, 3-я Ямского Поля,9.0,Белорусская,Art Residence,2016.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,26,41,2,46.0,20950000.0,Хорошево-Мневники,Шелепихинская набережная,23.840736040609137,Шелепиха,Сердце Столицы,2021.0,-1.0,-1,-1.0,-1,24 м²,17 м²
Москва,sale,flat,11,12,1,33.5,8000000.0,Чертаново Южное,3-й Дорожный проезд,23.840736040609137,Улица Академика Янгеля,Lucky,1972.0,-1.0,-1,-1.0,-1,17 м²,7 м²
Москва,sale,flat,9,12,2,88.0,59350000.0,Тверской,2-я Брестская ,6.0,Маяковская,Резиденция Тверская,2021.0,-1.0,-1,-1.0,-1,-1,10 м²
Москва,sale,flat,3,12,2,37.0,9500000.0,Западное Дегунино,Коровинское шоссе,23.840736040609137,Селигерская,Lucky,2021.0,-1.0,-1,-1.0,-1,26 м²,6 м²
Москва,sale,flat,5,21,2,110.6,108976392.0,Пресненский, Костикова,23.840736040609137,Улица 1905 года,Lucky,2023.0,-1.0,Монолитный,-1.0,"Чистовая, чистовая с мебелью",-1,"34,6 м²"
Москва,sale,flat,9,15,2,126.3,182291253.0,Пресненский, Костикова,23.840736040609137,Улица 1905 года,Lucky,2023.0,-1.0,Монолитный,-1.0,"Чистовая, чистовая с мебелью",-1,-1
Москва,sale,flat,4,20,2,64.29,24166611.0,Даниловский,Автозаводская ,26.0,Тульская,FORST,2024.0,-1.0,-1,-1.0,-1,"22,2 м²","19,9 м²"
Москва,sale,flat,17,25,1,36.8,9900000.0,Чертаново Северное,Северное Чертаново мкр,23.840736040609137,Чертановская,Lucky,1982.0,-1.0,-1,-1.0,-1,18 м²,9 м²
Москва,sale,flat,24,42,2,43.0,21606000.0,Котловка,Севастопольский проспект,23.840736040609137,Нагорная,Eniteo,2023.0,-1.0,Монолитный,-1.0,"Без отделки, предчистовая",15 м²,-1
Москва,sale,flat,9,12,2,99.0,96750000.0,Тверской,2-я Брестская ,6.0,Маяковская,Резиденция Тверская,2021.0,-1.0,-1,-1.0,-1,-1,10 м²
Москва,sale,flat,4,16,2,37.0,19000000.0,Пресненский,Красногвардейский бульвар,23.840736040609137,Москва-Сити,Lucky,1977.0,-1.0,-1,-1.0,-1,20 м²,10 м²
Москва,sale,flat,4,22,2,67.1,28625560.0,Филевский парк,Береговой проезд,2.0,Фили,Береговой-2,2024.0,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"21,5 м²","22,3 м²"
Москва,sale,flat,6,7,2,96.0,260000000.0,Хамовники, Льва Толстого,23.840736040609137,Парк Культуры,Lucky,2021.0,-1.0,-1,-1.0,-1,-1,10 м²
Москва,sale,flat,14,16,2,50.5,14000000.0,Отрадное, Бестужевых,13.0,Отрадное,Lucky,1976.0,-1.0,-1,-1.0,-1,28 м²,"14,2 м²"
Москва,sale,flat,1,6,2,173.3,363930000.0,Пресненский,Трехпрудный переулок,23.840736040609137,Пушкинская,Клубный дом Левенсон,2027.0,-1.0,-1,-1.0,Чистовая с мебелью,-1,-1
Москва,sale,flat,8,29,2,69.1,31095000.0,Якиманка,Мытная ,23.840736040609137,Шаболовская,Sky House,2021.0,-1.0,-1,-1.0,-1,-1,"28,7 м²"
Москва,sale,flat,8,22,1,40.0,13290000.0,Марьино, Верхние Поля,23.840736040609137,Люблино,Lucky,2000.0,-1.0,-1,-1.0,-1,-1,10 м²
Москва,sale,flat,2,59,2,31.1,,Можайский,Ленинградский проспект,23.840736040609137,Давыдково,Веер ЖК,2028.0,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"15,7 м²",-1
Москва,sale,flat,4,11,2,67.31,72000000.0,Дорогомилово,Ленинградский проспект,23.840736040609137,Парк Победы,Виктори Парк Резиденсез ЖК,2020.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,12,17,2,71.0,17900000.0,Пресненский, Никитина,23.840736040609137,Рассказовка,Lucky,2022.0,-1.0,-1,-1.0,-1,40 м²,17 м²
Москва,sale,flat,5,43,2,57.89,26965162.0,Савеловский,2-я Хуторская ,34.0,Дмитровская,SYMPHONY 34,2025.0,-1.0,Монолитный,-1.0,"Предчистовая, чистовая","24,1 м²",-1
Москва,sale,flat,5,21,2,64.76,68500000.0,Пресненский, Костикова,23.840736040609137,Улица 1905 года,Lucky,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,3,24,2,53.2,19570000.0,Донской,Новоданиловская набережная,23.840736040609137,Верхние котлы,Новоданиловская 8,2021.0,-1.0,-1,-1.0,-1,-1,17 м²
Москва,sale,flat,3,25,2,64.3,50154000.0,Фили-Давыдково,Малая Филевская ,46.0,Кунцевская,Springs,2027.0,-1.0,-1,-1.0,Чистовая,"55,4 м²",-1
Москва,sale,flat,10,32,2,64.4,51000000.0,Дорогомилово,Поклонная ,9.0,Поклонная,Поклонная 9,2023.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,3,49,2,58.94,23988580.0,Марьина роща,Ленинградский проспект,23.840736040609137,Марьина Роща,Тэйт ЖК,2027.0,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая",23 м²,-1
Москва,sale,flat,6,8,4,180.0,600000000.0,Хамовники, Усачева,23.840736040609137,Спортивная,Садовые кварталы,2021.0,-1.0,-1,-1.0,-1,"98,6 м²","29,8 м²"
Москва,sale,flat,8,11,3,134.5,90000000.0,Якиманка, Серафимовича,2.0,Боровицкая,Lucky,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,4,5,4,98.5,46000000.0,Тверской,2-й Волконский переулок,12.0,Цветной бульвар,Lucky,1958.0,-1.0,-1,-1.0,-1,-1,22 м²
Москва,sale,flat,15,23,3,82.8,39578400.0,Басманный, Фридриха Энгельса,23.840736040609137,Бауманская,Дом 56,2026.0,-1.0,-1,-1.0,Без отделки,"52,1 м²",10 м²
Москва,sale,flat,2,18,3,118.1,134761000.0,Хамовники,Ленинградский проспект,23.840736040609137,Воробьёвы горы,Коллекция Лужники ЖК,2026.0,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","39,5 м²",-1
Москва,sale,flat,8,9,1,57.6,117936000.0,Тверской,1-я Тверская-Ямская ,2.0,Маяковская,Vesper Tverskaya,2023.0,-1.0,Монолитный,-1.0,"Без отделки, чистовая с мебелью",-1,-1
Москва,sale,flat,2,27,1,45.7,21798900.0,Басманный, Фридриха Энгельса,23.840736040609137,Бауманская,Дом 56,2026.0,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая","26,8 м²","7,8 м²"
Москва,sale,flat,9,40,1,41.5,32000000.0,Хорошевский,Ленинградский проспект,23.840736040609137,ЦСКА,Прайм Парк,2021.0,-1.0,-1,-1.0,-1,"23,4 м²","4,9 м²"
Москва,sale,flat,5,21,1,65.9,82172522.0,Пресненский, Костикова,23.840736040609137,Улица 1905 года,Lucky,2023.0,-1.0,Монолитный,-1.0,"Чистовая, чистовая с мебелью","18,8 м²","24,9 м²"
Москва,sale,flat,13,41,1,41.5,31000000.0,Хорошевский,Ленинградский проспект,23.840736040609137,Аэропорт,Прайм Парк,2021.0,-1.0,-1,-1.0,-1,"23,4 м²","4,9 м²"
Москва,sale,flat,6,13,3,75.37,41550880.0,Южнопортовый,Ленинградский проспект,23.840736040609137,Дубровка,Шампайн ЖК,2024.0,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,"11,9 м²"
Москва,sale,flat,5,49,3,79.14,32051700.0,Марьина роща,Ленинградский проспект,23.840736040609137,Марьина Роща,Тэйт ЖК,2027.0,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая","36,7 м²",-1
Москва,sale,flat,2,14,3,142.1,309370000.0,Якиманка,Ленинградский проспект,23.840736040609137,Полянка,Лаврушинский ЖК,2024.0,-1.0,Монолитный,-1.0,Без отделки,"46,6 м²","44,5 м²"
Москва,sale,flat,7,14,3,206.0,290220600.0,Арбат,Малый Новопесковский переулок,8.0,Смоленская,Дом на Смоленской набережной,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,9,9,3,50.0,11700000.0,Чертаново Центральное, Красного Маяка,23.840736040609137,Пражская,Lucky,2021.0,-1.0,-1,-1.0,-1,"34,1 м²",6 м²
Москва,sale,flat,2,16,3,74.0,17800000.0,Орехово-Борисово Северное,Каширское шоссе,23.840736040609137,Домодедовская,Lucky,2021.0,-1.0,-1,-1.0,-1,50 м²,9 м²
Москва,sale,flat,7,7,4,190.0,140000000.0,Беговой,Ленинградский проспект,23.840736040609137,Белорусская,Bolshevik,2021.0,-1.0,-1,-1.0,-1,118 м²,25 м²
Москва,sale,flat,18,18,4,157.0,165000000.0,Академический,Новочеремушкинская ,17.0,Академическая,Новочеремушкинская 17,2020.0,-1.0,-1,-1.0,-1,-1,20 м²
Москва,sale,flat,1,6,3,78.8,47650000.0,Мещанский,Большой Сергиевский переулок,9.0,Трубная,Lucky,1932.0,-1.0,-1,-1.0,-1,60 м²,10 м²
Москва,sale,flat,8,9,1,57.6,117936000.0,Тверской,1-я Тверская-Ямская ,2.0,Маяковская,Vesper Tverskaya,2023.0,-1.0,Монолитный,-1.0,"Без отделки, чистовая с мебелью",-1,-1
Москва,sale,flat,26,31,5,246.7,288063785.0,Очаково-Матвеевское,Нежинская ,23.840736040609137,Давыдково,Кутузовская Ривьера,2008.0,-1.0,-1,-1.0,-1,"140,9 м²",28 м²
Москва,sale,flat,10,10,1,38.5,11280000.0,Выхино-Жулебино,Жулебинский бульвар,23.840736040609137,Лермонтовский проспект,Lucky,1994.0,-1.0,-1,-1.0,-1,"20,7 м²","8,4 м²"
Москва,sale,flat,22,34,3,83.6,85000000.0,Дорогомилово,Поклонная ,9.0,Поклонная,Поклонная 9,2023.0,-1.0,-1,-1.0,-1,"28,4 м²","31,7 м²"
Москва,sale,flat,7,18,3,84.9,62136917.0,Донской,2-й Донской проезд,10.0,Ленинский проспект,SHIFT,2028.0,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1
Москва,sale,flat,2,7,3,192.99,463176000.0,Арбат,Крестовоздвиженский переулок,4.0,Арбатская,Luce - фамильный дом,2026.0,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая","58,1 м²","19,2 м²"
Москва,sale,flat,7,14,3,206.0,289997099.0,Арбат,Малый Новопесковский переулок,8.0,Смоленская,Дом на Смоленской набережной,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,4,8,3,70.0,66216004.0,Хамовники,Смоленский бульвар,23.840736040609137,Смоленская,Lucky,1941.0,-1.0,-1,-1.0,-1,-1,8 м²
Москва,sale,flat,6,6,3,72.3,47750000.0,Красносельский,Милютинский переулок,23.840736040609137,Сретенский бульвар,Lucky,1926.0,-1.0,-1,-1.0,-1,51 м²,8 м²
Москва,sale,flat,2,4,4,210.0,124970000.0,Тверской,Петровский переулок,23.840736040609137,Пушкинская,Lucky,1990.0,-1.0,-1,-1.0,-1,-1,30 м²
Москвская область,sale,flat,8,12,2,70.2,62500000.0,Якиманка, Большая Якиманка,26.0,Октябрьская,Lucky,1991.0,-1.0,-1,-1.0,-1,-1,"10,7 м²"
Москвская область,sale,flat,11,12,1,33.5,8000000.0,Чертаново Южное,3-й Дорожный проезд,23.840736040609137,Улица Академика Янгеля,Lucky,1972.0,-1.0,-1,-1.0,-1,17 м²,7 м²
Москвская область,sale,flat,80,85,4,294.6,412440000.0,Пресненский,Московский международный деловой центр Москва-Сити тер.,23.840736040609137,Деловой центр,Lucky,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москвская область,sale,flat,3,8,3,119.4,39402000.0,Петроградский, Графтио,5.0,Петроградская,Lucky,2007.0,-1.0,-1,-1.0,-1,63 м²,17 м²
Москвская область,sale,flat,2,10,3,115.0,101000000.0,Тверской,Большая Грузинская ,69.0,Белорусская,Четыре Ветра,2008.0,-1.0,-1,-1.0,-1,-1,45 м²
Москвская область,sale,flat,1,5,3,65.1,17500000.0,Марьина роща,4-й Стрелецкий проезд,13.0,Савёловская,Lucky,2021.0,-1.0,-1,-1.0,-1,"36,6 м²","6,7 м²"
Москвская область,sale,flat,3,10,3,105.8,115430498.0,Дорогомилово,Ленинградский проспект,23.840736040609137,Поклонная,Виктори Парк Резиденсез ЖК,2024.0,-1.0,Монолитный,-1.0,Чистовая,-1,-1
Москвская область,sale,flat,6,6,4,324.5,250000000.0,Беговой, 3-я Ямского Поля,9.0,Белорусская,Art Residence,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москвская область,sale,flat,8,9,3,61.0,27000000.0,Аэропорт, Усиевича,23.840736040609137,Сокол,Lucky,1968.0,-1.0,-1,-1.0,-1,-1,7 м²
Москвская область,sale,flat,11,20,4,90.71,32501393.0,Даниловский,Автозаводская ,26.0,Тульская,FORST,2024.0,-1.0,-1,-1.0,-1,"48,1 м²","8,2 м²"
Москвская область,sale,flat,3,28,4,133.2,41500000.0,Филевский парк,Береговой проезд,23.840736040609137,Шелепиха,мой адрес На Береговом,2021.0,-1.0,-1,-1.0,-1,80 м²,33 м²
Москвская область,sale,flat,15,23,3,82.8,39578400.0,Басманный, Фридриха Энгельса,23.840736040609137,Бауманская,Дом 56,2026.0,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая","52,1 м²",10 м²
Москвская область,sale,flat,6,8,4,180.0,600000000.0,Хамовники, Усачева,23.840736040609137,Спортивная,Садовые кварталы,2021.0,-1.0,-1,-1.0,-1,"98,6 м²","29,8 м²"
Москвская область,sale,flat,3,12,3,68.7,11800000.0,Приморский,Богатырский проспект,23.840736040609137,Пионерская,Lucky,1982.0,-1.0,-1,-1.0,-1,"43,7 м²","7,1 м²"
Москвская область,sale,flat,28,37,4,177.3,215000000.0,Дорогомилово,Поклонная ,9.0,Поклонная,Поклонная 9,2024.0,-1.0,-1,-1.0,-1,-1,20 м²
Москвская область,sale,flat,9,9,3,50.0,11700000.0,Чертаново Центральное, Красного Маяка,23.840736040609137,Пражская,Lucky,2021.0,-1.0,-1,-1.0,-1,"34,1 м²",6 м²
Москвская область,sale,flat,2,21,3,157.8,165216600.0,Пресненский, Костикова,23.840736040609137,Улица 1905 года,Lucky,2023.0,-1.0,Монолитный,-1.0,"Чистовая, чистовая с мебелью",-1,"46,2 м²"
Москвская область,sale,flat,2,12,3,106.2,53000000.0,Хорошевский,Ходынский бульвар,19.0,ЦСКА,Гранд-парк,2005.0,-1.0,-1,-1.0,-1,60 м²,16 м²
Москвская область,sale,flat,2,16,3,74.0,17800000.0,Орехово-Борисово Северное,Каширское шоссе,23.840736040609137,Домодедовская,Lucky,2021.0,-1.0,-1,-1.0,-1,50 м²,9 м²
Москвская область,sale,flat,11,20,3,87.02,32910964.0,Даниловский,Ленинградский проспект,23.840736040609137,Тульская,Форст ЖК,2024.0,-1.0,-1,-1.0,-1,"39,1 м²","34,3 м²"
Москвская область,sale,flat,19,26,3,115.0,39900000.0,Приморский,Приморский проспект,23.840736040609137,Беговая,Золотая гавань,2021.0,-1.0,-1,-1.0,-1,66 м²,18 м²
Москвская область,sale,flat,21,23,4,244.1,78000000.0,Хорошевский, Гризодубовой,2.0,ЦСКА,Гранд-парк,2007.0,-1.0,-1,-1.0,-1,-1,-1
Москвская область,sale,flat,7,14,3,206.0,290220600.0,Арбат,Малый Новопесковский переулок,8.0,Смоленская,Дом на Смоленской набережной,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москвская область,sale,flat,4,20,3,103.7,40291971.0,Филевский парк,Береговой проезд,2.0,Фили,Береговой-2,2024.0,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"35,2 м²","25,5 м²"
Москвская область,sale,flat,3,14,4,200.0,430000000.0,Хамовники, Усачева,23.840736040609137,Фрунзенская,Садовые кварталы,2021.0,-1.0,-1,-1.0,-1,-1,-1
Москвская область,sale,flat,3,8,3,121.3,206000000.0,Красносельский,Костянский переулок,13.0,Сретенский бульвар,Клубный дом TURGENEV,2023.0,-1.0,-1,-1.0,-1,51 м²,50 м²
Москвская область,sale,flat,35,41,3,97.4,95000000.0,Хорошевский,Ленинградский проспект,23.840736040609137,Аэропорт,Прайм Парк,2021.0,-1.0,-1,-1.0,-1,69 м²,"7,3 м²"
Москвская область,sale,flat,8,8,3,130.0,69000000.0,Петроградский,Петровский проспект,23.840736040609137,Крестовский остров,Петровский квартал на воде,2019.0,-1.0,-1,-1.0,-1,"49,4 м²","42,9 м²"
Москвская область,sale,flat,4,8,3,70.0,66267037.0,Хамовники,Смоленский бульвар,23.840736040609137,Смоленская,Lucky,1941.0,-1.0,-1,-1.0,-1,-1,8 м²
Москвская область,sale,flat,4,9,3,52.0,17000000.0,Северное Измайлово,Щелковское шоссе,23.840736040609137,Измайловская,Lucky,1971.0,-1.0,-1,-1.0,-1,30 м²,6 м²
