location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,house_material_type,living_meters,kitchen_meters
Новая Москва,sale,flat,7,19,2,55.8,32062680,Хорошево-Мневники,Жилой комплекс остров,4,Мнёвники,Остров,2025,"Монолитно-кирпичный, монолитный",24.3,16.0
Новая Москва,sale,flat,11,19,3,139.5,90000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Lucky,2019,Кирпичный,80.0,17.0
Новая Москва,sale,flat,9,28,3,87.7,32115301,Даниловский,Ленинградский проспект,23,Павелецкая,Павелецкая Сити ЖК,2027,"Монолитно-кирпичный, монолитный, кирпичный",57.7,12.5
Новая Москва,sale,flat,4,40,4,81.4,44900000,Раменки, Лобачевского,23,Аминьевская,Крылья,2021,Монолитно-кирпичный,59.6,10.0
Новая Москва,sale,flat,18,21,4,273.0,400000000,Пресненский, Костикова,23,Улица 1905 года,Lucky,2021,Панельный,133.0,35.0
Новая Москва,sale,flat,16,67,4,130.0,143000000,Пресненский,Краснопресненская набережная,23,Москва-Сити,Capital Towers,2025,Монолитно-кирпичный,38.0,12.5
Новая Москва,sale,flat,5,5,4,234.0,150000000,Покровское-Стрешнево,Береговая ,23,Стрешнево,Lucky,2002,Монолитный,100.0,15.0
Новая Москва,sale,flat,4,6,3,149.6,230000000,Хамовники, Льва Толстого,23,Парк Культуры,Литератор,2021,Монолитно-кирпичный,65.0,14.0
Новая Москва,sale,flat,7,9,3,135.0,155000000,Замоскворечье, Бахрушина,13,Павелецкая,Lucky,2005,Панельный,38.0,10.0
Москква,sale,flat,5,6,4,168.2,16320000,Московский, Кулахметова,15,Северный Вокзал,Lucky,1997,Монолитный,80.0,20.6
Москква,sale,flat,2,5,4,147.6,35000000,Вахитовский, Некрасова,23,Площадь Тукая,Lucky,2003,Монолитный,90.3,16.0
Москква,sale,flat,6,7,4,123.5,77805000,Петроградский,Петровский проспект,23,Крестовский остров,Grand View,2023,Монолитный,80.3,12.9
Москква,sale,flat,3,10,4,162.0,157000000,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,2021,Панельный,96.0,20.0
Москква,sale,flat,4,7,4,150.0,226130000,Пресненский,Хлыновский тупик,4,Арбатская,Lucky,2021,Панельный,129.0,15.0
Москква,sale,flat,6,7,5,271.7,294000000,Хамовники,Смоленский бульвар,23,Смоленская,Клубный дом на Смоленском бульваре,2012,Монолитно-кирпичный,230.0,30.0
Москква,sale,flat,4,4,1,379.2,430000000,Басманный,Мясницкая ,23,Лубянка,Lucky,1917,Монолитно-кирпичный,38.0,12.5
Москква,sale,flat,7,8,5,340.0,490000000,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24",2021,Монолитно-кирпичный,130.0,40.0
Москква,sale,flat,9,11,5,320.0,531661349,Хамовники, Усачева,23,Фрунзенская,Фьюжн парк,2021,Монолитный,290.0,25.0
Москква,sale,flat,17,22,1,20.7,4000000,Красногвардейский,Полюстрово,23,Девяткино,Цветной Город,2019,Монолитно-кирпичный,10.0,5.4
Москква,sale,flat,2,8,1,21.2,6900000,Тимирязевский,Дмитровское шоссе,23,Петровско-Разумовская,Lucky,1964,Монолитно-кирпичный,38.0,12.5
Москква,sale,flat,3,14,1,43.5,12000000,Марьино, Перерва,23,Марьино,Lucky,1989,Кирпичный,20.0,9.0
Москква,sale,flat,16,17,2,54.7,12700000,Пресненский, Летчика Грицевца,8,Пыхтино,Солнцево парк,2021,Монолитно-кирпичный,34.0,9.0
Москква,sale,flat,15,22,1,30.6,13600000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,2021,Монолитно-кирпичный,38.0,7.0
Москква,sale,flat,11,14,1,35.0,13900000,Раменки,1-й Сетуньский проезд,10,Кутузовская,Lucky,1973,Монолитно-кирпичный,19.0,10.0
Москква,sale,flat,7,13,2,61.4,21700000,Выборгский, Грибалевой,23,Лесная,Life Лесная,2019,Монолитный,29.3,13.7
Москква,sale,flat,33,50,1,50.0,35300000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",2020,Панельный,21.0,15.0
Москква,sale,flat,4,13,3,82.9,43000000,Раменки,Винницкая ,23,Раменки,Настоящее,2022,Панельный,36.5,26.3
Москква,sale,flat,6,37,3,76.0,47500000,Беговой,Северный ао,23,Белорусская,Слава ЖК,2023,Монолитно-кирпичный,30.0,20.0
Москква,sale,flat,8,12,3,94.6,54000000,Якиманка,Конный переулок,4,Шаболовская,Lucky,2001,Монолитно-кирпичный,38.0,10.0
Москква,sale,flat,8,8,4,184.5,70000000,Даниловский,2-й Павелецкий проезд,23,Крестьянская застава,RIVERDALE APARTMENTS,2016,Панельный,100.0,20.0
Москква,sale,flat,24,79,1,72.0,70000000,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2019,Монолитно-кирпичный,50.0,15.0
Москква,sale,flat,7,20,4,178.0,77000000,Черемушки,Новочеремушкинская ,23,Профсоюзная,Адмирал,2021,Монолитно-кирпичный,38.0,10.0
Москква,sale,flat,5,8,3,130.0,110000000,Замоскворечье, Малая Ордынка,3,Третьяковская,Lucky,2021,Панельный,50.0,50.0
Москква,sale,flat,2,6,3,131.1,110000000,Тверской, Малая Дмитровка,23,Пушкинская,Lucky,1910,Монолитно-кирпичный,38.0,15.0
Москква,sale,flat,5,21,4,222.8,111400000,Пресненский,Большой Тишинский переулок,23,Баррикадная,"Большой Тишинский переулок, 10с1",2008,Монолитный,176.0,25.0
Москква,sale,flat,1,4,5,192.1,112000000,Крылатское,Островной проезд,23,Молодёжная,Остров Фантазий,2002,Монолитный,38.0,20.0
Москква,sale,flat,21,26,4,139.0,170000000,Очаково-Матвеевское,Нежинская ,23,Матвеевская,Городские резиденции SPIRES,2021,Монолитно-кирпичный,38.0,15.0
Москква,sale,flat,6,7,5,271.7,294000000,Хамовники,Смоленский бульвар,23,Смоленская,Клубный дом на Смоленском бульваре,2012,Монолитно-кирпичный,220.0,25.0
Московская область,sale,flat,3,11,4,195.0,235000000,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,2009,Кирпичный,38.0,12.5
Московская область,sale,flat,5,6,4,104.0,14500000,Советский, Космонавтов,55,Суконная слобода,Lucky,1995,Монолитно-кирпичный,64.0,12.0
Московская область,sale,flat,2,6,4,162.0,96500000,Покровское-Стрешнево,Береговая ,23,Стрешнево,Покровский берег,2005,Монолитно-кирпичный,101.0,13.0
Московская область,sale,flat,11,13,4,142.0,98500000,Пресненский,Большая Садовая ,23,Маяковская,Квартал апартаментов Сады Пекина,2016,Монолитно-кирпичный,80.0,12.5
Московская область,sale,flat,14,20,3,132.5,125000000,Гагаринский, Косыгина,23,Воробьёвы горы,Фамильный дом Воробьево,2012,Кирпичный,38.0,10.0
Московская область,sale,flat,3,6,3,138.0,129500000,Тверской,1-й Колобовский переулок,14,Трубная,Lucky,2005,Монолитно-кирпичный,38.0,15.0
Московская область,sale,flat,3,14,3,115.8,130000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы,2021,Кирпичный,95.8,15.0
Московская область,sale,flat,26,30,3,67.1,21144150,Рязанский,Рязанский проспект,23,Окская,balance,2027,Монолитно-кирпичный,32.9,21.3
Московская область,sale,flat,4,4,2,75.7,35900000,Марьина роща,проезд 12-й Марьиной рощи,23,Марьина Роща,Лофт-квартал Studio #12,2020,Панельный,45.0,4.0
Московская область,sale,flat,2,23,2,74.6,36000000,Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров,2024,Монолитно-кирпичный,28.4,17.7
Московская область,sale,flat,5,17,2,49.0,36800000,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar,2024,Монолитно-кирпичный,31.4,3.8
Московская область,sale,flat,3,8,2,57.0,46900000,Тверской,Тверская ,17,Пушкинская,Lucky,1940,Монолитно-кирпичный,40.0,5.0
Московская область,sale,flat,2,15,2,74.0,48000000,Аэропорт,Ленинградский проспект,23,Динамо,ВТБ Арена парк,2019,Монолитно-кирпичный,52.0,15.0
Московская область,sale,flat,5,22,2,100.0,77000000,Раменки,Ломоносовский проспект,23,Университет,Dominion,2010,Кирпичный,43.0,12.0
Московская область,sale,flat,3,12,2,66.0,82000000,Раменки,Мосфильмовская ,23,Ломоносовский проспект,Вишневый сад,2021,Монолитно-кирпичный,44.8,15.0
Московская область,sale,flat,4,4,1,42.7,5590000,Красносельский,Стрельнинское шоссе,23,Проспект Ветеранов,Lucky,2021,Панельный,11.5,28.6
Московская область,sale,flat,9,9,1,36.9,8850000,Люблино, Верхние Поля,23,Братиславская,Lucky,1980,Панельный,38.0,12.5
Московская область,sale,flat,8,22,2,87.2,38000000,Раменки, Пырьева,23,Поклонная,Lucky,2005,Кирпичный,40.0,14.0
Московская область,sale,flat,2,17,1,35.8,8771000,Советский,ПК1-2,23,Горки,Мой Ритм ЖК,2026,"Монолитно-кирпичный, монолитный",15.4,9.5
Московская область,sale,flat,2,25,1,35.85,8854950,Советский,Ленинградский проспект,23,Горки,Светлая Долина ЖК,2025,"Панельный, монолитно-кирпичный, монолитный",16.3,8.5
Московская область,sale,flat,3,5,1,24.0,9000000,Центральный, Рубинштейна,5,Достоевская,Lucky,1896,Кирпичный,38.0,12.5
Московская область,sale,flat,2,23,1,28.2,16214780,Ростокино,Ленинградский проспект,23,Ботанический сад,Союз ЖК,2025,Монолитно-кирпичный,38.0,16.6
Московская область,sale,flat,2,6,3,72.9,8750000,Пресненский, Шевченко,23,Проспект Большевиков,Lucky,2018,Монолитный,42.1,8.3
Московская область,sale,flat,7,21,2,43.29,13530653,Нижегородский,Ленинградский проспект,23,Калитники,Н'айс Лофт ЖК,2024,Монолитно-кирпичный,38.0,12.5
Московская область,sale,flat,7,17,3,65.6,16463809,Пресненский,Ленинградский проспект,23,Корниловская,FOREVILLE,2026,Кирпичный,35.4,15.7
Московская область,sale,flat,6,13,2,60.6,38217891,Южнопортовый,Ленинградский проспект,23,Дубровка,Шампайн ЖК,2024,Монолитный,38.0,19.6
Московская область,sale,flat,2,22,3,67.7,42355790,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2022,Монолитный,37.9,8.1
Московская область,sale,flat,11,21,2,80.0,46400000,Раменки,Мосфильмовская ,23,Раменки,Мосфильмовский,2014,Монолитно-кирпичный,38.0,16.0
Московская область,sale,flat,2,7,3,108.0,48500000,Тверской,1-я Миусская ,23,Менделеевская,Lucky,1917,Кирпичный,70.0,10.0
Московская область,sale,flat,11,38,3,109.0,40000000,Ростокино,проспект Мира,23,Ростокино,Триколор,2015,Монолитно-кирпичный,38.0,12.5
Московская область,sale,flat,3,37,3,77.0,42000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Lucky,2018,Монолитный,40.0,16.0
Московская область,sale,flat,5,5,1,33.0,5500000,Пресненский, Героев Курсантов,12,Медведково,Lucky,1959,Монолитно-кирпичный,18.0,9.0
Московская область,sale,flat,15,15,1,27.1,5500000,Северный, Семейная,2,Ипподром,Десятка,2020,Монолитно-кирпичный,13.4,12.5
Московская область,sale,flat,8,9,1,32.3,12860000,Зюзино,Черноморский бульвар,23,Севастопольская,Lucky,1963,Панельный,21.8,5.3
Московская область,sale,flat,2,8,1,62.9,8200000,Пресненский, Береговая,6,Шереметьевская,Берег,2021,Монолитный,17.0,27.0
Московская область,sale,flat,4,4,1,40.0,38500000,Мещанский, Кузнецкий Мост,23,Кузнецкий мост,Lucky,2021,Монолитный,27.0,8.0
Московская область,sale,flat,4,15,1,48.2,41471280,Даниловский, Серпуховский Вал,23,Тульская,Дом 7 Даниловский,2027,Монолитно-кирпичный,38.0,12.5
Московская область,sale,flat,2,7,1,31.2,9450480,Пресненский,Ленинградский проспект,23,Филатов Луг,Новое Летово ЖК,2025,Монолитно-кирпичный,38.0,8.6
Московская область,sale,flat,2,7,1,27.0,9900000,Таганский,Нижегородская ,23,Калитники,Loft FM,2021,Кирпичный,19.0,3.0
Московская область,sale,flat,16,25,1,40.0,10500000,Пресненский,Носовихинское шоссе,43,Новокосино,Новокосино-2,2012,Монолитно-кирпичный,18.0,9.0
Московская область,sale,flat,2,5,1,33.0,4800000,Московский,Бассейная ,5,Парк Победы,Lucky,1961,Монолитно-кирпичный,17.3,5.8
Московская область,sale,flat,30,73,3,185.0,90000000,Пресненский,набережная Пресненская,23,Деловой центр,Город Столиц,2009,Монолитный,38.0,12.5
Московская область,sale,flat,8,14,3,92.1,96705000,Раменки,проспект Генерала Дорохова,23,Минская,Собрание клубных домов West Garden,2021,Кирпичный,65.0,15.0
Московская область,sale,flat,37,65,3,118.2,108150000,Пресненский,Краснопресненская набережная,23,Москва-Сити,Lucky,2022,Кирпичный,59.5,15.0
Московская область,sale,flat,2,17,2,63.0,19200000,Пресненский, Радужная,8,Рассказовка,Lucky,2008,Монолитно-кирпичный,33.2,13.0
Московская область,sale,flat,2,8,1,21.2,6900000,Тимирязевский,Дмитровское шоссе,23,Петровско-Разумовская,Lucky,1964,Панельный,38.0,12.5
Московская область,sale,flat,3,14,1,43.5,12000000,Марьино, Перерва,23,Марьино,Lucky,1989,Монолитный,20.0,9.0
Московская область,sale,flat,16,17,2,54.7,12700000,Пресненский, Летчика Грицевца,8,Пыхтино,Солнцево парк,2021,Кирпичный,34.0,9.0
Московская область,sale,flat,15,22,1,30.6,13600000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,2021,Кирпичный,38.0,7.0
Московская область,sale,flat,11,14,1,35.0,13900000,Раменки,1-й Сетуньский проезд,10,Кутузовская,Lucky,1973,Кирпичный,19.0,10.0
Московская область,sale,flat,7,13,2,61.4,21700000,Выборгский, Грибалевой,23,Лесная,Life Лесная,2019,Монолитно-кирпичный,29.3,13.7
Московская область,sale,flat,4,13,3,82.9,43000000,Раменки,Винницкая ,23,Раменки,Настоящее,2022,Панельный,36.5,26.3
Московская область,sale,flat,6,37,3,76.0,47500000,Беговой,Северный ао,23,Белорусская,Слава ЖК,2023,Кирпичный,30.0,20.0
Московская область,sale,flat,8,12,3,94.6,54000000,Якиманка,Конный переулок,4,Шаболовская,Lucky,2001,Монолитно-кирпичный,38.0,10.0
Московская область,sale,flat,8,8,4,184.5,70000000,Даниловский,2-й Павелецкий проезд,23,Крестьянская застава,RIVERDALE APARTMENTS,2016,Монолитно-кирпичный,100.0,20.0
Московская область,sale,flat,24,79,1,72.0,70000000,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2019,Панельный,50.0,15.0
Московская область,sale,flat,7,20,4,178.0,77000000,Черемушки,Новочеремушкинская ,23,Профсоюзная,Адмирал,2021,Монолитный,38.0,10.0
Московская область,sale,flat,5,8,3,130.0,110000000,Замоскворечье, Малая Ордынка,3,Третьяковская,Lucky,2021,Монолитно-кирпичный,50.0,50.0
Московская область,sale,flat,2,6,3,131.1,110000000,Тверской, Малая Дмитровка,23,Пушкинская,Lucky,1910,Монолитно-кирпичный,38.0,15.0
Московская область,sale,flat,5,21,4,222.8,111400000,Пресненский,Большой Тишинский переулок,23,Баррикадная,"Большой Тишинский переулок, 10с1",2008,Монолитный,176.0,25.0
Московская область,sale,flat,21,37,2,60.1,23900000,Раменки,Мосфильмовская ,23,Аминьевская,Огни,2021,Монолитно-кирпичный,37.6,11.8
Московская область,sale,flat,37,40,2,60.8,26500000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,Монолитно-кирпичный,29.0,20.0
Московская область,sale,flat,2,9,2,78.65,29879999,Адмиралтейский, Шкапина,15,Балтийская,GloraX Балтийская,2024,Монолитно-кирпичный,20.5,23.3
Московская область,sale,flat,5,9,2,53.0,24490000,Петроградский,Лодейнопольская ,7,Чкаловская,Авторский дом Tesoro by Akvilon,2023,Монолитно-кирпичный,24.6,13.1
Московская область,sale,flat,9,21,3,97.0,120000000,Пресненский, Костикова,23,Улица 1905 года,Lucky,2021,Кирпичный,67.0,12.5
Московская область,sale,flat,18,18,4,187.4,99900000,Хорошевский, Гризодубовой,23,ЦСКА,Гранд-парк,2005,Монолитно-кирпичный,107.0,20.0
Московская область,sale,flat,6,8,4,233.2,430000000,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас,2009,Панельный,38.0,20.0
Московская область,sale,flat,7,8,1,340.0,490000000,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24",2012,Панельный,38.0,10.0
Московская область,sale,flat,3,3,1,784.3,1000000000,Раменки,Минская ,23,Ломоносовский проспект,Lucky,2004,Монолитно-кирпичный,38.0,20.0
Московская область,sale,flat,8,22,1,40.0,13290000,Марьино, Верхние Поля,23,Люблино,Lucky,2000,Панельный,38.0,10.0
Московская область,sale,flat,3,5,3,82.9,42900000,Тверской,1-й Самотечный переулок,23,Достоевская,Lucky,2021,Кирпичный,38.0,12.5
Московская область,sale,flat,22,65,1,39.9,45000000,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2021,Панельный,24.9,10.0
Московская область,sale,flat,9,11,3,95.5,53000000,Раменки,Винницкая ,23,Раменки,Настоящее,2022,Монолитно-кирпичный,29.8,31.2
Московская область,sale,flat,10,26,3,74.5,72000000,Очаково-Матвеевское,Нежинская ,23,Матвеевская,Городские резиденции SPIRES,2021,Панельный,40.0,10.0
Московская область,sale,flat,4,5,3,157.0,78000000,Пресненский,Столярный переулок,23,Улица 1905 года,Рассвет Loft-Studio,2016,Панельный,38.0,20.0
Москва,sale,flat,14,15,4,220.0,376708020,Дорогомилово,Студенческая ,23,Студенческая,Студенческая 20,2021,Монолитно-кирпичный,114.0,28.0
Москва,sale,flat,2,8,4,246.0,473299820,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас,2009,Монолитно-кирпичный,38.0,45.0
Москва,sale,flat,27,32,4,140.0,81500000,Раменки,Кинематографический кв-л,23,Мичуринский проспект,Событие ЖК,2025,Панельный,80.9,26.1
Москва,sale,flat,7,26,1,31.0,25990000,Пресненский,к2.1,23,Белорусская,Репаблик ЖК,2025,Кирпичный,38.0,7.0
Москва,sale,flat,15,29,1,45.1,26000000,Нагатино-Садовники,Варшавское шоссе,23,Нагатинская,Rotterdam,2025,Монолитно-кирпичный,12.6,14.8
Москва,sale,flat,4,4,1,38.3,26810000,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills,2024,Монолитно-кирпичный,38.0,7.0
Москва,sale,flat,3,11,1,40.9,26800000,Раменки,Винницкая ,23,Раменки,Настоящее,2021,Панельный,16.0,10.6
Москва,sale,flat,3,6,1,18.0,4650000,Чертаново Северное,Варшавское шоссе,23,Южная,Lucky,2021,Кирпичный,7.0,2.0
Москва,sale,flat,15,51,3,76.0,58500000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",2021,Кирпичный,38.0,20.0
Москва,sale,flat,21,22,4,141.0,86900000,Хорошево-Мневники, Нижние Мневники,23,Терехово ,Остров,2024,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,5,6,3,106.4,93990000,Хамовники,Комсомольский проспект,23,Парк Культуры,Николаевский дом,2013,Кирпичный,38.0,10.0
Москва,sale,flat,4,6,3,144.0,500000000,Хамовники,Всеволожский переулок,5,Кропоткинская,Резиденция на Всеволожском,2021,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,8,17,1,36.2,27000000,Тверской,Садовая-Триумфальная ,23,Маяковская,Lucky,1968,Монолитный,22.0,8.0
Москва,sale,flat,6,28,2,85.0,56500000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point,2021,Монолитный,25.0,40.0
Москва,sale,flat,4,8,2,69.8,66196961,Хамовники,Смоленский бульвар,23,Смоленская,Lucky,1941,Кирпичный,54.0,8.0
Москва,sale,flat,5,16,2,59.4,67000000,Пресненский,Мантулинская ,23,Москва-Сити,City Park,2020,Панельный,40.0,12.0
Москва,sale,flat,4,4,1,42.1,19000000,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft,2022,Кирпичный,15.2,10.0
Москва,sale,flat,2,22,3,67.7,42355790,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2022,Монолитный,37.9,8.1
Москва,sale,flat,2,7,3,108.0,48500000,Тверской,1-я Миусская ,23,Менделеевская,Lucky,1917,Монолитно-кирпичный,70.0,10.0
Москва,sale,flat,5,24,3,107.6,50000000,Таганский,Марксистская ,7,Пролетарская,Lucky,2001,Монолитно-кирпичный,71.0,18.0
Москва,sale,flat,14,19,3,114.2,55000000,Раменки,Мичуринский проспект,29,Раменки,Lucky,1999,Монолитный,35.0,30.0
Москва,sale,flat,34,41,3,80.8,61000000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,Кирпичный,47.0,8.0
Москва,sale,flat,3,28,4,125.0,74990000,Якиманка,Мытная ,23,Октябрьская,Sky House,2021,Панельный,38.0,30.0
Москва,sale,flat,5,24,3,107.6,50000000,Таганский,Марксистская ,7,Пролетарская,Lucky,2001,Монолитно-кирпичный,71.0,18.0
Москва,sale,flat,9,10,1,32.3,13000000,Головинский,Михалковская ,23,Коптево,Lucky,2024,Монолитно-кирпичный,10.0,8.0
Москва,sale,flat,6,18,1,42.0,13000000,Чертаново Центральное, Красного Маяка,23,Пражская,Lucky,2011,Монолитно-кирпичный,18.0,10.0
Москва,sale,flat,2,9,1,17.1,13170000,Замоскворечье,Большой Овчинниковский переулок,10,Новокузнецкая,Lucky,1911,Кирпичный,38.0,12.5
Москва,sale,flat,23,24,1,44.4,15500000,Пресненский, Татьянин Парк,23,Говорово,Татьянин Парк,2019,Монолитно-кирпичный,14.0,10.0
Москва,sale,flat,2,9,2,60.0,93000000,Таганский,Большой Николоворобинский переулок,23,Китай-город,Дом NV/9,2020,Монолитно-кирпичный,14.0,30.0
Москва,sale,flat,3,7,3,154.2,309241280,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус,2021,Панельный,97.0,9.0
Москва,sale,flat,15,25,3,67.8,24500000,Митино,Муравская ,23,Пятницкое шоссе,Мир Митино,2019,Кирпичный,38.0,12.5
Москва,sale,flat,4,9,2,47.0,26700000,Раменки, Дружбы,23,Ломоносовский проспект,Lucky,1960,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,10,12,3,103.0,80000000,Алексеевский,Новоалексеевская ,23,Алексеевская,Серебряный фонтан,2020,Монолитный,38.0,10.0
Москва,sale,flat,2,6,4,162.0,96500000,Покровское-Стрешнево,Береговая ,23,Стрешнево,Покровский берег,2005,Монолитно-кирпичный,101.0,13.0
Москва,sale,flat,7,9,3,135.0,155000000,Замоскворечье, Бахрушина,13,Павелецкая,Lucky,2005,Монолитно-кирпичный,38.0,10.0
Москва,sale,flat,11,13,4,142.0,98500000,Пресненский,Большая Садовая ,23,Маяковская,Квартал апартаментов Сады Пекина,2016,Монолитно-кирпичный,80.0,12.5
Москва,sale,flat,14,20,3,132.5,125000000,Гагаринский, Косыгина,23,Воробьёвы горы,Фамильный дом Воробьево,2012,Монолитно-кирпичный,38.0,10.0
Москва,sale,flat,3,14,3,115.8,130000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы,2021,Монолитный,95.8,15.0
Москва,sale,flat,7,9,3,160.8,278611776,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,2023,Монолитный,43.0,60.0
Москва,sale,flat,39,65,3,223.3,241850500,Пресненский,набережная Пресненская,23,Деловой центр,Город Столиц,2008,Монолитно-кирпичный,38.0,20.0
Москва,sale,flat,5,6,4,157.4,250000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,2021,Монолитно-кирпичный,75.0,25.0
Москва,sale,flat,5,8,3,84.5,35000000,Ховрино,Фестивальная ,47,Речной вокзал,Lucky,2021,Монолитно-кирпичный,38.0,10.0
Москва,sale,flat,22,22,2,55.7,39500000,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2021,Кирпичный,33.4,17.3
Москва,sale,flat,2,39,2,69.0,47000000,Раменки, Лобачевского,23,Аминьевская,Крылья,2022,Монолитно-кирпичный,35.0,10.0
Москва,sale,flat,22,22,2,55.7,39500000,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2021,Монолитный,38.0,17.4
Москва,sale,flat,4,35,3,84.3,39800000,Раменки, Лобачевского,23,Аминьевская,Крылья,2022,Монолитно-кирпичный,48.8,23.5
Москва,sale,flat,9,20,2,71.8,57000000,Пресненский,Мантулинская ,23,Москва-Сити,City Park,2021,Монолитно-кирпичный,13.0,32.0
Москва,sale,flat,42,66,2,67.4,60660000,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2020,Монолитный,38.0,12.5
Москва,sale,flat,5,12,1,33.5,14500000,Беговой,Ленинградский проспект,23,Динамо,Lucky,1964,Монолитно-кирпичный,17.0,4.0
Москва,sale,flat,3,29,1,44.1,14610330,Черемушки, Наметкина,23,Новые Черёмушки,Nametkin Tower,2025,Монолитный,15.3,16.7
Москва,sale,flat,6,13,2,120.2,90150000,Арбат, Новый Арбат,32,Смоленская,Звёзды Арбата,2013,Кирпичный,38.0,10.0
Москва,sale,flat,2,6,3,74.0,67500000,Пресненский,Богословский переулок,7,Пушкинская,Lucky,1977,Кирпичный,46.0,7.0
Москва,sale,flat,3,24,3,107.6,73000000,Беговой,Верхняя ,23,Белорусская,Суббота,2019,Монолитно-кирпичный,38.0,10.0
Москва,sale,flat,2,8,2,61.5,47970000,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,2021,Монолитный,36.5,20.0
Москвская область,sale,flat,4,11,1,52.4,19900000,Фрунзенский,Лиговский проспект,232,Обводный канал,Ligovsky city-Второй квартал,2020,Панельный,13.3,20.0
Москвская область,sale,flat,3,7,2,66.1,72000000,Арбат,Поварская ,23,Арбатская,De Luxe квартал апартаментов Театральный Дом,2016,Монолитный,40.0,12.5
Москвская область,sale,flat,8,22,3,123.3,66000000,Пресненский,Шмитовский проезд,23,Москва-Сити,Шмитовский 16,2021,Монолитный,60.0,18.7
Москвская область,sale,flat,2,5,3,88.0,67500000,Замоскворечье, Малая Ордынка,23,Третьяковская,Lucky,1912,Кирпичный,38.0,10.0
Москвская область,sale,flat,13,21,3,76.1,76000000,Пресненский,2-я Черногрязская ,23,Улица 1905 года,RedSide,2017,Панельный,38.0,12.5
Москвская область,sale,flat,7,25,3,89.8,13494329,Пресненский,Первомайский проезд,1,Салтыковская,28 микрорайон,2022,Кирпичный,46.6,13.7
Москвская область,sale,flat,15,17,3,73.4,20000000,Митино,переулок Ангелов,8,Пятницкое шоссе,Lucky,1992,Панельный,38.0,9.0
Москвская область,sale,flat,9,17,3,75.3,20650000,Митино, Барышиха,50,Пятницкое шоссе,Lucky,1993,Монолитно-кирпичный,38.0,44.2
Москвская область,sale,flat,62,78,3,145.0,113000000,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2021,Монолитный,38.0,15.0
Москвская область,sale,flat,4,4,1,29.0,7605000,Приморский,Серебристый бульвар,23,Пионерская,Lucky,2021,Монолитный,19.0,10.0
Москвская область,sale,flat,8,9,2,44.0,14700000,Отрадное, Пестеля,2,Отрадное,Lucky,1975,Монолитно-кирпичный,38.0,7.0
Москвская область,sale,flat,63,79,4,225.0,209250000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,2021,Панельный,100.0,50.0
Москвская область,sale,flat,6,8,4,197.2,220000000,Арбат, Арбат,24,Смоленская,Turandot Residences,2021,Кирпичный,38.0,12.5
