location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,house_material_type,living_meters,kitchen_meters
Московская область,sale,flat,8,9,1,40.4,17652698,Красногвардейский, Стахановцев,1,Новочеркасская,"Малоохтинский, 68",2024,"Монолитно-кирпичный, монолитный",11.8,15.7
Московская область,sale,flat,17,33,1,23.4,7600000,Пресненский, Сосновая,23,Котельники,Lucky,2022,Монолитно-кирпичный,38.0,4.0
Московская область,sale,flat,2,16,1,22.64,6350000,Молжаниновский,Ленинградское шоссе,23,Новоподрезково,Молжаниново,2024,Кирпичный,11.1,3.6
Московская область,sale,flat,7,9,1,32.44,5155040,Колпинский,Заречье тер.,23,Рыбацкое,Квартал Заречье,2026,Монолитный,12.3,11.0
Московская область,sale,flat,33,41,1,46.0,21000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2024,Монолитный,18.0,23.0
Московская область,sale,flat,2,12,1,41.0,11700000,Соколиная гора,Вольная ,4,Семёновская,Lucky,1960,Монолитный,21.0,10.0
Московская область,sale,flat,2,25,1,29.9,7200000,Пресненский,Юбилейный проспект,68,Никольское,Новокосино-2,2021,Панельный,38.0,8.0
Московская область,sale,flat,7,16,1,24.0,9450000,Пресненский, Сальвадора Дали,23,Прокшино,Lucky,2022,Монолитный,15.0,9.0
Московская область,sale,flat,2,17,1,35.78,8766100,Советский,ПК1-2,23,Горки,Мой Ритм ЖК,2026,"Монолитно-кирпичный, монолитный",15.9,9.6
Московская область,sale,flat,9,17,1,36.8,7600000,Пресненский, Декабристов,8,ВДНХ,На высоте,2021,Кирпичный,18.0,10.0
Московская область,sale,flat,4,33,1,42.9,23600000,Останкинский, Годовикова,23,Алексеевская,iLove,2021,Монолитный,22.9,15.0
Московская область,sale,flat,10,11,1,40.5,10969344,Василеостровский,проспект Средний Васильевского острова,23,Василеостровская,Клубные апартаменты Next,2020,Кирпичный,38.0,12.5
Московская область,sale,flat,6,8,1,27.8,12927000,Петроградский,проспект Малый Петроградской стороны,23,Петроградская,Lucky,2023,Монолитно-кирпичный,12.5,12.5
Московская область,sale,flat,2,44,1,31.61,14381127,Кунцево,48-й кв-л,23,Кунцевская,Кутузовский Квартал ЖК,2027,Монолитный,9.4,12.5
Московская область,sale,flat,21,40,3,84.2,38500000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,Кирпичный,60.0,20.0
Московская область,sale,flat,16,24,3,91.0,22800000,Южное Бутово,Скобелевская ,23,Улица Скобелевская,Lucky,2021,Монолитно-кирпичный,45.0,12.0
Московская область,sale,flat,3,18,2,48.5,35800507,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028,Монолитный,38.0,12.5
Московская область,sale,flat,3,6,3,138.0,129000000,Тверской,1-й Колобовский переулок,14,Трубная,Lucky,2005,Монолитный,38.0,15.0
Московская область,sale,flat,2,5,3,207.4,435330900,Тверской,Никольская ,23,Лубянка,St. Nickolas,2015,Монолитный,38.0,20.0
Москва,sale,flat,14,18,4,138.5,158765458,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028,Монолитный,38.0,12.5
Москва,sale,flat,3,9,4,130.0,205000000,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE,2021,Монолитно-кирпичный,38.0,10.0
Москва,sale,flat,3,20,4,102.4,18953124,Пресненский,Ленинградский проспект,3,Филатов Луг,Город-парк Первый Московский,2027,"Панельный, монолитный",47.4,12.5
Москва,sale,flat,59,67,4,131.0,137550000,Пресненский,Краснопресненская набережная,23,Москва-Сити,Capital Towers,2021,Монолитный,38.0,15.0
Москва,sale,flat,11,17,1,37.6,10800000,Пресненский, Бориса Пастернака,49,Мичуринец,Lucky,2019,Монолитно-кирпичный,38.0,9.1
Москва,sale,flat,10,14,1,35.1,11250000,Чертаново Северное,Чертановская ,23,Южная,Lucky,1969,Панельный,38.0,9.0
Москва,sale,flat,46,53,1,47.4,21396170,Свиблово,проезд Серебрякова,23,Ботанический сад,Afi Tower,2024,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,3,5,1,46.3,41670000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,2021,Панельный,32.0,12.5
Москва,sale,flat,4,5,1,33.0,9800000,Восточное Измайлово,11-я Парковая ,34,Первомайская,Lucky,2021,Монолитно-кирпичный,20.0,9.0
Москва,sale,flat,4,29,1,57.9,33900000,Филевский парк,Береговой проезд,3,Фили,Береговой,2021,Кирпичный,12.0,32.0
Москва,sale,flat,7,21,4,160.6,168000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,2023,Кирпичный,109.0,10.0
Москва,sale,flat,13,16,4,158.0,180000000,Раменки,Воробьевское шоссе,23,Поклонная,Воробьёв Дом,2017,Кирпичный,109.0,15.0
Москва,sale,flat,43,47,3,79.1,32036687,Обручевский,Ленинградский проспект,23,Воронцовская,Архитектор ЖК,2024,Монолитно-кирпичный,39.8,17.8
Москва,sale,flat,2,6,3,80.0,82000000,Замоскворечье,Большой Ордынский переулок,23,Третьяковская,Собрание клубных домов ORDYNKA,2019,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,15,19,3,107.0,98900000,Раменки,Ломоносовский проспект,23,Университет,Dominion,2021,Монолитный,92.0,8.0
Москва,sale,flat,25,26,3,63.3,29505510,Нагатино-Садовники,Нагатинская набережная,23,Нагатинская,Level Нагатинская,2024,Монолитный,25.5,18.0
Москва,sale,flat,2,10,4,136.1,152135071,Дорогомилово,Ленинградский проспект,23,Поклонная,Виктори Парк Резиденсез ЖК,2024,Монолитный,38.0,12.5
Москва,sale,flat,22,22,1,17.2,8780000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,Lucky,1980,Панельный,9.2,3.0
Москва,sale,flat,4,15,1,32.4,14000000,Хорошевский,Ходынский бульвар,23,ЦСКА,Лайнер,2017,Панельный,18.0,6.0
Москва,sale,flat,24,37,1,35.0,12112893,Нижегородский,Ленинградский проспект,23,Нижегородская,Левел Нижегородская ЖК,2026,Монолитный,11.8,12.5
Москва,sale,flat,4,33,3,74.72,44301488,Пресненский,к2.3,23,Белорусская,Репаблик ЖК,2025,Монолитный,44.6,12.5
Москва,sale,flat,11,19,3,139.5,90000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Lucky,2019,Монолитно-кирпичный,80.0,17.0
Москва,sale,flat,8,17,3,142.1,91228200,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar,2024,Панельный,92.3,8.2
Москва,sale,flat,3,14,3,72.0,38000000,Раменки,проспект Генерала Дорохова,23,Минская,Собрание клубных домов West Garden,2023,Монолитно-кирпичный,50.0,10.0
Москва,sale,flat,3,6,3,138.0,129000000,Тверской,1-й Колобовский переулок,14,Трубная,Lucky,2005,Монолитно-кирпичный,38.0,15.0
Москва,sale,flat,4,5,2,41.0,18950000,Мещанский,Трифоновская ,55,Рижская,Lucky,1963,Монолитный,28.0,6.0
Москва,sale,flat,4,27,2,65.91,44571000,Крылатское,Крылатская ,23,Молодёжная,Дом Горизонтов,2027,Монолитно-кирпичный,43.3,17.6
Москва,sale,flat,5,24,2,75.0,48000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2021,Кирпичный,38.0,22.0
Москва,sale,flat,4,44,2,60.0,39900000,Даниловский,Дубининская ,23,Павелецкая,Павелецкая Сити,2023,Монолитно-кирпичный,40.0,16.0
Москва,sale,flat,2,11,2,47.0,25295400,Пресненский,Ленинградский проспект,23,Серебряный Бор,Сберсити ЖК,2026,Монолитно-кирпичный,25.5,6.0
Москва,sale,flat,3,14,3,138.9,236130000,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,2021,Монолитный,38.0,12.5
Москва,sale,flat,11,22,2,80.0,34899000,Черемушки,Севастопольский проспект,23,Зюзино,Lucky,2009,Кирпичный,40.0,35.5
Москва,sale,flat,7,18,3,84.9,60621401,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028,Монолитный,38.0,12.5
Москва,sale,flat,14,15,3,133.91,227647000,Хамовники, Усачева,15,Спортивная,Садовые кварталы,2022,Монолитно-кирпичный,98.9,30.0
Москва,sale,flat,6,12,3,120.9,72200000,Мещанский,Протопоповский переулок,23,Проспект Мира,Lucky,2004,Монолитный,93.0,15.0
Москва,sale,flat,2,6,3,118.66,195551680,Замоскворечье,Космодамианская набережная,23,Новокузнецкая,Клубный дом Космо 4/22,2024,Монолитно-кирпичный,48.0,32.6
Москва,sale,flat,27,53,3,124.0,118000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2011,Панельный,86.0,17.3
Москва,sale,flat,4,21,3,99.0,140000000,Якиманка,Донская ,14,Шаболовская,Медный 3.14,2021,Монолитно-кирпичный,58.0,9.0
Москва,sale,flat,9,28,3,87.7,32115301,Даниловский,Ленинградский проспект,23,Павелецкая,Павелецкая Сити ЖК,2027,"Монолитно-кирпичный, монолитный, кирпичный",57.7,12.5
Москва,sale,flat,5,7,3,74.9,41500000,Басманный, Земляной Вал,23,Курская,Lucky,2021,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,4,26,2,55.5,19288526,Соколиная гора,Ленинградский проспект,23,Соколиная гора,Семеновский Парк 2 ЖК,2025,Монолитный,25.9,21.8
Москва,sale,flat,3,14,2,106.9,160350000,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,2021,Панельный,38.0,12.5
Москва,sale,flat,6,9,2,60.0,18500000,Пресненский, Ясеневая,23,Ольховая,Дубровка,2013,Монолитно-кирпичный,25.0,25.0
Москва,sale,flat,9,14,3,102.0,133500000,Хамовники, Усачева,23,Спортивная,Садовые кварталы,2022,Кирпичный,71.0,15.0
Москва,sale,flat,14,22,3,84.0,45000000,Свиблово,Сельскохозяйственная ,23,Ботанический сад,LIFE-Ботанический сад,2020,Монолитный,40.0,11.0
Москва,sale,flat,3,11,3,85.9,77617693,Даниловский,Ленинградский проспект,23,Павелецкая,Опус ЖК,2025,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,6,15,3,140.0,300000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы,2021,Панельный,38.0,18.5
Москва,sale,flat,2,21,3,66.59,14137723,Нижегородский,Ленинградский проспект,23,Калитники,Н'айс Лофт ЖК,2024,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,5,35,3,95.73,40514371,Котловка,31/2,23,Профсоюзная,Новые Академики ЖК,2027,Монолитный,61.6,9.1
Москва,sale,flat,5,12,3,136.9,250000000,Хамовники, Усачева,13,Спортивная,Садовые кварталы,2021,Монолитно-кирпичный,38.0,20.6
Москва,sale,flat,9,14,3,127.9,95797100,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река,2026,Монолитный,42.7,35.3
Москва,sale,flat,1,5,3,65.1,17500000,Марьина роща,4-й Стрелецкий проезд,13,Савёловская,Lucky,2021,Кирпичный,36.6,6.7
Москва,sale,flat,13,24,3,64.8,22900000,Донской,Новоданиловская набережная,8,Верхние котлы,Новоданиловская 8,2022,Кирпичный,38.0,20.0
Москва,sale,flat,18,47,3,81.43,37261472,Хорошево-Мневники,Ленинградский проспект,23,Полежаевская,Джойс ЖК,2027,Монолитный,38.0,12.5
Москва,sale,flat,7,20,4,178.0,77000000,Черемушки,Новочеремушкинская ,23,Профсоюзная,Адмирал,2021,Монолитно-кирпичный,38.0,10.0
Москва,sale,flat,3,4,4,211.6,202000000,Пресненский,Малый Кисловский переулок,7,Арбатская,Lucky,1885,Монолитный,38.0,20.0
Москва,sale,flat,3,7,2,62.0,53000000,Замоскворечье,Садовническая ,29,Новокузнецкая,BALCHUG RESIDENCE,2016,Монолитно-кирпичный,38.0,10.0
Москва,sale,flat,9,14,3,127.9,95797100,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река,2026,Монолитный,42.7,35.3
Москва,sale,flat,12,22,4,160.0,94000000,Пресненский,Шмитовский проезд,23,Москва-Сити,Шмитовский 16,2007,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,10,29,3,83.5,36385292,Печатники,Ленинградский проспект,23,Нагатинский Затон,Портлэнд ЖК,2028,Монолитный,37.1,12.5
Москва,sale,flat,5,6,3,130.0,68000000,Крылатское,Крылатская ,23,Крылатское,Долина грез,2006,Панельный,90.0,20.0
Москва,sale,flat,10,26,3,74.5,72000000,Очаково-Матвеевское,Нежинская ,23,Матвеевская,Городские резиденции SPIRES,2021,Монолитный,40.0,10.0
Москва,sale,flat,2,33,3,65.8,27682060,Сокольники, Матросская Тишина,23,Сокольники,Sokolniki,2027,Монолитно-кирпичный,40.2,12.5
Новая Москва,sale,flat,4,7,4,150.0,226130000,Пресненский,Хлыновский тупик,4,Арбатская,Lucky,2007,Монолитно-кирпичный,38.0,12.5
Новая Москва,sale,flat,9,15,4,85.0,28766805,Гольяново,Монтажная ,23,Щёлковская,1-й Измайловский,2026,Монолитный,49.1,9.0
Новая Москва,sale,flat,5,8,4,75.0,59500000,Замоскворечье,переулок Старый Толмачевский,23,Новокузнецкая,Lucky,2021,Кирпичный,60.0,10.0
Новая Москва,sale,flat,37,66,4,209.7,179293500,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2020,Монолитный,38.0,12.5
Новая Москва,sale,flat,6,6,4,169.0,90000000,Пресненский,Мерзляковский переулок,13,Арбатская,Lucky,1902,Монолитный,38.0,12.5
Новая Москва,sale,flat,3,13,3,71.3,24567484,Очаково-Матвеевское,Очаково мкр,23,Аминьевская,Среда на Лобачевского,2027,Монолитный,47.6,12.5
Новая Москва,sale,flat,6,23,4,146.5,55299000,Кунцево, Екатерины Будановой,5,Рабочий посёлок,Катрин-Хаус,2021,Панельный,81.5,17.8
Новая Москва,sale,flat,2,9,3,121.84,41644912,Советский,Ленинградский проспект,23,Суконная слобода,Мифы ЖК,2026,Монолитный,47.7,12.0
Новая Москва,sale,flat,7,25,3,99.0,66900000,Раменки, Янковского,23,Аминьевская,Событие,2021,Монолитно-кирпичный,36.0,29.5
Новая Москва,sale,flat,2,12,1,51.2,31300000,Сокол, Врубеля,23,Сокол,Врубеля 4,2022,Монолитный,33.0,5.0
Новая Москва,sale,flat,3,26,1,25.7,5100000,Пресненский, Солнечная,2,Люберцы,Облака 2.0,2023,Монолитно-кирпичный,12.9,3.6
Новая Москва,sale,flat,3,18,1,37.0,6897000,Приволжский,Ленинградский проспект,23,Аметьево,Паркмаяк ЖК,2026,Монолитно-кирпичный,38.0,12.5
Новая Москва,sale,flat,14,25,3,109.4,47750000,Раменки, Лобачевского,23,Аминьевская,Лобачевский,2017,Панельный,38.0,12.2
Новая Москва,sale,flat,6,33,3,97.7,36990000,Рязанский, Михайлова,23,Плющево,Михайловский парк,2021,Монолитно-кирпичный,51.0,17.0
Новая Москва,sale,flat,2,5,3,207.4,435330900,Тверской,Никольская ,23,Лубянка,St. Nickolas,2015,Панельный,38.0,20.0
Новая Москва,sale,flat,2,19,3,99.0,53000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2018,Монолитно-кирпичный,38.0,7.0
Новая Москва,sale,flat,10,15,3,80.0,85000000,Беговой, 1-я Ямского Поля,23,Белорусская,Slava,2023,Кирпичный,50.0,16.0
Новая Москва,sale,flat,8,53,3,150.0,135000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2011,Монолитный,38.0,12.5
Новая Москва,sale,flat,3,21,2,66.5,65990000,Пресненский, Сергея Макеева,23,Улица 1905 года,RedSide,2017,Панельный,38.0,12.5
Новая Москва,sale,flat,6,23,3,103.8,48500000,Раменки, Столетова,7,Ломоносовский проспект,Lucky,2009,Монолитно-кирпичный,66.0,8.0
Новая Москва,sale,flat,6,6,2,62.8,62000000,Хамовники,Комсомольский проспект,23,Парк Культуры,Николаевский дом,2013,Кирпичный,40.0,10.0
Новая Москва,sale,flat,3,6,2,124.3,270980000,Басманный,Потаповский переулок,23,Чистые пруды,Чистые Пруды,2025,Монолитный,37.8,39.4
Новая Москва,sale,flat,6,6,3,83.6,47900000,Дорогомилово,Студенческая ,32,Студенческая,Lucky,1936,Монолитно-кирпичный,38.0,20.1
Новая Москва,sale,flat,7,20,2,57.9,27000000,Алексеевский,Староалексеевская ,3,Алексеевская,Lucky,2022,Монолитно-кирпичный,33.6,11.4
Новая Москва,sale,flat,12,17,2,44.4,28704600,Раменки,Мичуринский проспект,23,Ломоносовский проспект,Legacy,2025,Монолитный,27.6,5.1
Новая Москва,sale,flat,21,40,3,84.2,38500000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,Панельный,60.0,20.0
Новая Москва,sale,flat,8,16,2,49.3,47900000,Раменки,проспект Генерала Дорохова,23,Минская,Собрание клубных домов West Garden,2023,Монолитно-кирпичный,38.0,15.0
Новая Москва,sale,flat,6,9,2,82.45,39576000,Василеостровский,20-я Васильевского острова линия,19,Василеостровская,"Большой, 67",2025,Монолитный,25.1,27.7
Новая Москва,sale,flat,2,9,2,67.9,21500000,Северный,бульвар Академика Ландау,3,Физтех,Северный,2017,Панельный,38.0,17.0
Новая Москва,sale,flat,3,6,2,42.0,6101739,Пресненский,Ленинградский проспект,23,Чкаловская,Лес ЖК,2026,"Монолитно-кирпичный, кирпичный",29.0,4.0
Новая Москва,sale,flat,3,6,3,138.0,129000000,Тверской,1-й Колобовский переулок,14,Трубная,Lucky,2005,Монолитно-кирпичный,38.0,15.0
Новая Москва,sale,flat,2,23,2,77.6,86100000,Пресненский,Ленинградский проспект,23,Улица 1905 года,Лайф Тайм ЖК,2026,Монолитный,30.6,19.5
Новая Москва,sale,flat,24,24,2,57.4,37480000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2021,Монолитный,28.0,15.6
Новая Москва,sale,flat,13,24,3,64.8,24200000,Донской,Новоданиловская набережная,8,Верхние котлы,Новоданиловская 8,2022,Монолитно-кирпичный,38.0,20.0
Новая Москва,sale,flat,3,6,2,207.3,582330000,Хамовники,3-й Обыденский переулок,23,Кропоткинская,Клубный дом Обыденский № 1,2026,Монолитно-кирпичный,59.5,37.8
Новая Москва,sale,flat,5,24,2,75.0,48000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2021,Кирпичный,38.0,22.0
Новая Москва,sale,flat,1,6,3,78.8,47650000,Мещанский,Большой Сергиевский переулок,9,Трубная,Lucky,1932,Монолитно-кирпичный,60.0,10.0
Новая Москва,sale,flat,8,19,2,57.7,28388400,Щукино, Расплетина,23,Октябрьское поле,Театральный квартал,2025,Монолитный,37.2,15.5
Новая Москва,sale,flat,6,7,3,88.3,53000000,Хамовники,Большая Пироговская ,23,Спортивная,Lucky,1938,Монолитно-кирпичный,50.0,10.0
Новая Москва,sale,flat,12,22,4,160.0,94000000,Пресненский,Шмитовский проезд,23,Москва-Сити,Шмитовский 16,2007,Кирпичный,38.0,12.5
Новая Москва,sale,flat,4,4,4,135.0,165000000,Центральный,набережная Кутузова,24,Чернышевская,Особняк Кушелева-Безбородко,2015,Кирпичный,64.7,9.0
Новая Москва,sale,flat,5,24,1,39.1,19800000,Фили-Давыдково, Герасима Курина,18,Славянский бульвар,Lucky,2005,Кирпичный,38.0,12.0
Новая Москва,sale,flat,4,5,1,40.17,14461200,Вахитовский,Ленинградский проспект,23,Кремлёвская,Дом на Исхаки ЖК,2026,Монолитно-кирпичный,13.4,11.6
Новая Москва,sale,flat,3,14,3,138.9,236130000,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,2021,Панельный,38.0,12.5
Новая Москва,sale,flat,12,13,2,53.9,17500000,Савёлки,Зеленоград,531,Зеленоград — Крюково,Lucky,2003,Панельный,30.8,7.9
Новая Москва,sale,flat,12,17,3,75.4,25000000,Коньково,Миклухо-Маклая ,23,Беляево,Lucky,1986,Монолитный,47.0,10.0
Москва,sale,flat,9,9,1,31.2,58640400,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,2023,Монолитный,38.0,12.5
Москва,sale,flat,1,3,1,24.1,14460000,Арбат,Шубинский переулок,7,Смоленская,Lucky,1914,Кирпичный,16.1,3.0
Москва,sale,flat,13,27,1,29.6,16901600,Басманный, Фридриха Энгельса,23,Бауманская,Дом 56,2026,Монолитно-кирпичный,12.5,7.8
Москва,sale,flat,3,15,1,30.0,18250000,Пресненский,Шмитовский проезд,23,Шелепиха,Headliner,2019,Кирпичный,15.0,6.0
Москва,sale,flat,3,36,1,27.12,18462497,Савеловский,Ленинградский проспект,23,Дмитровская,Симфония 34 ЖК,2025,Монолитный,15.0,12.5
Москва,sale,flat,10,14,1,28.7,17900000,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ,2023,Кирпичный,19.5,1.0
Москва,sale,flat,4,44,1,23.03,11704997,Кунцево,48-й кв-л,23,Кунцевская,Кутузовский Квартал ЖК,2027,Монолитный,13.2,12.5
Москва,sale,flat,2,5,1,15.8,6794000,Головинский,Солнечногорская ,23,Моссельмаш,Lucky,1956,Панельный,13.2,12.5
Москва,sale,flat,2,21,1,22.9,12521949,Даниловский,Ленинградский проспект,23,Павелецкая,Павелецкая Сити ЖК,2027,"Монолитно-кирпичный, монолитный, кирпичный",12.6,12.5
Москва,sale,flat,4,5,1,15.5,6530000,Головинский,Солнечногорская ,23,Моссельмаш,Lucky,1958,Монолитно-кирпичный,13.3,12.5
Москва,sale,flat,3,21,1,24.6,13677600,Лефортово,Ленинградский проспект,23,Площадь Ильича,Символ ЖК,2027,Монолитный,10.0,4.4
Москва,sale,flat,5,10,1,24.6,10000000,Ростокино,проспект Мира,23,Ростокино,Триколор,2015,Кирпичный,15.0,5.0
Москва,sale,flat,20,21,1,25.21,19850000,Марфино, Академика Королева,21,Бутырская,Дом Достижение,2024,Монолитный,10.0,6.8
Москва,sale,flat,11,14,1,35.5,21500000,Хамовники,Большой Саввинский переулок,23,Киевская,Lucky,1976,Монолитный,21.0,12.5
Москва,sale,flat,8,23,1,29.3,14900000,Хорошево-Мневники, Нижние Мневники,23,Мнёвники,Остров,2021,Монолитный,12.0,12.5
Москва,sale,flat,21,36,1,29.3,26272255,Беговой,Ленинградский проспект,23,Белорусская,Slava,2027,Монолитный,38.0,12.5
Москва,sale,flat,2,5,1,14.7,6571000,Головинский,Солнечногорская ,23,Моссельмаш,Lucky,1956,Кирпичный,12.2,12.5
Москва,sale,flat,45,49,1,29.41,15587300,Марьина роща,Ленинградский проспект,23,Марьина Роща,Тэйт ЖК,2027,Монолитно-кирпичный,19.3,12.5
Москва,sale,flat,5,10,1,28.0,11500000,Ростокино,проспект Мира,23,Ростокино,Триколор,2015,Монолитно-кирпичный,9.0,5.0
Москва,sale,flat,3,13,1,29.2,29415011,Даниловский, Даниловский Вал,23,Тульская,Logos,2024,Монолитный,20.3,3.9
Москва,sale,flat,22,65,1,39.9,45000000,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2021,Кирпичный,24.9,10.0
Москва,sale,flat,3,13,1,23.5,11372354,Очаково-Матвеевское,Очаково мкр,23,Аминьевская,Среда на Лобачевского,2027,Монолитный,11.3,12.5
