location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,price_per_meter
Москва,sale,flat,3,13,4,110.4,97500000.0,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал,,,,,,,,883152.1739130435
Москва,sale,flat,26,41,4,138.2,138000000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк,,,,,,,,998552.8219971057
Москва,sale,flat,23,24,5,415.0,150000000.0,Щукино, Маршала Бирюзова,32К1,Октябрьское поле,Две башни,,,,,,,,361445.7831325301
Москва,sale,flat,3,10,4,162.0,157000000.0,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,,,,,,,,969135.8024691358
Москва,sale,flat,4,4,-1,379.2,430000000.0,Басманный,Мясницкая ,22С1,Лубянка,,,,,,,,,1133966.2447257384
Москва,sale,flat,7,8,5,340.0,490000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24",,,,,,,,1441176.4705882352
Москва,sale,flat,3,5,4,300.0,495000000.0,Хамовники,Нащокинский переулок,7,Кропоткинская,Академия,,,,,,,,1650000.0
Москва,sale,flat,9,11,5,320.0,528508199.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк,,,,,,,,1651588.121875
Москва,sale,flat,1,5,-1,15.1,5100000.0,Москворечье-Сабурово,Каширское шоссе,56К2,Москворечье,,,,,,,,,337748.34437086096
Москва,sale,flat,2,8,1,21.2,6900000.0,Тимирязевский,Дмитровское шоссе,46К1,Петровско-Разумовская,,,,,,,,,325471.69811320753
Москва,sale,flat,11,14,1,35.0,13900000.0,Раменки,1-й Сетуньский проезд,10,Кутузовская,,,,,,,,,397142.85714285716
Москва,sale,flat,15,20,2,79.4,29870000.0,Нагатино-Садовники,Варшавское шоссе,37АК1,Нагатинская,Rotterdam,,,,,,,,376196.47355163726
Москва,sale,flat,4,13,3,82.9,43000000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее,,,,,,,,518697.2255729795
Москва,sale,flat,36,40,3,110.0,46500000.0,Кунцево,Рублевское шоссе,107,Молодёжная,Рублевские Огни,,,,,,,,422727.2727272727
Москва,sale,flat,6,37,3,76.0,47500000.0,Беговой,Северный ао,К2,Белорусская,Слава ЖК,,,,,,,,625000.0
Москва,sale,flat,8,12,3,94.6,57000000.0,Якиманка,Конный переулок,4,Шаболовская,,,,,,,,,602536.9978858351
Москва,sale,flat,4,8,3,69.8,66045781.0,Хамовники,Смоленский бульвар,22/14,Смоленская,,,,,,,,,946214.6275071633
Москва,sale,flat,24,79,1,72.0,70000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,,,,,,,,972222.2222222222
Москва,sale,flat,29,29,4,105.0,70000000.0,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet,,,,,,,,666666.6666666666
Москва,sale,flat,7,20,4,178.0,77000000.0,Черемушки,Новочеремушкинская ,44К3,Профсоюзная,Адмирал,,,,,,,,432584.2696629214
Москва,sale,flat,3,11,3,110.4,99000000.0,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал,,,,,,,,896739.1304347826
Москва,sale,flat,2,6,3,131.1,110000000.0,Тверской, Малая Дмитровка,23/15С2,Пушкинская,,,,,,,,,839054.1571319604
Москва,sale,flat,5,21,4,222.8,111400000.0,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1",,,,,,,,500000.0
Москва,sale,flat,1,4,5,192.1,112000000.0,Крылатское,Островной проезд,9К1,Молодёжная,Остров Фантазий,,,,,,,,583029.6720458094
Москва,sale,flat,22,24,-1,420.0,150000000.0,Щукино, Маршала Бирюзова,32К1,Октябрьское поле,Две башни,,,,,,,,357142.85714285716
Москва,sale,flat,3,10,3,173.6,165000000.0,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра,,,,,,,,950460.8294930876
Москва,sale,flat,21,26,4,139.0,170000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,,,,,,,,1223021.582733813
Москва,sale,flat,6,7,5,271.7,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре,,,,,,,,1082075.8189179243
Москва,sale,flat,3,12,-1,238.0,298000000.0,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад,,,,,,,,1252100.8403361344
Москва,sale,flat,4,4,4,240.5,337942285.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко,,,,,,,,1405165.4261954261
Москва,sale,flat,4,4,5,396.0,997920000.0,Таганский, Солянка,7,Китай-город,Дом с Атлантами,,,,,,,,2520000.0
Москва,sale,flat,9,9,4,86.6,18454460.0,,,5/3,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный",,,,,,,,213100.0
Москва,sale,flat,6,17,1,43.4,19100000.0,Даниловский,набережная Марка Шагала,15к1,Технопарк,Shagal,,,,,,,,440092.16589861753
Москва,sale,flat,18,79,2,71.8,48000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,,,,,,,,668523.6768802229
Москва,sale,flat,14,58,3,128.0,50000000.0,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор,,,,,,,,390625.0
Москва,sale,flat,12,19,2,84.0,59000000.0,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы,,,,,,,,702380.9523809524
Москва,sale,flat,8,8,3,95.0,60000000.0,Даниловский,2-й Павелецкий проезд,5С1,Крестьянская застава,RIVERDALE APARTMENTS,,,,,,,,631578.947368421
Москва,sale,flat,4,5,3,157.0,78000000.0,Пресненский,Столярный переулок,3к34,Улица 1905 года,Рассвет Loft-Studio,,,,,,,,496815.28662420384
Москва,sale,flat,4,14,3,116.0,87000000.0,Дорогомилово,набережная Тараса Шевченко,1,Киевская,,,,,,,,,750000.0
Москва,sale,flat,18,18,-1,345.0,99000000.0,Раменки,Мичуринский проспект,29,Раменки,,,,,,,,,286956.52173913043
Москва,sale,flat,9,68,2,92.0,110000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,,,,,,,,1195652.1739130435
Москва,sale,flat,25,75,3,187.9,120000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,,,,,,,,638637.5731772219
Москва,sale,flat,12,16,4,177.0,170000000.0,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven,,,,,,,,960451.9774011299
Москва,sale,flat,2,6,3,118.7,214999900.0,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке,,,,,,,,1811288.1213142376
Москва,sale,flat,4,7,4,150.0,226130000.0,Пресненский,Хлыновский тупик,4,Арбатская,,,,,,,,,1507533.3333333333
Москва,sale,flat,5,12,3,136.9,250000000.0,Хамовники, Усачева,13кГ,Спортивная,Садовые кварталы,,,,,,,,1826150.4747991234
Москва,sale,flat,2,7,4,161.6,265500000.0,Арбат, Малая Молчановка,8,Арбатская,,,,,,,,,1642945.5445544554
Москва,sale,flat,5,6,5,225.0,620000000.0,Пресненский,Большой Козихинский переулок,15,Пушкинская,Дом Бакст на Патриарших,,,,,,,,2755555.5555555555
Москва,sale,flat,18,22,1,43.0,19200000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,,,,,,,,446511.62790697673
Москва,sale,flat,18,22,1,43.0,19500000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,,,,,,,,453488.37209302327
Москва,sale,flat,12,22,2,52.0,19900000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,,,,,,,,382692.3076923077
Москва,sale,flat,15,30,3,105.9,37890000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II,,,,,,,,357790.36827195465
Москва,sale,flat,3,6,3,84.6,59900000.0,Пресненский,Трехпрудный переулок,11/13С1,Маяковская,,,,,,,,,708037.8250591017
Москва,sale,flat,2,11,4,129.1,65000000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее,,,,,,,,503485.6700232378
Москва,sale,flat,2,7,4,165.7,109900000.0,Арбат, Арбат,47/23,Смоленская,,,,,,,,,663246.8316234158
Москва,sale,flat,36,79,2,83.2,120000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,,,,,,,,1442307.6923076923
Москва,sale,flat,3,9,4,130.0,205000000.0,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE,,,,,,,,1576923.076923077
Москва,sale,flat,4,7,4,151.0,226130000.0,Пресненский,Хлыновский тупик,4,Арбатская,,,,,,,,,1497549.6688741723
Москва,sale,flat,2,9,5,162.0,265500000.0,Арбат, Малая Молчановка,8С1,Арбатская,,,,,,,,,1638888.888888889
Москва,sale,flat,3,9,4,287.0,350000000.0,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE,,,,,,,,1219512.1951219512
Москва,sale,flat,5,5,-1,261.0,370000000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,,,,,,,,1417624.521072797
Москва,sale,flat,9,20,1,39.74,16802072.0,Даниловский,Автозаводская ,26,Тульская,FORST,,,,,,,,422800.0
Москва,sale,flat,17,21,3,56.8,26000000.0,Хорошевский, Зорге,9Ак1,Зорге,Зорге 9,,,,,,,,457746.4788732395
Москва,sale,flat,3,33,3,79.53,40500000.0,Пресненский, Пресненский Вал,27С2,Белорусская,Republic,,,,,,,,509241.7955488495
Москва,sale,flat,2,11,3,65.0,52900000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее,,,,,,,,813846.1538461539
Москва,sale,flat,11,15,3,63.0,54900000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее,,,,,,,,871428.5714285715
Москва,sale,flat,7,25,3,99.0,66900000.0,Раменки, Янковского,1к1,Аминьевская,Событие,,,,,,,,675757.5757575758
Москва,sale,flat,14,16,3,85.0,66900000.0,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava,,,,,,,,787058.8235294118
Москва,sale,flat,18,23,-1,204.6,107000000.0,Можайский,Можайское шоссе,6К1,Кунцевская,,,,,,,,,522971.6520039101
Москва,sale,flat,24,44,3,137.0,125000000.0,Раменки,Минская ,2,Минская,Долина Сетунь,,,,,,,,912408.7591240876
Москва,sale,flat,5,19,4,125.0,128000000.0,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь,,,,,,,,1024000.0
Москва,sale,flat,40,53,4,165.0,134984079.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,,,,,,,,818085.3272727273
Москва,sale,flat,26,26,3,112.9,156800000.0,Пресненский, Пресненский Вал,4/29с1,Улица 1905 года,Republic,,,,,,,,1388839.6811337466
Москва,sale,flat,6,7,4,167.5,157500000.0,Раменки,Минская ,2Вк1,Минская,Снегири Эко,,,,,,,,940298.5074626865
Москва,sale,flat,12,16,4,177.0,170000000.0,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven,,,,,,,,960451.9774011299
Москва,sale,flat,6,7,-1,267.0,293550000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре,,,,,,,,1099438.202247191
Москва,sale,flat,5,5,-1,261.4,370000000.0,Замоскворечье,Большая Татарская ,вл13с16,Новокузнецкая,Bogenhouse,,,,,,,,1415455.2410099467
Москва,sale,flat,9,9,2,60.0,20000000.0,Куркино,Ландышевая ,12,Химки,,,,,,,,,333333.3333333333
Москва,sale,flat,15,28,3,50.4,20910960.0,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК,,,,,,,,414900.0
Москва,sale,flat,16,46,2,59.1,23500000.0,Обручевский, Академика Волгина,2С1,Калужская,Архитектор,,,,,,,,397631.1336717428
Москва,sale,flat,33,59,-1,109.0,28500000.0,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор,,,,,,,,261467.88990825688
Москва,sale,flat,13,14,2,61.0,29000000.0,Гагаринский,Университетский проспект,6К2,Воробьёвы горы,,,,,,,,,475409.8360655738
Москва,sale,flat,11,13,2,81.9,43500000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее,,,,,,,,531135.5311355311
Москва,sale,flat,47,55,4,108.36,50000000.0,Марьина роща, 4-я Марьиной рощи,12К1,Марьина Роща,Mod,,,,,,,,461424.8800295312
Москва,sale,flat,9,14,3,67.0,51000000.0,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden,,,,,,,,761194.0298507463
Москва,sale,flat,17,17,3,71.0,53000000.0,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь,,,,,,,,746478.8732394367
Москва,sale,flat,9,20,4,96.0,60900000.0,Замоскворечье,Летниковская ,,Павелецкая,Voxhall,,,,,,,,634375.0
Москва,sale,flat,3,8,2,50.0,72000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,,,,,,,,1440000.0
Москва,sale,flat,4,10,2,88.0,74000000.0,Аэропорт,Ленинградский проспект,36с31,Динамо,ВТБ Арена парк,,,,,,,,840909.0909090909
Москва,sale,flat,9,21,3,108.0,130000000.0,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky,,,,,,,,1203703.7037037036
Москва,sale,flat,3,3,5,347.2,166560000.0,Раменки,Минская ,1Гк7,Ломоносовский проспект,,,,,,,,,479723.50230414746
Москва,sale,flat,12,16,-1,196.0,204900000.0,Хамовники,Фрунзенская набережная,50,Спортивная,,,,,,,,,1045408.1632653062
Москва,sale,flat,4,7,4,150.0,226130000.0,Пресненский,Хлыновский тупик,4,Арбатская,,,,,,,,,1507533.3333333333
Москва,sale,flat,39,65,3,223.3,240230999.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,,,,,,,,1075821.7599641737
Москва,sale,flat,2,7,4,161.6,265500000.0,Арбат, Малая Молчановка,8,Арбатская,,,,,,,,,1642945.5445544554
Москва,sale,flat,9,34,3,57.1,23599430.0,Нагорный,,2,Нагорная,Твелв ЖК,,,,,,,,413300.0
Москва,sale,flat,12,58,3,62.3,25000000.0,Коньково,40-й кв-л,к2,Калужская,Обручева 30 ЖК,,,,,,,,401284.10914927773
Москва,sale,flat,4,30,3,72.2,31500000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Народное Ополчение,Sydney City,,,,,,,,436288.08864265925
Москва,sale,flat,15,19,3,107.0,98900000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,,,,,,,,924299.0654205608
Москва,sale,flat,18,18,4,157.0,165000000.0,Академический,Новочеремушкинская ,17,Академическая,Новочеремушкинская 17,,,,,,,,1050955.414012739
Москва,sale,flat,4,6,4,185.0,178000000.0,Тверской,Тверская ,12С1,Пушкинская,,,,,,,,,962162.1621621621
Москва,sale,flat,14,14,-1,345.8,179000000.0,Таганский, Талалихина,8,Пролетарская,Дом на Таганке,,,,,,,,517640.25448235974
Москва,sale,flat,17,17,-1,230.0,269000000.0,Донской, Орджоникидзе,1,Шаболовская,Barkli Residence,,,,,,,,1169565.2173913044
Москва,sale,flat,6,7,5,267.3,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре,,,,,,,,1099887.7665544332
Москва,sale,flat,3,8,-1,304.0,380000000.0,Раменки,Мосфильмовская ,1к1,Ломоносовский проспект,Вишневый сад,,,,,,,,1250000.0
Москва,sale,flat,36,38,-1,54.4,18500000.0,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор,,,,,,,,340073.5294117647
Москва,sale,flat,4,38,2,65.0,23000000.0,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор,,,,,,,,353846.1538461539
Москва,sale,flat,13,41,1,43.0,23900000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,,,,,,,,555813.9534883721
Москва,sale,flat,19,32,1,32.2,25000000.0,Пресненский,Шмитовский проезд,39к2,Шелепиха,Headliner,,,,,,,,776397.5155279503
Москва,sale,flat,15,27,3,80.4,29000000.0,Даниловский,1-я оч.,к5,ЗИЛ,Shagal,,,,,,,,360696.5174129353
Москва,sale,flat,7,21,2,62.0,30000000.0,Свиблово,Сельскохозяйственная ,38к1,Ботанический сад,LIFE-Ботанический сад,,,,,,,,483870.96774193546
Москва,sale,flat,1,4,3,89.6,34100000.0,Северный,Дмитровское шоссе,122Гк1,Физтех,,,,,,,,,380580.35714285716
Москва,sale,flat,24,28,3,71.0,38000000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом,,,,,,,,535211.2676056338
Москва,sale,flat,4,7,3,142.2,49900000.0,Таганский,2-й Сыромятнический переулок,10,Курская,,,,,,,,,350914.2053445851
Москва,sale,flat,8,41,4,97.72,55000000.0,Раменки,1-й Сетуньский проезд,вл6,Кутузовская,Hide,,,,,,,,562832.5828898895
Москва,sale,flat,7,36,2,84.3,57000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы,,,,,,,,676156.5836298933
Москва,sale,flat,12,59,3,166.0,59990000.0,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор,,,,,,,,361385.5421686747
Москва,sale,flat,2,11,3,103.0,62000000.0,Арбат,Смоленская набережная,2А,Смоленская,,,,,,,,,601941.7475728155
Москва,sale,flat,8,12,3,100.0,63000000.0,Аэропорт,Ленинградский проспект,36с30,Динамо,ВТБ Арена парк,,,,,,,,630000.0
Москва,sale,flat,5,6,3,130.0,68000000.0,Крылатское,Крылатская ,45К2,Крылатское,Долина грез,,,,,,,,523076.92307692306
Москва,sale,flat,7,41,3,91.2,80000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк,,,,,,,,877192.9824561403
Москва,sale,flat,34,75,3,186.0,92000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,,,,,,,,494623.65591397847
Москва,sale,flat,15,19,3,115.0,98890000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,,,,,,,,859913.0434782609
Москва,sale,flat,5,6,2,94.0,99000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,,,,,,,,1053191.4893617022
Москва,sale,flat,2,8,2,77.2,110000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,,,,,,,,1424870.4663212434
Москва,sale,flat,3,7,4,183.0,152339175.0,Тверской, Петровка,17С1,Трубная,,,,,,,,,832454.5081967213
Москва,sale,flat,3,4,3,188.5,175000000.0,Тверской,Дегтярный переулок,15к1,Пушкинская,,,,,,,,,928381.9628647215
Москва,sale,flat,2,11,4,199.0,268650000.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк,,,,,,,,1350000.0
Москва,sale,flat,2,4,3,200.0,520000000.0,Якиманка,1-й Голутвинский переулок,7,Октябрьская,1-й Голутвинский пер. д. 7,,,,,,,,2600000.0
Москва,sale,flat,31,34,1,39.2,21904960.0,Обручевский,,,Воронцовская,Эвер ЖК,,,,,,,,558800.0
Москва,sale,flat,29,29,3,85.0,44000000.0,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet,,,,,,,,517647.0588235294
Москва,sale,flat,56,56,4,140.0,46000000.0,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор,,,,,,,,328571.4285714286
Москва,sale,flat,2,6,3,133.6,65000000.0,Крылатское,Осенняя ,25К2,Крылатское,,,,,,,,,486526.94610778446
Москва,sale,flat,4,12,-1,59.2,75000000.0,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад,,,,,,,,1266891.8918918918
Москва,sale,flat,2,12,4,142.0,99000000.0,Раменки, Сергея Бондарчука,4,Мичуринский проспект,Река,,,,,,,,697183.0985915493
Москва,sale,flat,15,18,3,115.0,99000000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,,,,,,,,860869.5652173914
Москва,sale,flat,5,7,4,125.7,168000000.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,,,,,,,,1336515.5131264916
Москва,sale,flat,4,6,3,149.6,230000000.0,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор,,,,,,,,1537433.155080214
Москва,sale,flat,40,60,4,175.2,243000000.0,Пресненский,набережная Пресненская,6с2,Деловой центр,Imperia Tower,,,,,,,,1386986.301369863
Москва,sale,flat,5,6,5,220.0,255000000.0,Раменки,Минская ,2Вк4,Минская,Снегири Эко,,,,,,,,1159090.9090909092
Москва,sale,flat,4,4,4,288.0,574431000.0,Таганский, Солянка,7,Китай-город,Дом с Атлантами,,,,,,,,1994552.0833333333
Москва,sale,flat,5,5,5,360.0,1499000000.0,Хамовники,Молочный переулок,6,Парк Культуры,,,,,,,,,4163888.888888889
Москва,sale,flat,2,5,1,30.6,11800000.0,Можайский, Гришина,25,Рабочий посёлок,,,,,,,,,385620.91503267974
Москва,sale,flat,6,21,3,76.48,16564038.0,Нижегородский,Автомобильный проезд,4,Калитники,N’ice Loft,,,,,,,,216579.99476987447
Москва,sale,flat,5,18,2,39.9,22500000.0,Левобережный,Фестивальная ,15К4,Речной вокзал,Фестиваль парк-2,,,,,,,,563909.7744360903
Москва,sale,flat,11,13,3,82.0,43900000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее,,,,,,,,535365.8536585366
Москва,sale,flat,2,6,3,70.0,67500000.0,Пресненский,Богословский переулок,7,Пушкинская,,,,,,,,,964285.7142857143
Москва,sale,flat,3,12,2,65.6,82000000.0,Раменки,Мосфильмовская ,1к5,Ломоносовский проспект,Вишневый сад,,,,,,,,1250000.0
Москва,sale,flat,11,18,5,125.0,85000000.0,Алексеевский,Новоалексеевская ,16к3,Алексеевская,Серебряный фонтан,,,,,,,,680000.0
Москва,sale,flat,2,7,4,250.0,97000000.0,Крылатское,Крылатская ,45К4,Крылатское,Долина грез,,,,,,,,388000.0
Москва,sale,flat,1,22,3,163.4,99554600.0,Покровское-Стрешнево,,,Спартак,Алиа ЖК,,,,,,,,609269.2778457772
Москва,sale,flat,11,11,4,179.2,105000000.0,Басманный,Старая Басманная ,10С5,Курская,KAZAKOV Grand Loft,,,,,,,,585937.5
Москва,sale,flat,3,7,3,95.7,115000000.0,Замоскворечье,Садовническая ,57С2,Новокузнецкая,Wine House,,,,,,,,1201671.8913270638
Москва,sale,flat,3,8,3,111.0,128750000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад,,,,,,,,1159909.9099099098
Москва,sale,flat,3,5,3,105.0,150000000.0,Хамовники,Курсовой переулок,8/2,Кропоткинская,,,,,,,,,1428571.4285714286
Москва,sale,flat,17,17,5,350.0,150000000.0,Тверской,Новослободская ,11,Новослободская,,,,,,,,,428571.4285714286
Москва,sale,flat,4,7,3,156.0,230000000.0,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор,,,,,,,,1474358.9743589743
Москва,sale,flat,8,9,4,150.0,231523500.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад,,,,,,,,1543490.0
Москва,sale,flat,3,8,-1,222.0,257500000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад,,,,,,,,1159909.9099099098
Москва,sale,flat,8,9,5,191.0,295554000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад,,,,,,,,1547403.1413612566
Москва,sale,flat,3,12,-1,303.8,380000000.0,Раменки,Мосфильмовская ,1к5,Ломоносовский проспект,Вишневый сад,,,,,,,,1250822.9098090848
Москва,sale,flat,11,11,-1,342.4,825000000.0,Хамовники, Усачева,11И,Спортивная,Садовые кварталы,,,,,,,,2409462.61682243
Москва,sale,flat,5,6,5,423.0,1625883407.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5,,,,,,,,3843695.997635934
Москва,sale,flat,11,12,1,33.5,8000000.0,Чертаново Южное,3-й Дорожный проезд,6К1,Улица Академика Янгеля,,,,,,,,,238805.97014925373
Москва,sale,flat,6,6,3,65.0,47700000.0,Басманный, Покровка,38С1,Курская,,,,,,,,,733846.1538461539
Москва,sale,flat,26,30,3,122.4,48900000.0,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода,,,,,,,,399509.8039215686
Москва,sale,flat,2,6,3,75.0,67500000.0,Пресненский,Богословский переулок,7,Пушкинская,,,,,,,,,900000.0
Москва,sale,flat,7,21,3,90.6,105000000.0,Пресненский,Мантулинская ,9к5,Москва-Сити,City Park,,,,,,,,1158940.3973509935
Москва,sale,flat,2,21,2,116.0,140000000.0,Пресненский, Костикова,4к3,Улица 1905 года,Lucky,,,,,,,,1206896.551724138
Москва,sale,flat,20,22,4,200.0,148900000.0,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,,,,,,,,,744500.0
Москва,sale,flat,8,9,4,144.0,180000000.0,Раменки,Мосфильмовская ,1к6,Ломоносовский проспект,Вишневый сад,,,,,,,,1250000.0
Москва,sale,flat,6,9,5,202.0,195000000.0,Замоскворечье,Большая Татарская ,7к3,Новокузнецкая,Четыре солнца,,,,,,,,965346.5346534654
Москва,sale,flat,29,53,3,191.5,241042999.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,,,,,,,,1258710.1775456918
Москва,sale,flat,4,6,4,231.1,462200000.0,Хамовники,Курсовой переулок,10/1,Кропоткинская,Nabokov,,,,,,,,2000000.0
Москва,sale,flat,20,20,-1,457.1,685650000.0,Гагаринский, Косыгина,13к1,Воробьёвы горы,Фамильный дом Воробьево,,,,,,,,1500000.0
Москва,sale,flat,11,12,-1,342.4,825000000.0,Хамовники, Усачева,11И,Спортивная,Садовые кварталы,,,,,,,,2409462.61682243
Москва,sale,flat,9,9,-1,427.5,855000000.0,Раменки,Мосфильмовская ,1Б,Ломоносовский проспект,Вишневый сад,,,,,,,,2000000.0
Москва,sale,flat,5,6,-1,418.9,1625883407.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5,,,,,,,,3881316.321317737
Москва,sale,flat,6,14,1,40.0,13700000.0,Перово,Мартеновская ,11/12,Новогиреево,,,,,,,,,342500.0
Москва,sale,flat,4,9,3,60.0,17500000.0,Теплый Стан, Академика Виноградова,6,Генерала Тюленева,,,,,,,,,291666.6666666667
Москва,sale,flat,18,28,2,63.4,25645300.0,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК,,,,,,,,404500.0
Москва,sale,flat,4,9,2,43.1,29500000.0,Аэропорт,Ленинградский проспект,54/1,Аэропорт,,,,,,,,,684454.7563805104
Москва,sale,flat,8,29,3,80.0,36900000.0,Раменки,Мосфильмовская ,74Б,Ломоносовский проспект,Мосфильмовская,,,,,,,,461250.0
Москва,sale,flat,8,14,3,71.0,42300000.0,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden,,,,,,,,595774.647887324
Москва,sale,flat,6,6,3,65.0,47700000.0,Басманный, Покровка,38С1,Курская,,,,,,,,,733846.1538461539
Москва,sale,flat,31,67,2,51.5,49000000.0,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers,,,,,,,,951456.3106796116
Москва,sale,flat,25,28,3,96.6,51900000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее,,,,,,,,537267.0807453416
Москва,sale,flat,9,16,4,120.0,52900000.0,Коньково, Островитянова,11К1,Коньково,,,,,,,,,440833.3333333333
Москва,sale,flat,5,21,4,124.0,69000000.0,Раменки,Мичуринский проспект,26,Раменки,,,,,,,,,556451.6129032258
