location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,price_per_meter
Москва,sale,flat,18,26,3,79.6,38000000.0,Обручевский, Новаторов,4К5,Новаторская,,-1,-1.0,-1,-1.0,-1,60 м²,9 м²,477386.9346733669
Москва,sale,flat,4,8,3,102.4,38500000.0,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land,2023,-1.0,-1,-1.0,-1,62 м²,20 м²,375976.5625
Москва,sale,flat,4,8,2,65.0,39900000.0,Тверской,Благовещенский переулок,5,Маяковская,,1902,-1.0,-1,-1.0,-1,42 м²,12 м²,613846.1538461539
Москва,sale,flat,2,13,3,120.0,160000000.0,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide,2017,-1.0,-1,-1.0,-1,-1,12 м²,1333333.3333333333
Москва,sale,flat,23,25,3,140.0,45000000.0,Очаково-Матвеевское,Мичуринский проспект,80,Озёрная,,2004,-1.0,-1,-1.0,-1,-1,-1,321428.5714285714
Москва,sale,flat,6,12,2,44.8,19490000.0,Марьина роща,1-й Стрелецкий проезд,3,Марьина Роща,,1973,-1.0,-1,-1.0,-1,27 м²,6 м²,435044.6428571429
Москва,sale,flat,8,12,1,36.56,7100000.0,, Уточкина,4,Силикатная,Алхимово,2023,-1.0,-1,-1.0,-1,-1,"5,9 м²",194201.31291028444
Москва,sale,flat,7,16,1,45.0,7200000.0,,,23А,Апрелевка,,2013,-1.0,-1,-1.0,-1,19 м²,10 м²,160000.0
Москва,sale,flat,3,7,-1,252.0,396000000.0,Хамовники,Большой Левшинский переулок,11,Смоленская,Дворянское гнездо,2003,-1.0,-1,-1.0,-1,-1,-1,1571428.5714285714
Москва,sale,flat,12,15,3,70.9,31000000.0,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II,2025,-1.0,-1,-1.0,Без отделки,"48,9 м²",-1,437235.54301833565
Москва,sale,flat,4,23,3,122.7,65000000.0,Фили-Давыдково,Давыдковская ,16,Славянский бульвар,,2007,-1.0,-1,-1.0,-1,-1,25 м²,529747.3512632437
Москва,sale,flat,35,78,2,83.0,65000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,-1,-1.0,-1,-1.0,-1,48 м²,8 м²,783132.530120482
Москвская область,sale,flat,8,9,2,44.0,14700000.0,Отрадное, Пестеля,2,Отрадное,,1975,-1.0,-1,-1.0,-1,-1,7 м²,334090.9090909091
Москвская область,sale,flat,2,51,1,37.01,17209650.0,Хорошевский,2-й Хорошевский проезд,7С15,Хорошёвская,SEZAR CITY,2027,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"12,4 м²","12,5 м²",465000.0
Москвская область,sale,flat,4,13,1,41.1,19950000.0,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ,2023,-1.0,-1,-1.0,-1,"14,5 м²","16,1 м²",485401.45985401457
Москвская область,sale,flat,2,24,1,30.3,5322250.0,Прикубанский, Имени Героя Георгия Бочарникова,2к1,,Улыбка,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая",-1,"9,3 м²",175651.81518151815
Москвская область,sale,flat,27,55,4,96.5,39990000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers,2022,-1.0,-1,-1.0,-1,"59,9 м²","16,4 м²",414404.1450777202
Москвская область,sale,flat,8,59,3,128.0,41000000.0,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор,2015,-1.0,-1,-1.0,-1,89 м²,25 м²,320312.5
Москвская область,sale,flat,1,12,3,62.4,22200000.0,Якиманка,Мытная ,46/2С1,Шаболовская,,1967,-1.0,-1,-1.0,-1,-1,"9,3 м²",355769.23076923075
Москвская область,sale,flat,15,25,3,89.0,22100000.0,,,5А мкр,Баковка,,2013,-1.0,-1,-1.0,-1,58 м²,17 м²,248314.60674157302
Москвская область,sale,flat,4,18,3,77.7,23950000.0,Бутырский, Милашенкова,20,Фонвизинская,,1997,-1.0,-1,-1.0,-1,47 м²,10 м²,308236.8082368082
Москвская область,sale,flat,5,21,3,120.0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,-1,-1.0,-1,-1.0,-1,-1,20 м²,958333.3333333334
Москвская область,sale,flat,11,17,1,39.8,3800000.0,Заволжский,проспект Ливанова,15,,,2016,-1.0,-1,-1.0,-1,"18,8 м²","9,8 м²",95477.38693467337
Москвская область,sale,flat,1,8,1,43.0,3805500.0,с. Новая Усмань, Ленина,312А,,Дубрава,2024,-1.0,-1,-1.0,Без отделки,"13,3 м²","16,4 м²",88500.0
Москвская область,sale,flat,8,10,1,39.0,3899999.0,Советский, Балакирева,2,,,-1,-1.0,-1,-1.0,-1,17 м²,"9,3 м²",99999.97435897436
Москвская область,sale,flat,1,5,1,32.05,3941941.0,,,,,Аквилон SEVER,2026,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая","12,2 м²","10,5 м²",122993.47893915758
Москвская область,sale,flat,5,16,2,71.22,9970000.0,Черемушки мкр, Вишняковой,1/23к1,,Радонеж,2019,-1.0,-1,-1.0,Без отделки,-1,"13,7 м²",139988.76720022465
Москвская область,sale,flat,18,27,2,55.1,10600000.0,Выборгский, Николая Рубцова,11к1,Парнас,Северная долина,2014,-1.0,-1,-1.0,-1,-1,-1,192377.4954627949
Москвская область,sale,flat,8,10,4,123.85,37433000.0,Кировский, Седова,19.0,,Два капитана,2025,-1.0,-1,-1.0,Без отделки,"69,1 м²","10,1 м²",302244.65078724263
Москвская область,sale,flat,1,9,4,160.4,40100000.0,,,,,SunGarden,2027,-1.0,Монолитно-кирпичный,-1.0,Чистовая с мебелью,"96,4 м²",-1,250000.0
Новая Москва,sale,flat,10,21,4,121.74,11626170.0,Коминтерновский,,,,48 ЖК,2025,-1.0,-1,-1.0,Черновая,-1,-1,95500.0
Новая Москва,sale,flat,2,13,4,84.06,25064247.0,,,,,Парковая Резиденция,2027,-1.0,-1,-1.0,Черновая,-1,-1,298170.9136331192
Новая Москва,sale,flat,7,16,4,73.8,5586660.0,с. Засечное, Светлая,с77,,Радужные дворы,2025,-1.0,Панельный,-1.0,"Без отделки, предчистовая, черновая, чистовая",-1,-1,75700.0
Новая Москва,sale,flat,7,28,1,32.8,5500986.0,Первомайский,,,,Борисенко 48 ЖК,2026,-1.0,Монолитный,-1.0,"Предчистовая, чистовая","9,4 м²","15,9 м²",167712.98780487807
Новая Москва,sale,flat,19,29,3,79.54,46000000.0,Марфино, Академика Королева,21,Останкино,Дом Достижение,2024,-1.0,-1,-1.0,Без отделки,52 м²,8 м²,578325.3708825747
Новая Москва,sale,flat,17,41,3,68.0,46300000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,-1.0,-1,-1.0,-1,35 м²,20 м²,680882.3529411765
Новая Москва,sale,flat,48,50,4,98.5,47280000.0,Раменки, Лобачевского,118Ас14,Аминьевская,Событие,2021,-1.0,-1,-1.0,Без отделки,"55,9 м²",10 м²,480000.0
Новая Москва,sale,flat,10,12,3,85.8,48000000.0,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская,2019,-1.0,-1,-1.0,-1,-1,25 м²,559440.5594405595
Новая Москва,sale,flat,7,24,3,66.0,54500000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота,-1,-1.0,-1,-1.0,-1,50 м²,8 м²,825757.5757575758
Новая Москва,sale,flat,16,24,4,110.9,58500000.0,Тропарево-Никулино,проспект Вернадского,80,Юго-Западная,Клубный дом Full House,2024,-1.0,-1,-1.0,-1,"66,4 м²",10 м²,527502.254283138
Новая Москва,sale,flat,16,20,3,90.0,94500000.0,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке,2021,-1.0,-1,-1.0,-1,51 м²,21 м²,1050000.0
Новая Москва,sale,flat,2,15,1,29.75,5529999.0,Выборгский,,,,Глоракс Парголово ЖК,2025,-1.0,Монолитный,-1.0,"Предчистовая, чистовая","20,3 м²",-1,185882.3193277311
Новая Москва,sale,flat,4,9,1,42.1,5600000.0,,,,,Мой город,2024,-1.0,-1,-1.0,Чистовая,17 м²,"10,5 м²",133016.6270783848
Новая Москва,sale,flat,7,23,1,40.6,5684000.0,Ленинский,,,,Центральный квартал Скала Сити ЖК,2027,-1.0,-1,-1.0,Черновая,"11,2 м²","17,1 м²",140000.0
Новая Москва,sale,flat,4,4,1,29.0,7605000.0,Приморский,Серебристый бульвар,18К1,Пионерская,,-1,-1.0,-1,-1.0,-1,19 м²,10 м²,262241.3793103448
Новая Москва,sale,flat,5,5,1,28.0,4500000.0,, Папанина,12/18,ВДНХ,,1963,-1.0,-1,-1.0,-1,17 м²,6 м²,160714.2857142857
Новая Москва,sale,flat,3,5,1,32.7,23960000.0,Замоскворечье,Новокузнецкая ,,Павелецкая,,-1,-1.0,-1,-1.0,-1,"15,3 м²","7,5 м²",732721.7125382263
Новая Москва,sale,flat,3,6,2,71.4,38500000.0,Даниловский,проспект Лихачева,18к3,Технопарк,Квартал на набережной NOW,2023,-1.0,-1,-1.0,-1,"28,5 м²","17,8 м²",539215.6862745098
Новая Москва,sale,flat,4,8,2,64.0,39900000.0,Тверской,Благовещенский переулок,5,Маяковская,,-1,-1.0,-1,-1.0,-1,39 м²,10 м²,623437.5
Новая Москва,sale,flat,14,21,4,150.0,280000000.0,Центральный,переулок Морской,1к1,,Александрийский Маяк,2007,-1.0,-1,-1.0,-1,-1,35 м²,1866666.6666666667
Новая Москва,sale,flat,10,21,4,121.74,11626170.0,Коминтерновский,,,,48 ЖК,2025,-1.0,-1,-1.0,Черновая,-1,-1,95500.0
Новая Москва,sale,flat,5,10,1,35.2,4100000.0,Центральный,Голубинская ,8,,,-1,-1.0,-1,-1.0,-1,"19,2 м²","8,5 м²",116477.27272727272
Новая Москва,sale,flat,3,3,1,33.9,4100000.0,Кировский,Санаторная ,2Д,,,Напишите автору,-1.0,-1,-1.0,-1,19 м²,8 м²,120943.95280235988
Новая Москва,sale,flat,12,14,2,56.34,14900000.0,Василеостровский,бульвар Головнина,,Приморская,Морская набережная,2024,-1.0,-1,-1.0,Чистовая,"29,6 м²","15,8 м²",264465.74369897053
Новая Москва,sale,flat,18,25,2,89.1,15585600.0,Заельцовский,Овражная ,2А,Заельцовская,Тайм Сквер,2025,-1.0,-1,-1.0,Предчистовая,-1,-1,174922.55892255894
Новая Москва,sale,flat,1,13,4,77.01,6844649.0,Заволжский,Сиреневый проезд,8,,Элемент,2026,-1.0,Панельный,-1.0,"Предчистовая, черновая, чистовая","54,8 м²",10 м²,88880.00259706531
Новая Москва,sale,flat,7,10,4,76.7,6900000.0,Ингодинский,Промышленная ,56,,,1992,-1.0,-1,-1.0,-1,-1,9 м²,89960.88657105606
Новая Москва,sale,flat,5,6,4,135.7,6990000.0,Первомайский,Вадинская ,33,,,2002,-1.0,-1,-1.0,-1,"82,6 м²","17,7 м²",51510.685335298454
Новая Москва,sale,flat,11,24,4,120.4,13909800.0,с. Засечное,бульвар Прибрежный,5,,Созвездие,2023,-1.0,-1,-1.0,Неизвестно,-1,-1,115529.90033222591
Новая Москва,sale,flat,2,22,4,134.5,78800000.0,Якиманка,Мытная ,40к1,Серпуховская,Sky House,2020,-1.0,-1,-1.0,-1,80 м²,45 м²,585873.6059479554
Новая Москва,sale,flat,27,52,3,124.0,118000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2012,-1.0,-1,-1.0,-1,82 м²,"17,3 м²",951612.9032258064
Новая Москва,sale,flat,53,79,3,112.9,135000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,2019,-1.0,-1,-1.0,-1,84 м²,6 м²,1195748.449955713
Новая Москва,sale,flat,2,9,2,67.9,21500000.0,Северный,бульвар Академика Ландау,3,Физтех,Северный,2017,-1.0,-1,-1.0,-1,38 м²,17 м²,316642.1207658321
Московская область,sale,flat,2,8,4,112.9,26204090.0,Ленинский,Советская ,16,,"по ул. Советская, 16А",2026,-1.0,-1,-1.0,Предчистовая,"66,5 м²",-1,232100.0
Московская область,sale,flat,1,4,4,142.2,32720000.0,Ялта, Халтурина,36А,,Миндаль,2025,-1.0,-1,-1.0,Без отделки,-1,25 м²,230098.45288326303
Московская область,sale,flat,1,4,4,142.2,32720000.0,Ялта, Халтурина,36А,,Миндаль,2025,-1.0,-1,-1.0,Без отделки,-1,25 м²,230098.45288326303
Московская область,sale,flat,6,16,3,52.0,9500000.0,, Стрельбище Динамо,10,Бабушкинская,Мытищи Парк,2023,-1.0,-1,-1.0,-1,"30,6 м²","16,1 м²",182692.3076923077
Московская область,sale,flat,5,15,3,77.2,13700000.0,Селятино рп, Клубная,54,,,2013,-1.0,-1,-1.0,-1,"51,5 м²","9,8 м²",177461.13989637306
Московская область,sale,flat,4,5,3,72.2,18250000.0,Перово,Мартеновская ,6К3,Новогиреево,,1960,-1.0,-1,-1.0,-1,"52,6 м²",8 м²,252770.08310249305
Московская область,sale,flat,1,12,3,71.5,18500000.0,Богородское,Малая Черкизовская ,66,Преображенская площадь,,-1,-1.0,-1,-1.0,-1,35 м²,"9,7 м²",258741.25874125873
Московская область,sale,flat,5,6,3,78.1,72443850.0,Тверской,1-я Тверская-Ямская ,18,Маяковская,,1952,-1.0,-1,-1.0,-1,-1,7 м²,927578.1049935981
Московская область,sale,flat,4,11,3,72.5,75000000.0,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft,2022,-1.0,-1,-1.0,-1,50 м²,15 м²,1034482.7586206896
Московская область,sale,flat,2,9,1,67.3,22222460.0,Советский,,,Суконная слобода,Мифы ЖК,2026,-1.0,Монолитный,-1.0,Без отделки,"17,5 м²","8,1 м²",330200.0
Московская область,sale,flat,14,18,2,40.0,23500000.0,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити,-1,-1.0,-1,-1.0,-1,29 м²,5 м²,587500.0
Московская область,sale,flat,3,10,1,38.3,8500000.0,Московский, Понартская,9А,,Атлант,2021,-1.0,-1,-1.0,-1,14 м²,"9,8 м²",221932.11488250655
Московская область,sale,flat,1,4,1,37.4,3090000.0,Ленинский,Ягодный переулок,7,,,1987,-1.0,-1,-1.0,-1,18 м²,11 м²,82620.32085561498
Московская область,sale,flat,1,9,1,23.0,3134934.0,Засвияжский,Юго-Западный мкр,2,,Ультраград ЖК,2025,-1.0,"Панельный, блочный",-1.0,"Без отделки, предчистовая, черновая, чистовая",11 м²,5 м²,136301.47826086957
Московская область,sale,flat,5,10,1,36.5,3650000.0,Рудничный,проспект Шахтеров,123,,,2010,-1.0,-1,-1.0,-1,18 м²,"7,2 м²",100000.0
Московская область,sale,flat,10,24,2,43.0,21000000.0,Готовая кв-ра в Даниловском е2-комн. квартира,43 м²,,,,2018,-1.0,-1,-1.0,-1,24 м²,4 м²,488372.0930232558
Московская область,sale,flat,16,33,2,42.4,21000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,2023,-1.0,-1,-1.0,-1,23 м²,6 м²,495283.0188679245
Московская область,sale,flat,30,44,2,64.9,21500000.0,Покровское-Стрешнево,Строительный проезд,9С6,Трикотажная,Sky Garden,2025,-1.0,-1,-1.0,Чистовая,"25,9 м²","21,7 м²",331278.8906009245
Московская область,sale,flat,4,8,2,46.8,24390000.0,Раменки,Мосфильмовская ,17/25,Ломоносовский проспект,,1961,-1.0,-1,-1.0,-1,"30,6 м²","7,6 м²",521153.8461538462
Московская область,sale,flat,2,12,2,57.0,24300000.0,Кунцево,Бобруйская ,15/1,Молодёжная,,2021,-1.0,-1,-1.0,-1,"26,1 м²","20,8 м²",426315.7894736842
Московская область,sale,flat,6,17,3,73.6,24500000.0,Богородское,Краснобогатырская ,79,Преображенская площадь,,1992,-1.0,-1,-1.0,-1,"46,1 м²","10,2 м²",332880.4347826087
Московская область,sale,flat,15,25,2,73.0,25500000.0,Раменки, Лобачевского,118к2,Аминьевская,Лобачевский,2017,-1.0,-1,-1.0,-1,34 м²,17 м²,349315.0684931507
Московская область,sale,flat,13,17,2,67.7,27700000.0,Даниловский, Трофимова,9К2,Автозаводская,,2004,-1.0,-1,-1.0,-1,35 м²,16 м²,409158.0502215657
Московская область,sale,flat,2,15,2,74.0,48000000.0,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк,2019,-1.0,-1,-1.0,-1,52 м²,15 м²,648648.6486486486
Московская область,sale,flat,13,24,1,36.8,17750000.0,Донской,,к3,Верхние котлы,Новоданиловская 8 ЖК,-1,-1.0,-1,-1.0,-1,"11,4 м²","17,7 м²",482336.9565217392
Московская область,sale,flat,4,12,1,47.7,18216375.0,Курортный,Приморское шоссе,570Л,,МФК Морская ривьера,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая","28,9 м²","13,8 м²",381894.6540880503
Московская область,sale,flat,4,5,-1,22.0,18400000.0,Сириус пгт, 65 лет Победы,65,,,2015,-1.0,-1,-1.0,-1,-1,9 м²,836363.6363636364
Московская область,sale,flat,4,11,-1,29.2,18396000.0,Хостинский, Шоссейная,11/1,,Горка,2023,-1.0,Монолитно-кирпичный,-1.0,Без отделки,-1,-1,630000.0
Московская область,sale,flat,17,26,1,38.6,20460000.0,Лефортово, Крузенштерна,12к2,Авиамоторная,Символ,-1,-1.0,-1,-1.0,-1,"11,9 м²","17,7 м²",530051.8134715026
Московская область,sale,flat,7,23,1,43.3,5758900.0,Ленинский,,,,Центральный квартал Скала Сити ЖК,2027,-1.0,-1,-1.0,Черновая,"13,4 м²","18,2 м²",133000.0
Московская область,sale,flat,3,9,1,38.0,5899000.0,,,,,,1983,-1.0,-1,-1.0,-1,21 м²,15 м²,155236.84210526315
Московская область,sale,flat,6,10,1,27.56,3554413.0,,,,,Пряничная слобода,2031,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, предчистовая","13,7 м²",-1,128969.99274310596
Московская область,sale,flat,4,16,1,35.4,3575400.0,Октябрьский,,с1,,Квартал Апгрейд Фэмили ЖК,2025,-1.0,-1,-1.0,Без отделки,"15,2 м²",7 м²,101000.0
Московская область,sale,flat,1,3,1,44.0,3600000.0,мкр. Рябиновка,Верхнеднепровская ,275к3,,Рябиновка,2017,-1.0,-1,-1.0,-1,22 м²,10 м²,81818.18181818182
Московская область,sale,flat,2,12,1,40.0,3600000.0,,,,,Семейный,2024,-1.0,-1,-1.0,Без отделки,20 м²,10 м²,90000.0
Московская область,sale,flat,1,5,1,44.2,5345600.0,Тамань ст-ца, Карла Маркса,262А,,Лермонтов,2027,-1.0,-1,-1.0,Предчистовая,"15,2 м²","13,2 м²",120941.17647058822
Московская область,sale,flat,7,23,1,43.3,5758900.0,Ленинский,,,,Центральный квартал Скала Сити ЖК,2027,-1.0,-1,-1.0,Черновая,"13,4 м²","18,2 м²",133000.0
Московская область,sale,flat,3,9,1,38.0,5899000.0,,,,,,1983,-1.0,-1,-1.0,-1,21 м²,15 м²,155236.84210526315
Московская область,sale,flat,2,19,1,48.44,6532863.0,Обнинск,Белкинская ,34.0,,Пушкин,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, чистовая","17,1 м²","10,9 м²",134865.0495458299
Московская область,sale,flat,16,17,1,46.3,9900000.0,Алушта,переулок Заводской,8.0,,Алушта-Престиж,2021,-1.0,-1,-1.0,-1,"18,7 м²","14,2 м²",213822.89416846653
Московская область,sale,flat,7,19,1,41.23,6390650.0,,,,,Лучший,2025,-1.0,"Монолитно-кирпичный, монолитный",-1.0,Предчистовая,-1,-1,155000.0
Московская область,sale,flat,4,4,3,79.52,15701921.0,,,,,Бакеево-парк,2023,-1.0,Кирпичный,-1.0,Без отделки,-1,-1,197458.76509054328
Московская область,sale,flat,8,20,3,58.96,28000000.0,Даниловский,Автозаводская ,23с931к3,Технопарк,WOW,2024,-1.0,-1,-1.0,-1,"38,9 м²",5 м²,474898.2360922659
Московская область,sale,flat,4,31,2,71.0,31100000.0,Марфино,Ботаническая ,29Ак3,Владыкино,VERY,2024,-1.0,-1,-1.0,-1,36 м²,14 м²,438028.1690140845
Московская область,sale,flat,24,51,3,82.1,32000000.0,Пресненский,Шмитовский проезд,39к5,Шелепиха,Headliner,-1,-1.0,-1,-1.0,-1,-1,-1,389768.57490864804
Московская область,sale,flat,13,21,3,61.0,42800000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov,2024,-1.0,-1,-1.0,-1,27 м²,"19,3 м²",701639.344262295
Москва,sale,flat,12,19,4,78.5,14941612.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК,2025,-1.0,-1,-1.0,Без отделки,"47,1 м²","20,8 м²",190339.00636942676
Москва,sale,flat,8,8,3,86.0,46000000.0,Замоскворечье,Татарская ,14,Павелецкая,,1959,-1.0,-1,-1.0,-1,55 м²,15 м²,534883.7209302326
Москва,sale,flat,8,8,4,110.0,46690000.0,Красносельский,Большая Сухаревская площадь,16/18С1,Сухаревская,,1915,-1.0,-1,-1.0,-1,80 м²,"13,5 м²",424454.54545454547
Москва,sale,flat,14,42,3,68.0,46500000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity,-1,-1.0,-1,-1.0,-1,35 м²,10 м²,683823.5294117647
Москва,sale,flat,10,33,3,113.9,47000000.0,Тропарево-Никулино,проспект Вернадского,105к4,Юго-Западная,,2007,-1.0,-1,-1.0,-1,71 м²,10 м²,412642.6690079016
Москва,sale,flat,3,42,4,89.5,51500000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity,-1,-1.0,-1,-1.0,-1,50 м²,12 м²,575418.9944134079
Москва,sale,flat,22,39,3,83.6,52000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья,2022,-1.0,-1,-1.0,-1,-1,7 м²,622009.5693779904
Москва,sale,flat,4,7,4,128.7,117000000.0,Таганский,Большая Андроньевская ,7,Площадь Ильича,The Mostman,2019,-1.0,-1,-1.0,-1,70 м²,19 м²,909090.9090909092
Москва,sale,flat,6,9,1,22.92,6189890.0,,,к30,Рассказовка,Новое Внуково ЖК,2025,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, чистовая","12,2 м²",3 м²,270065.00872600346
Москва,sale,flat,9,9,1,25.5,6160417.0,,,к4.2,Филатов Луг,Середневский Лес ЖК,2025,-1.0,Панельный,-1.0,Чистовая,12 м²,"6,9 м²",241584.98039215687
Москва,sale,flat,6,6,1,29.5,6199999.0,Восточное Измайлово,Первомайская ,126,Первомайская,,2023,-1.0,-1,-1.0,-1,-1,-1,210169.45762711865
Москва,sale,flat,25,25,1,23.6,6384673.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,Зелёный парк,2026,-1.0,Панельный,-1.0,Чистовая,"9,4 м²","7,5 м²",270536.9915254237
Москва,sale,flat,4,23,3,122.7,65000000.0,Фили-Давыдково,Давыдковская ,16,Славянский бульвар,,2007,-1.0,-1,-1.0,-1,-1,25 м²,529747.3512632437
Москва,sale,flat,35,78,2,83.0,65000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,-1,-1.0,-1,-1.0,-1,48 м²,8 м²,783132.530120482
Москва,sale,flat,2,5,3,88.0,67490000.0,Замоскворечье, Малая Ордынка,5/6С2-3,Третьяковская,,1912,-1.0,-1,-1.0,-1,55 м²,8 м²,766931.8181818182
Москва,sale,flat,14,22,3,112.0,68000000.0,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,Дом Серебряный Бор,2017,-1.0,-1,-1.0,-1,55 м²,"12,4 м²",607142.8571428572
Москва,sale,flat,10,46,2,58.5,39900000.0,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити,-1,-1.0,-1,-1.0,-1,24 м²,22 м²,682051.282051282
Москва,sale,flat,4,11,3,80.0,41900000.0,Свиблово,Лазоревый проезд,1,Ботанический сад,LIFE-Ботанический сад,-1,-1.0,-1,-1.0,-1,-1,35 м²,523750.0
Москва,sale,flat,5,12,3,72.0,43500000.0,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky,2023,-1.0,-1,-1.0,-1,-1,18 м²,604166.6666666666
Москва,sale,flat,6,33,3,66.0,44800000.0,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный,2023,-1.0,-1,-1.0,-1,40 м²,10 м²,678787.8787878788
Москва,sale,flat,5,6,3,96.0,130000000.0,Пресненский,Малая Бронная ,21/13С2,Пушкинская,,1928,-1.0,-1,-1.0,-1,-1,"4,6 м²",1354166.6666666667
Москва,sale,flat,6,33,3,66.0,44800000.0,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный,2023,-1.0,-1,-1.0,-1,40 м²,10 м²,678787.8787878788
Москва,sale,flat,36,52,3,78.0,45800000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",2020,-1.0,-1,-1.0,-1,-1,-1,587179.4871794871
Москва,sale,flat,2,16,1,51.9,10490000.0,, Нагорная,9,Троицк,,2002,-1.0,-1,-1.0,-1,-1,14 м²,202119.4605009634
Москва,sale,flat,2,12,1,36.1,10500000.0,Черемушки, Обручева,37,Калужская,,1965,-1.0,-1,-1.0,-1,"20,5 м²","10,5 м²",290858.72576177283
Москва,sale,flat,10,19,1,47.0,13000000.0,Крюково,проспект Георгиевский,33к6,Зеленоград — Крюково,Жемчужина Зеленограда,2018,-1.0,-1,-1.0,-1,-1,10 м²,276595.74468085106
Москва,sale,flat,50,55,3,80.11,49900000.0,Марьина роща, 4-я Марьиной рощи,12С4,Марьина Роща,Mod,2024,-1.0,-1,-1.0,Без отделки,"31,2 м²","28,6 м²",622893.5214080639
Москва,sale,flat,3,22,3,83.9,50884583.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2022,-1.0,Монолитный,-1.0,Без отделки,"53,3 м²","10,4 м²",606490.8581644815
Москва,sale,flat,2,18,2,74.6,30418731.0,Филевский парк,Береговой проезд,2,Фили,Береговой-2,2024,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"26,7 м²","28,9 м²",407757.78820375336
Новая Москва,sale,flat,1,4,4,142.2,32720000.0,Ялта, Халтурина,36А,,Миндаль,2025,-1.0,-1,-1.0,Без отделки,-1,25 м²,230098.45288326303
Новая Москва,sale,flat,17,24,4,89.3,11162500.0,Кировский, Апрельская,9,,Прогресс — кварталы ,2026,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая",-1,-1,125000.0
Новая Москва,sale,flat,7,11,4,137.0,37990000.0,Ленинский,Пермская ,33,,МФК Москва,2023,-1.0,Монолитно-кирпичный,-1.0,-,-1,-1,277299.2700729927
Новая Москва,sale,flat,7,11,4,137.0,37990000.0,Ленинский,Пермская ,33,,МФК Москва,2023,-1.0,Монолитно-кирпичный,-1.0,-,-1,-1,277299.2700729927
Новая Москва,sale,flat,4,8,1,37.0,6950000.0,,,,,Лайково,2023,-1.0,-1,-1.0,-1,-1,9 м²,187837.83783783784
Новая Москва,sale,flat,18,26,3,79.6,38000000.0,Обручевский, Новаторов,4К5,Новаторская,,-1,-1.0,-1,-1.0,-1,60 м²,9 м²,477386.9346733669
Новая Москва,sale,flat,5,9,3,68.3,43000000.0,Арбат,Смоленская ,10,Смоленская,,1964,-1.0,-1,-1.0,-1,-1,-1,629575.402635432
Новая Москва,sale,flat,23,25,3,140.0,45000000.0,Очаково-Матвеевское,Мичуринский проспект,80,Озёрная,,2004,-1.0,-1,-1.0,-1,-1,-1,321428.5714285714
