location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters
Москва,sale,flat,4,30,3,142.8,56000000.0,Якиманка,Мытная ,23.840736040609137,Серпуховская,Sky House,2020,-1.0,-1,-1.0,Без отделки,-1,-1
Москва,sale,flat,4,21,2,56.2,55076000.0,Пресненский,2-я Звенигородская ,16.0,Улица 1905 года,Lucky,2023,-1.0,-1,-1.0,-1,-1,10 м²
Москва,sale,flat,2,14,3,96.1,100380000.0,Пресненский,Электрический переулок,23.840736040609137,Белорусская,Элитный квартал Тишинский бульвар,2027,-1.0,"Монолитно-кирпичный, монолитный",-1.0,Без отделки,"41,5 м²","25,2 м²"
Москва,sale,flat,2,9,2,74.0,30000000.0,Очаково-Матвеевское,Аминьевское шоссе,23.840736040609137,Аминьевская,Вестердам,-1,-1.0,-1,-1.0,-1,32 м²,20 м²
Москва,sale,flat,13,22,3,72.9,42200000.0,Покровское-Стрешнево,Вивальди кв-л,23.840736040609137,Спартак,Клубный Город на Реке Примавера ЖК,2025,-1.0,-1,-1.0,Без отделки,-1,-1
Москва,sale,flat,2,19,3,76.8,30996125.0,Даниловский,3-я оч.,23.840736040609137,ЗИЛ,Shagal,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,Без отделки,"45,7 м²",12 м²
Москва,sale,flat,6,12,4,101.2,180000000.0,Хамовники, Ефремова,10.0,Фрунзенская,Садовые кварталы,-1,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,13,24,3,91.4,46284960.0,Левобережный,Ленинградское шоссе,23.840736040609137,Беломорская,Мангазея на Речном,2027,-1.0,Монолитный,-1.0,Без отделки,-1,-1
Москва,sale,flat,34,41,3,92.02,73984080.0,Раменки,1-й Сетуньский проезд,8.0,Кутузовская,Hide,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,87 м²,-1
Москва,sale,flat,4,12,4,148.7,96000000.0,Аэропорт,Ленинградский проспект,23.840736040609137,Динамо,ВТБ Арена парк,2019,-1.0,-1,-1.0,-1,-1,"51,4 м²"
Москва,sale,flat,7,14,4,91.43,67000000.0,Раменки,проспект Генерала Дорохова,23.840736040609137,Минская,Собрание клубных домов West Garden,2023,-1.0,-1,-1.0,-1,62 м²,15 м²
Москва,sale,flat,4,11,4,201.6,300000000.0,Хамовники,Погодинская ,4.0,Фрунзенская,GRAND DELUXE на Плющихе,-1,-1.0,-1,-1.0,-1,133 м²,20 м²
Москва,sale,flat,2,6,3,133.6,65000000.0,Крылатское,Осенняя ,23.840736040609137,Крылатское,,2003,-1.0,-1,-1.0,-1,"66,2 м²","18,2 м²"
Москва,sale,flat,3,39,3,70.5,47630082.0,Даниловский,Ленинградский проспект,23.840736040609137,Павелецкая,Хай Лайф ЖК,2027,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая",-1,-1
Москва,sale,flat,6,6,3,83.6,47900000.0,Дорогомилово,Студенческая ,32.0,Студенческая,,1936,-1.0,-1,-1.0,-1,-1,"20,1 м²"
Москва,sale,flat,6,7,3,127.8,176000000.0,Пресненский,2-я Черногрязская ,23.840736040609137,Улица 1905 года,RedSide,-1,-1.0,-1,-1.0,-1,"106,8 м²",16 м²
Москва,sale,flat,48,49,4,122.2,54941120.0,Раменки,Кинематографический кв-л,23.840736040609137,Мичуринский проспект,Событие ЖК,2025,-1.0,Монолитный,-1.0,Без отделки,"38,3 м²","40,6 м²"
Москва,sale,flat,5,6,1,43.0,26900000.0,Беговой, 3-я Ямского Поля,9.0,Белорусская,Art Residence,-1,-1.0,-1,-1.0,-1,-1,-1
Москва,sale,flat,2,6,4,162.1,96500000.0,Покровское-Стрешнево,Береговая ,23.840736040609137,Стрешнево,Покровский берег,2005,-1.0,-1,-1.0,-1,-1,20 м²
Москва,sale,flat,10,21,2,59.9,,Западное Дегунино,Северный ао,23.840736040609137,Селигерская,Селигер Сити ЖК,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, предчистовая, чистовая",-1,-1
Москва,sale,flat,5,8,2,64.8,42140000.0,Даниловский,Дубининская ,23.840736040609137,,Дом А,2027,-1.0,Монолитный,-1.0,Предчистовая,"21,3 м²","21,3 м²"
Москвская область,sale,flat,4,21,1,51.13,6478171.0,мкр. ХБК,Уральская ,23.840736040609137,,Режиссёр,2025,-1.0,-1,-1.0,Без отделки,"29,5 м²",10 м²
Москвская область,sale,flat,4,12,1,44.5,11000000.0,пос. Развилка,проезд Римский,1.0,,Римский,2019,-1.0,-1,-1.0,-1,12 м²,22 м²
Москвская область,sale,flat,5,22,2,48.02,10756480.0,Советский,ПК1-1,23.840736040609137,Горки,Мой Ритм ЖК,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, предчистовая","27,6 м²","8,5 м²"
Москвская область,sale,flat,2,6,3,67.0,8377096.0,,Ленинградский проспект,23.840736040609137,Чкаловская,Лес ЖК,2025,-1.0,"Монолитно-кирпичный, кирпичный",-1.0,"Предчистовая, чистовая",41 м²,-1
Москвская область,sale,flat,34,59,4,165.0,50500000.0,Ростокино,проспект Мира,23.840736040609137,Ростокино,Триколор,2015,-1.0,-1,-1.0,-1,100 м²,25 м²
Москвская область,sale,flat,4,4,3,86.6,9490000.0,д. Крюково, Высокая,1.0,,Эльйон,2023,-1.0,-1,-1.0,-1,43 м²,13 м²
Москвская область,sale,flat,41,44,3,86.4,40200000.0,Хорошево-Мневники,к2/2,23.840736040609137,Шелепиха,Сидней Сити ЖК,2024,-1.0,-1,-1.0,Без отделки,"29,3 м²","5,3 м²"
Москвская область,sale,flat,2,21,3,79.64,44810000.0,Марфино, Академика Королева,21.0,Бутырская,Дом Достижение,2024,-1.0,Монолитный,-1.0,Без отделки,"43,2 м²","12,3 м²"
Москвская область,sale,flat,2,6,3,133.6,65000000.0,Крылатское,Осенняя ,23.840736040609137,Крылатское,,2003,-1.0,-1,-1.0,-1,"66,2 м²","18,2 м²"
Москвская область,sale,flat,5,9,3,48.9,7824600.0,Прикубанский, Имени Генерала Корнилова,23.840736040609137,,Sport Village,2024,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Предчистовая, чистовая",-1,-1
Москвская область,sale,flat,6,17,3,112.6,93000000.0,Замоскворечье,Мытная ,23.840736040609137,Серпуховская,Английский квартал,2013,-1.0,-1,-1.0,-1,-1,-1
Москвская область,sale,flat,6,17,3,82.7,39000000.0,Беговой,Ленинградский проспект,23.840736040609137,Петровский Парк,Квартал апартаментов Искра-Парк,2019,-1.0,-1,-1.0,-1,"47,7 м²",30 м²
Москвская область,sale,flat,2,10,1,32.8,2919200.0,,Ленинградский проспект,23.840736040609137,,Квартал в стиле КАНТРИ,2026,-1.0,-1,-1.0,Черновая,"11,7 м²","10,4 м²"
Москвская область,sale,flat,8,17,1,28.0,8950000.0,Датский квартал ЖК, Полковника Романова,13.0,,Датский квартал,2023,-1.0,-1,-1.0,-1,15 м²,"6,3 м²"
Москвская область,sale,flat,1,5,1,40.9,9100000.0,Пушкинский, Кокколевская,23.840736040609137,Купчино,Образцовый квартал 9,2022,-1.0,-1,-1.0,-1,"26,9 м²","11,4 м²"
Москвская область,sale,flat,11,12,1,63.0,39060000.0,Даниловский,2-я Рощинская ,1.0,Тульская,Данилов дом,2020,-1.0,-1,-1.0,-1,-1,9 м²
Москвская область,sale,flat,3,36,2,68.6,48137992.0,Беговой,Ленинградский проспект,23.840736040609137,Белорусская,Slava,2027,-1.0,Монолитный,-1.0,Без отделки,-1,-1
Москвская область,sale,flat,3,21,2,66.5,65990000.0,Пресненский, Сергея Макеева,23.840736040609137,Улица 1905 года,RedSide,2017,-1.0,-1,-1.0,-1,-1,-1
Москвская область,sale,flat,22,24,4,114.3,50897790.0,Сокольники, Гастелло,23.840736040609137,Сокольники,Sokolniki,2027,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"80,3 м²",-1
Москвская область,sale,flat,12,16,4,115.96,14495000.0,Черемушки мкр, Вишняковой,23.840736040609137,,Радонеж,2019,-1.0,-1,-1.0,Без отделки,-1,13 м²
Новая Москва,sale,flat,36,48,4,146.0,74900000.0,Раменки,Мосфильмовская ,23.840736040609137,Ломоносовский проспект,Воробьевы Горы,-1,-1.0,-1,-1.0,-1,70 м²,25 м²
Новая Москва,sale,flat,19,20,4,106.2,85000000.0,Хорошево-Мневники, Паршина,10.0,Серебряный Бор,Серебряный парк,2020,-1.0,-1,-1.0,-1,63 м²,6 м²
Новая Москва,sale,flat,6,14,4,135.8,65000000.0,Фили-Давыдково,Звенигородская ,5.0,Кунцевская,,1997,-1.0,-1,-1.0,-1,85 м²,"15,5 м²"
Новая Москва,sale,flat,7,15,4,169.2,77000000.0,Мещанский, Гиляровского,7.0,Сухаревская,,1999,-1.0,-1,-1.0,-1,-1,"16,4 м²"
Новая Москва,sale,flat,3,8,3,57.25,5965450.0,,Ленинградский проспект,23.840736040609137,,Молодежный 2,2024,-1.0,-1,-1.0,Чистовая,-1,"14,9 м²"
Новая Москва,sale,flat,6,11,3,113.0,158200000.0,Хамовники, Усачева,23.840736040609137,Спортивная,Садовые кварталы,-1,-1.0,-1,-1.0,-1,-1,"12,8 м²"
Новая Москва,sale,flat,2,5,3,207.4,434870550.0,Тверской,Никольская ,23.840736040609137,Лубянка,St. Nickolas,2015,-1.0,-1,-1.0,-1,-1,20 м²
Новая Москва,sale,flat,2,10,3,78.03,9831780.0,,Ленинградский проспект,23.840736040609137,,Дома у Сада. Квартал-сад,2025,-1.0,Монолитный,-1.0,Предчистовая,"40,3 м²",12 м²
Новая Москва,sale,flat,5,8,4,173.6,260400000.0,Хамовники, Усачева,23.840736040609137,Спортивная,Садовые кварталы,-1,-1.0,-1,-1.0,-1,-1,23 м²
Новая Москва,sale,flat,5,12,3,74.4,49000000.0,Хамовники,Комсомольский проспект,45.0,Спортивная,,1957,-1.0,-1,-1.0,-1,50 м²,15 м²
Новая Москва,sale,flat,5,12,3,136.9,280000000.0,Хамовники, Усачева,13.0,Спортивная,Садовые кварталы,-1,-1.0,-1,-1.0,-1,73 м²,"20,3 м²"
Новая Москва,sale,flat,25,27,1,39.0,6942000.0,Кировский,Красноармейская ,23.840736040609137,,Рубин,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая","14,6 м²","10,6 м²"
Новая Москва,sale,flat,21,22,1,39.0,11300000.0,Братеево,Алма-Атинская ,2.0,Алма-Атинская,,1985,-1.0,-1,-1.0,-1,"19,1 м²",10 м²
Новая Москва,sale,flat,2,20,1,30.11,11291250.0,Центральный,Ленинградский проспект,23.840736040609137,,Светский лес,2028,-1.0,Монолитно-кирпичный,-1.0,Черновая,-1,-1
Новая Москва,sale,flat,2,4,2,59.51,21602130.0,Курортный,Ленинградский проспект,23.840736040609137,,Ранта Резиденс,2026,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"22,2 м²",-1
Новая Москва,sale,flat,27,53,3,124.0,118000000.0,Раменки,Мосфильмовская ,8.0,Ломоносовский проспект,Дом на Мосфильмовской,2011,-1.0,-1,-1.0,-1,86 м²,"17,3 м²"
Новая Москва,sale,flat,21,36,3,86.5,48900000.0,Хорошево-Мневники,Шелепихинская набережная,23.840736040609137,Шелепиха,Сердце Столицы,-1,-1.0,-1,-1.0,-1,64 м²,12 м²
Новая Москва,sale,flat,4,19,2,43.5,13343326.0,Вахитовский,Ленинградский проспект,23.840736040609137,Площадь Тукая,Яналиф ЖК,2027,-1.0,-1,-1.0,Без отделки,"19,8 м²",-1
Новая Москва,sale,flat,5,7,3,74.9,41500000.0,Басманный, Земляной Вал,23.840736040609137,Курская,,-1,-1.0,-1,-1.0,-1,-1,-1
Новая Москва,sale,flat,2,9,2,54.3,11887465.0,Чертаново Южное,Ленинградский проспект,1.1,Аннино,Варшавские Ворота ЖК,2025,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","29,1 м²","10,9 м²"
Новая Москва,sale,flat,2,7,2,56.5,13627800.0,,Ленинградский проспект,23.840736040609137,,Anapolis Residence,2024,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая, чистовая с мебелью",-1,-1
Новая Москва,sale,flat,3,14,2,106.9,160350000.0,Хамовники,переулок 1-й Тружеников,16.0,Киевская,Brodsky,-1,-1.0,-1,-1.0,-1,-1,-1
Новая Москва,sale,flat,26,30,3,122.4,48900000.0,Южнопортовый, 1-я Машиностроения,10.0,Дубровка,Дубровская Слобода,2012,-1.0,-1,-1.0,-1,"65,7 м²",19 м²
Новая Москва,sale,flat,2,4,1,35.95,4505000.0,,Ленинградский проспект,23.840736040609137,,Микрорайон Новая Елизаветка,2024,-1.0,-1,-1.0,Без отделки,-1,"11,4 м²"
Новая Москва,sale,flat,8,8,4,184.5,70000000.0,Даниловский,2-й Павелецкий проезд,23.840736040609137,Крестьянская застава,RIVERDALE APARTMENTS,2016,-1.0,-1,-1.0,-1,100 м²,20 м²
Новая Москва,sale,flat,6,9,4,134.0,120000000.0,Заречье рп, Весенняя,23.840736040609137,,Сколково Парк,-1,-1.0,-1,-1.0,-1,70 м²,15 м²
Новая Москва,sale,flat,40,53,4,165.0,135331979.0,Раменки,Мосфильмовская ,8.0,Ломоносовский проспект,Дом на Мосфильмовской,2011,-1.0,-1,-1.0,-1,113 м²,10 м²
Новая Москва,sale,flat,14,15,1,33.9,4946416.0,мкр. Дом Обороны,Полевая ,23.840736040609137,,Озёрный парк,2024,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Предчистовая, чистовая","10,5 м²",-1
Новая Москва,sale,flat,5,22,2,48.02,10756480.0,Советский,ПК1-1,23.840736040609137,Горки,Мой Ритм ЖК,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, предчистовая","27,6 м²","8,5 м²"
Новая Москва,sale,flat,3,9,2,71.7,24019500.0,,Ленинградский проспект,23.840736040609137,,SunGarden,2027,-1.0,Монолитно-кирпичный,-1.0,Чистовая с мебелью,-1,"28,2 м²"
Новая Москва,sale,flat,22,24,4,114.3,50897790.0,Сокольники, Гастелло,23.840736040609137,Сокольники,Sokolniki,2027,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"80,3 м²",-1
Новая Москва,sale,flat,35,42,4,96.2,42400000.0,Котловка,Севастопольский проспект,23.840736040609137,Нагорная,Eniteo,2023,-1.0,-1,-1.0,-1,"46,7 м²",27 м²
Новая Москва,sale,flat,22,22,1,19.4,8380000.0,Тропарево-Никулино,Ленинский проспект,158.0,Юго-Западная,,1980,-1.0,-1,-1.0,-1,"11,4 м²",3 м²
Новая Москва,sale,flat,2,24,2,58.9,9304000.0,,Ленинградский проспект,23.840736040609137,,Айвазовский City,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Предчистовая, черновая, чистовая","22,9 м²","17,3 м²"
Новая Москва,sale,flat,4,22,2,73.9,38000000.0,Филевский парк, Василисы Кожиной,13.0,Парк Победы,Квартал апартаментов Match Point,-1,-1.0,-1,-1.0,-1,34 м²,16 м²
Новая Москва,sale,flat,8,41,4,97.72,55000000.0,Раменки,1-й Сетуньский проезд,23.840736040609137,Кутузовская,Hide,2024,-1.0,-1,-1.0,-1,"36,9 м²","31,4 м²"
Новая Москва,sale,flat,20,36,4,123.0,60500000.0,Беговой,Ленинградский проспект,23.840736040609137,Динамо,Комплекс апартаментов Alcon Tower,2023,-1.0,-1,-1.0,-1,91 м²,20 м²
Новая Москва,sale,flat,5,5,4,228.0,140000000.0,,Ленинградский проспект,23.840736040609137,,Жуковка Шале,-1,-1.0,-1,-1.0,-1,-1,-1
Московская область,sale,flat,9,22,4,83.3,18181974.0,Южное Бутово,м. Бунинская аллея,23.840736040609137,Бунинская аллея,Южные сады,2026,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая","39,4 м²","20,2 м²"
Московская область,sale,flat,3,42,4,89.5,51500000.0,Филевский парк,Багратионовский проезд,23.840736040609137,Фили,Filicity,-1,-1.0,-1,-1.0,-1,50 м²,12 м²
Московская область,sale,flat,7,8,4,273.0,413197319.0,Якиманка, Малая Полянка,2.0,Полянка,Онегин,-1,-1.0,-1,-1.0,-1,148 м²,15 м²
Московская область,sale,flat,8,14,3,71.0,42300000.0,Раменки,проспект Генерала Дорохова,23.840736040609137,Минская,Собрание клубных домов West Garden,2023,-1.0,-1,-1.0,-1,-1,6 м²
Московская область,sale,flat,16,17,3,72.0,7200000.0,Прикубанский, Адмирала Крузенштерна,23.840736040609137,,RED777,2023,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1
Московская область,sale,flat,2,9,3,123.0,135000000.0,Хамовники,переулок 1-й Тружеников,15.0,Киевская,,2004,-1.0,-1,-1.0,-1,-1,10 м²
Московская область,sale,flat,4,8,3,74.96,36730400.0,Хостинский, Володарского,6.0,,Marine Garden Sochi,2024,-1.0,-1,-1.0,Под ключ,-1,15 м²
Московская область,sale,flat,2,8,3,87.9,26809500.0,Анапа,шоссе Симферопольское,23.840736040609137,,Гостиничный комплекс Корсаков,2026,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1
Московская область,sale,flat,5,9,3,117.0,65500000.0,Тверской,Большой Каретный переулок,23.840736040609137,Цветной бульвар,Каретный плаза,2013,-1.0,-1,-1.0,-1,-1,25 м²
Московская область,sale,flat,5,17,2,53.0,9990000.0,, Народного Ополчения,23.840736040609137,Митино,Брусчатый поселок,2016,-1.0,-1,-1.0,-1,-1,10 м²
Московская область,sale,flat,3,18,1,36.4,5583760.0,,Ленинградский проспект,23.840736040609137,,Порто-Ново,2026,-1.0,-1,-1.0,Чистовая,"13,7 м²","13,1 м²"
Московская область,sale,flat,3,8,2,61.0,35000000.0,Василеостровский,20-я Васильевского острова линия,5.0,Василеостровская,Маленькая Франция,2022,-1.0,-1,-1.0,-1,15 м²,32 м²
Московская область,sale,flat,2,24,1,33.8,6286800.0,Цемдолина тер., Ф.Я. Бурсака,82.0,,Мята,2023,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"15,7 м²","10,5 м²"
Московская область,sale,flat,14,17,1,39.0,16000000.0,Хостинский, Депутатская,23.840736040609137,,,2022,-1.0,-1,-1.0,-1,23 м²,12 м²
Московская область,sale,flat,22,22,1,19.4,8380000.0,Тропарево-Никулино,Ленинский проспект,158.0,Юго-Западная,,1980,-1.0,-1,-1.0,-1,"11,4 м²",3 м²
Московская область,sale,flat,2,10,2,52.89,8673960.0,,Ленинградский проспект,23.840736040609137,,Дома у Сада. Квартал-сад,2025,-1.0,Монолитный,-1.0,Предчистовая,"29,7 м²","9,9 м²"
Московская область,sale,flat,2,9,1,31.8,12190000.0,Кунцево,Ельнинская ,23.840736040609137,Молодёжная,,1962,-1.0,-1,-1.0,-1,"21,5 м²","5,2 м²"
Московская область,sale,flat,13,20,2,80.6,12412400.0,,Советская ,60.0,Первомайская,River House,2023,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая","21,1 м²","29,9 м²"
Московская область,sale,flat,2,6,2,58.0,18500000.0,Покровское-Стрешнево, Свободы,23.840736040609137,Тушинская,,1960,-1.0,-1,-1.0,-1,38 м²,9 м²
Московская область,sale,flat,8,17,1,28.0,8950000.0,Датский квартал ЖК, Полковника Романова,13.0,,Датский квартал,2023,-1.0,-1,-1.0,-1,15 м²,"6,3 м²"
Московская область,sale,flat,8,25,1,33.0,5200000.0,, Тарасовская,25.0,Медведково,Тарасовская 25,2016,-1.0,-1,-1.0,-1,18 м²,5 м²
Московская область,sale,flat,4,7,1,52.8,16632000.0,,Ленинградский проспект,23.840736040609137,,SunGarden,2027,-1.0,Монолитно-кирпичный,-1.0,Чистовая с мебелью,-1,"20,3 м²"
Московская область,sale,flat,6,12,3,120.9,72200000.0,Мещанский,Протопоповский переулок,23.840736040609137,Проспект Мира,,2004,-1.0,-1,-1.0,-1,93 м²,15 м²
Московская область,sale,flat,3,6,2,124.3,270980000.0,Басманный,Потаповский переулок,23.840736040609137,Чистые пруды,Чистые Пруды,2025,-1.0,Монолитный,-1.0,Без отделки,"37,8 м²","39,4 м²"
Московская область,sale,flat,4,20,2,36.0,14260428.0,Головинский,Михалковская ,23.840736040609137,Коптево,Михалковский,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, чистовая","23,9 м²","3,8 м²"
Московская область,sale,flat,16,67,3,115.4,135000000.0,Пресненский,Краснопресненская набережная,23.840736040609137,Москва-Сити,Capital Towers,2025,-1.0,-1,-1.0,Чистовая,-1,-1
Московская область,sale,flat,11,21,2,59.75,7394361.0,,Ленинградский проспект,23.840736040609137,,Микрорайон Образцово,2025,-1.0,-1,-1.0,Предчистовая,-1,"18,6 м²"
Московская область,sale,flat,4,11,2,67.4,72000000.0,Дорогомилово, Братьев Фонченко,23.840736040609137,Поклонная,Victory Park Residences,2024,-1.0,-1,-1.0,Чистовая,-1,-1
Московская область,sale,flat,5,13,3,119.7,46084500.0,Петроградский,Барочная ,12.0,Чкаловская,,2010,-1.0,-1,-1.0,-1,"68,3 м²",24 м²
Московская область,sale,flat,2,23,2,77.6,86100000.0,Пресненский,Ленинградский проспект,23.840736040609137,Улица 1905 года,Лайф Тайм ЖК,2026,-1.0,Монолитный,-1.0,Без отделки,"30,6 м²","19,5 м²"
Московская область,sale,flat,12,28,3,61.3,35550000.0,Раменки,Винницкая ,23.840736040609137,Раменки,Настоящее,2022,-1.0,-1,-1.0,-1,-1,"13,3 м²"
Московская область,sale,flat,2,10,2,43.53,9289302.0,Ленинский,проспект Сиверса,23.840736040609137,,1799,2025,-1.0,-1,-1.0,Без отделки,"17,3 м²","21,2 м²"
Московская область,sale,flat,4,5,3,131.0,215000000.0,Басманный,Потаповский переулок,6.0,Чистые пруды,Абрикосов,2023,-1.0,-1,-1.0,-1,"38,6 м²","35,7 м²"
Московская область,sale,flat,2,5,3,207.4,434870550.0,Тверской,Никольская ,23.840736040609137,Лубянка,St. Nickolas,2015,-1.0,-1,-1.0,-1,-1,20 м²
Московская область,sale,flat,4,13,2,66.7,32609630.0,Покровское-Стрешнево,Вивальди кв-л,23.840736040609137,Спартак,Клубный Город на Реке Примавера ЖК,2025,-1.0,Монолитный,-1.0,Без отделки,"31,9 м²","13,3 м²"
Московская область,sale,flat,7,12,3,99.4,59000000.0,Тверской,2-я Брестская ,6.0,Маяковская,Резиденция Тверская,2018,-1.0,-1,-1.0,-1,-1,20 м²
Московская область,sale,flat,2,4,2,67.6,8112000.0,Ленинградский,Ключевая ,23.840736040609137,,Сиреневый бульвар,2025,-1.0,"Монолитно-кирпичный, кирпичный",-1.0,"Без отделки, предчистовая","25,1 м²","19,6 м²"
Московская область,sale,flat,3,7,2,62.0,53000000.0,Замоскворечье,Садовническая ,29.0,Новокузнецкая,BALCHUG RESIDENCE,2016,-1.0,-1,-1.0,-1,-1,10 м²
Московская область,sale,flat,8,8,2,50.0,6500000.0,д. Сабурово, Заречная,3.0,,Митино О2,-1,-1.0,-1,-1.0,-1,"26,3 м²","9,4 м²"
Московская область,sale,flat,3,6,2,207.3,582330000.0,Хамовники,3-й Обыденский переулок,23.840736040609137,Кропоткинская,Клубный дом Обыденский № 1,2026,-1.0,Монолитно-кирпичный,-1.0,-,"59,5 м²","37,8 м²"
Московская область,sale,flat,4,21,2,56.2,55076000.0,Пресненский,2-я Звенигородская ,16.0,Улица 1905 года,Lucky,2023,-1.0,-1,-1.0,-1,-1,10 м²
Московская область,sale,flat,9,28,3,87.7,32115301.0,Даниловский,Ленинградский проспект,23.840736040609137,Павелецкая,Павелецкая Сити ЖК,2027,-1.0,"Монолитно-кирпичный, монолитный, кирпичный",-1.0,"Без отделки, предчистовая","57,7 м²",-1
Московская область,sale,flat,2,49,2,69.7,30939830.0,Раменки,Кинематографический кв-л,23.840736040609137,Мичуринский проспект,Событие ЖК,2025,-1.0,Монолитный,-1.0,Без отделки,"23,6 м²","24,6 м²"
Московская область,sale,flat,36,37,3,66.0,43900000.0,Хорошево-Мневники,Шелепихинская набережная,23.840736040609137,Шелепиха,Сердце Столицы,-1,-1.0,-1,-1.0,-1,"31,4 м²","12,3 м²"
Московская область,sale,flat,4,6,3,149.6,230000000.0,Хамовники, Льва Толстого,23.840736040609137,Парк Культуры,Литератор,-1,-1.0,-1,-1.0,-1,65 м²,14 м²
Московская область,sale,flat,3,18,2,49.8,8498000.0,Приволжский,Ленинградский проспект,23.840736040609137,Аметьево,Паркмаяк ЖК,2026,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1
Московская область,sale,flat,19,22,3,103.2,38999999.0,Марьина роща,Прайд жилой квартал,23.840736040609137,Савёловская,PRIDE,2025,-1.0,-1,-1.0,Без отделки,"71,9 м²","6,1 м²"
Московская область,sale,flat,2,12,3,97.4,77000000.0,Раменки, Сергея Бондарчука,6.0,Мичуринский проспект,Река,2023,-1.0,-1,-1.0,-1,51 м²,"24,8 м²"
Московская область,sale,flat,2,5,3,123.1,80000000.0,,Ленинградский проспект,117.0,,Level Barvikha Residence,2019,-1.0,-1,-1.0,-1,-1,-1
Московская область,sale,flat,51,56,2,139.0,114999999.0,Раменки,проспект Генерала Дорохова,23.840736040609137,Минская,Will Towers,2024,-1.0,-1,-1.0,Чистовая,"77,3 м²","6,8 м²"
Московская область,sale,flat,1,3,1,41.2,47000000.0,Центральный, Пирогова,23.840736040609137,,,-1,-1.0,-1,-1.0,-1,-1,15 м²
Московская область,sale,flat,11,13,1,35.2,5400000.0,д. Суоранда, Новая,11.0,,,2017,-1.0,-1,-1.0,-1,16 м²,11 м²
Московская область,sale,flat,3,22,1,35.8,7808553.0,Первореченский, Адмирала Горшкова,5.0,,Флагман,2026,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1
Московская область,sale,flat,3,10,1,33.5,7400000.0,, Королева,5.0,Павшино,,1992,-1.0,-1,-1.0,-1,-1,8 м²
Московская область,sale,flat,4,29,1,57.9,33900000.0,Филевский парк,Береговой проезд,3.0,Фили,Береговой,-1,-1.0,-1,-1.0,-1,12 м²,32 м²
Московская область,sale,flat,4,4,1,37.0,37400000.0,Мещанский, Кузнецкий Мост,23.840736040609137,Кузнецкий мост,,-1,-1.0,-1,-1.0,-1,29 м²,-1
Московская область,sale,flat,5,8,1,57.7,83665000.0,Таганский,Тессинский переулок,1.0,Китай-город,"Тессинский, 1",2023,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, черновая",-1,-1
Московская область,sale,flat,1,12,1,35.0,2975000.0,,Ленинградский проспект,23.840736040609137,,Семейный,2024,-1.0,-1,-1.0,Без отделки,"25,4 м²",4 м²
Московская область,sale,flat,3,3,1,56.6,6163000.0,Советский, Владимирская,23.840736040609137,,,2022,-1.0,-1,-1.0,-1,-1,-1
Московская область,sale,flat,13,17,1,22.5,3375000.0,Прикубанский, Адмирала Крузенштерна,23.840736040609137,,RED777,2023,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1
Московская область,sale,flat,6,25,1,36.5,3700000.0,мкр. Славянский, Заполярная,23.840736040609137,,,2023,-1.0,-1,-1.0,-1,18 м²,10 м²
Московская область,sale,flat,2,21,1,24.26,3881600.0,Прикубанский,бульвар Адмиралтейский,1.0,,Эстет,2025,-1.0,-1,-1.0,Предчистовая,"14,2 м²",-1
Московская область,sale,flat,1,8,1,31.5,4329556.0,,Ленинградский проспект,23.840736040609137,,Сады у моря,2025,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая","19,3 м²",-1
Московская область,sale,flat,1,24,1,25.1,4819200.0,Прикубанский, Имени Героя Георгия Бочарникова,2.0,,Улыбка,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая",-1,-1
