location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,house_material_type,living_meters,kitchen_meters
Москва,sale,flat,3,17,1,38.7,13400000.0,Северное Медведково,Полярная ,23,Медведково,Lucky,2001.0,Панельный,19 м²,8 м²
Москва,sale,flat,32,41,2,66.47,33035590.0,Пресненский,Шмитовский проезд,23,Шелепиха,Headliner,2024.0,Монолитно-кирпичный,"39,2 м²","22,3 м²"
Москва,sale,flat,16,67,3,115.4,135000000.0,Пресненский,Краснопресненская набережная,23,Москва-Сити,Capital Towers,2025.0,Кирпичный,-1,-1
Москва,sale,flat,3,20,2,34.8,9535200.0,Северный,Долгопрудненское шоссе,23,Новодачная,ФизтехСити,2024.0,Монолитный,"27,1 м²","2,7 м²"
Москва,sale,flat,6,14,2,52.73,11862950.0,Силино,проспект Генерала Алексеева,23,Зеленоград — Крюково,Апарт-отель Сигма Силино,2026.0,Монолитно-кирпичный,-1,-1
Москва,sale,flat,11,13,3,141.9,252851610.0,Мещанский,Садовая-Сухаревская ,14,Цветной бульвар,Клубный дом Forum,2025.0,Монолитно-кирпичный,"92,2 м²","6,2 м²"
Москва,sale,flat,3,4,3,65.0,48000000.0,Красносельский,переулок Даев,2,Сухаревская,Lucky,1917.0,Панельный,-1,"6,9 м²"
Москва,sale,flat,10,27,2,75.6,32000000.0,Очаково-Матвеевское,Мичуринский проспект,80,Озёрная,Lucky,2004.0,Монолитный,-1,10 м²
Москва,sale,flat,10,13,2,73.5,75000000.0,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом,2021.0,Кирпичный,40 м²,10 м²
Москва,sale,flat,11,13,2,81.9,43500000.0,Раменки,Винницкая ,23,Раменки,Настоящее,2022.0,Монолитно-кирпичный,"36,6 м²","25,6 м²"
Москва,sale,flat,17,18,4,152.4,162520646.0,Дорогомилово,Ленинградский проспект,23,Москва-Сити,Бадаевский ЖК,2025.0,Кирпичный,-1,-1
Москва,sale,flat,14,18,4,112.8,111829581.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028.0,Монолитный,-1,-1
Москва,sale,flat,9,11,3,95.5,53000000.0,Раменки,Винницкая ,23,Раменки,Настоящее,2022.0,Кирпичный,"29,8 м²","31,2 м²"
Новая Москва,sale,flat,7,8,4,273.0,413197319.0,Якиманка, Малая Полянка,2,Полянка,Онегин,2021.0,Монолитно-кирпичный,148 м²,15 м²
Новая Москва,sale,flat,4,5,4,212.0,424000000.0,Петроградский,набережная Гребного канала,1,Крестовский остров,"Комплекс резиденций ""Императорский Яхтъ-клуб""",2017.0,Панельный,110 м²,20 м²
Новая Москва,sale,flat,3,15,4,154.2,202842780.0,Мещанский,Протопоповский переулок,10,Проспект Мира,Хортус Гармония,2021.0,Монолитно-кирпичный,-1,-1
Новая Москва,sale,flat,8,8,3,95.0,60000000.0,Даниловский,2-й Павелецкий проезд,23,Крестьянская застава,RIVERDALE APARTMENTS,2021.0,Панельный,"79,1 м²","10,9 м²"
Новая Москва,sale,flat,25,75,3,187.9,120000000.0,Пресненский,набережная Пресненская,23,Деловой центр,Город Столиц,2021.0,Монолитный,-1,-1
Новая Москва,sale,flat,4,8,3,69.8,66196961.0,Хамовники,Смоленский бульвар,23,Смоленская,Lucky,1941.0,Панельный,45 м²,8 м²
Новая Москва,sale,flat,6,24,3,95.3,18436440.0,Кировский,Краснококшайская ,23,Козья слобода,Крыловка парк,2025.0,Монолитно-кирпичный,"54,4 м²",-1
Новая Москва,sale,flat,17,22,4,130.0,110000000.0,Якиманка,Мытная ,23,Серпуховская,Sky House,2021.0,Монолитно-кирпичный,82 м²,43 м²
Новая Москва,sale,flat,6,7,3,150.3,186000000.0,Пресненский,Садовая-Кудринская ,23,Баррикадная,Lucky,1949.0,Монолитно-кирпичный,-1,30 м²
Новая Москва,sale,flat,22,22,1,17.2,9110000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,Lucky,1980.0,Монолитный,"9,2 м²",3 м²
Новая Москва,sale,flat,4,8,1,57.0,68900000.0,Таганский,Тессинский переулок,1,Чкаловская,"Тессинский, 1",2023.0,Монолитный,18 м²,24 м²
Новая Москва,sale,flat,9,16,1,42.1,20200000.0,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ,2023.0,Монолитно-кирпичный,-1,10 м²
Новая Москва,sale,flat,18,51,2,45.9,25153200.0,Пресненский,Шелепихинское шоссе,23,Шелепиха,Headliner,2024.0,Монолитно-кирпичный,"16,4 м²",-1
Новая Москва,sale,flat,8,21,3,105.4,80000000.0,Раменки,Мосфильмовская ,23,Раменки,Мосфильмовский,2021.0,Кирпичный,"57,3 м²","14,9 м²"
Новая Москва,sale,flat,3,6,3,80.0,38500000.0,Дорогомилово,Студенческая ,32,Студенческая,Lucky,1936.0,Монолитно-кирпичный,-1,18 м²
Новая Москва,sale,flat,7,19,2,55.8,32062680.0,Хорошево-Мневники,Жилой комплекс остров,4,Мнёвники,Остров,2025.0,"Монолитно-кирпичный, монолитный","24,3 м²",16 м²
Новая Москва,sale,flat,11,19,3,139.5,90000000.0,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Lucky,2019.0,Кирпичный,80 м²,17 м²
Новая Москва,sale,flat,9,28,3,87.7,32115301.0,Даниловский,Ленинградский проспект,23,Павелецкая,Павелецкая Сити ЖК,2027.0,"Монолитно-кирпичный, монолитный, кирпичный","57,7 м²",-1
Новая Москва,sale,flat,4,40,4,81.4,44900000.0,Раменки, Лобачевского,23,Аминьевская,Крылья,2021.0,Монолитно-кирпичный,"59,6 м²",10 м²
Новая Москва,sale,flat,18,21,4,273.0,400000000.0,Пресненский, Костикова,23,Улица 1905 года,Lucky,2021.0,Панельный,133 м²,35 м²
Новая Москва,sale,flat,16,67,4,130.0,143000000.0,Пресненский,Краснопресненская набережная,23,Москва-Сити,Capital Towers,2025.0,Монолитно-кирпичный,-1,-1
Новая Москва,sale,flat,5,5,4,234.0,150000000.0,Покровское-Стрешнево,Береговая ,23,Стрешнево,Lucky,2002.0,Монолитный,100 м²,15 м²
Новая Москва,sale,flat,4,6,3,149.6,230000000.0,Хамовники, Льва Толстого,23,Парк Культуры,Литератор,2021.0,Монолитно-кирпичный,65 м²,14 м²
Новая Москва,sale,flat,7,9,3,135.0,155000000.0,Замоскворечье, Бахрушина,13,Павелецкая,Lucky,2005.0,Панельный,-1,10 м²
Москква,sale,flat,5,6,4,168.2,16320000.0,Московский, Кулахметова,15,Северный Вокзал,Lucky,1997.0,Монолитный,80 м²,"20,6 м²"
Москква,sale,flat,2,5,4,147.6,35000000.0,Вахитовский, Некрасова,23,Площадь Тукая,Lucky,2003.0,Монолитный,"90,3 м²",16 м²
Москква,sale,flat,6,7,4,123.5,77805000.0,Петроградский,Петровский проспект,23,Крестовский остров,Grand View,2023.0,Монолитный,"80,3 м²","12,9 м²"
Москква,sale,flat,3,10,4,162.0,157000000.0,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,2021.0,Панельный,96 м²,20 м²
Москква,sale,flat,4,7,4,150.0,226130000.0,Пресненский,Хлыновский тупик,4,Арбатская,Lucky,2021.0,Панельный,129 м²,15 м²
Москква,sale,flat,6,7,5,271.7,294000000.0,Хамовники,Смоленский бульвар,23,Смоленская,Клубный дом на Смоленском бульваре,2012.0,Монолитно-кирпичный,230 м²,30 м²
Москква,sale,flat,4,4,-1,379.2,430000000.0,Басманный,Мясницкая ,23,Лубянка,Lucky,1917.0,Монолитно-кирпичный,-1,-1
Москква,sale,flat,7,8,5,340.0,490000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24",2021.0,Монолитно-кирпичный,130 м²,40 м²
Москква,sale,flat,9,11,5,320.0,531661349.0,Хамовники, Усачева,23,Фрунзенская,Фьюжн парк,2021.0,Монолитный,290 м²,25 м²
Москква,sale,flat,17,22,1,20.7,4000000.0,Красногвардейский,Полюстрово,23,Девяткино,Цветной Город,2019.0,Монолитно-кирпичный,10 м²,"5,4 м²"
Москква,sale,flat,2,8,1,21.2,6900000.0,Тимирязевский,Дмитровское шоссе,23,Петровско-Разумовская,Lucky,1964.0,Монолитно-кирпичный,-1,-1
Москква,sale,flat,3,14,1,43.5,12000000.0,Марьино, Перерва,23,Марьино,Lucky,1989.0,Кирпичный,20 м²,9 м²
Москква,sale,flat,16,17,2,54.7,12700000.0,Пресненский, Летчика Грицевца,8,Пыхтино,Солнцево парк,2021.0,Монолитно-кирпичный,34 м²,9 м²
Москква,sale,flat,15,22,1,30.6,13600000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,2021.0,Монолитно-кирпичный,-1,7 м²
Москква,sale,flat,11,14,1,35.0,13900000.0,Раменки,1-й Сетуньский проезд,10,Кутузовская,Lucky,1973.0,Монолитно-кирпичный,19 м²,10 м²
Москква,sale,flat,7,13,2,61.4,21700000.0,Выборгский, Грибалевой,23,Лесная,Life Лесная,2019.0,Монолитный,"29,3 м²","13,7 м²"
Москква,sale,flat,33,50,1,50.0,35300000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",2020.0,Панельный,21 м²,15 м²
Москква,sale,flat,4,13,3,82.9,43000000.0,Раменки,Винницкая ,23,Раменки,Настоящее,2022.0,Панельный,"36,5 м²","26,3 м²"
Москква,sale,flat,6,37,3,76.0,47500000.0,Беговой,Северный ао,23,Белорусская,Слава ЖК,2023.0,Монолитно-кирпичный,30 м²,20 м²
Москква,sale,flat,8,12,3,94.6,54000000.0,Якиманка,Конный переулок,4,Шаболовская,Lucky,2001.0,Монолитно-кирпичный,-1,10 м²
Москква,sale,flat,8,8,4,184.5,70000000.0,Даниловский,2-й Павелецкий проезд,23,Крестьянская застава,RIVERDALE APARTMENTS,2016.0,Панельный,100 м²,20 м²
Москква,sale,flat,24,79,1,72.0,70000000.0,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2019.0,Монолитно-кирпичный,50 м²,15 м²
Москква,sale,flat,7,20,4,178.0,77000000.0,Черемушки,Новочеремушкинская ,23,Профсоюзная,Адмирал,2021.0,Монолитно-кирпичный,-1,10 м²
Москква,sale,flat,5,8,3,130.0,110000000.0,Замоскворечье, Малая Ордынка,3,Третьяковская,Lucky,2021.0,Панельный,50 м²,50 м²
Москква,sale,flat,2,6,3,131.1,110000000.0,Тверской, Малая Дмитровка,23,Пушкинская,Lucky,1910.0,Монолитно-кирпичный,-1,15 м²
Москква,sale,flat,5,21,4,222.8,111400000.0,Пресненский,Большой Тишинский переулок,23,Баррикадная,"Большой Тишинский переулок, 10с1",2008.0,Монолитный,176 м²,25 м²
Москква,sale,flat,1,4,5,192.1,112000000.0,Крылатское,Островной проезд,23,Молодёжная,Остров Фантазий,2002.0,Монолитный,-1,20 м²
Москква,sale,flat,21,26,4,139.0,170000000.0,Очаково-Матвеевское,Нежинская ,23,Матвеевская,Городские резиденции SPIRES,2021.0,Монолитно-кирпичный,-1,15 м²
Москква,sale,flat,6,7,5,271.7,294000000.0,Хамовники,Смоленский бульвар,23,Смоленская,Клубный дом на Смоленском бульваре,2012.0,Монолитно-кирпичный,220 м²,25 м²
Московская область,sale,flat,3,11,4,195.0,235000000.0,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,2009.0,Кирпичный,-1,-1
Московская область,sale,flat,5,6,4,104.0,14500000.0,Советский, Космонавтов,55,Суконная слобода,Lucky,1995.0,Монолитно-кирпичный,64 м²,12 м²
Московская область,sale,flat,2,6,4,162.0,96500000.0,Покровское-Стрешнево,Береговая ,23,Стрешнево,Покровский берег,2005.0,Монолитно-кирпичный,101 м²,13 м²
Московская область,sale,flat,11,13,4,142.0,98500000.0,Пресненский,Большая Садовая ,23,Маяковская,Квартал апартаментов Сады Пекина,2016.0,Монолитно-кирпичный,80 м²,-1
Московская область,sale,flat,14,20,3,132.5,125000000.0,Гагаринский, Косыгина,23,Воробьёвы горы,Фамильный дом Воробьево,2012.0,Кирпичный,-1,10 м²
Московская область,sale,flat,3,6,3,138.0,129500000.0,Тверской,1-й Колобовский переулок,14,Трубная,Lucky,2005.0,Монолитно-кирпичный,-1,15 м²
Московская область,sale,flat,3,14,3,115.8,130000000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы,2021.0,Кирпичный,"95,8 м²",15 м²
Московская область,sale,flat,26,30,3,67.1,21144150.0,Рязанский,Рязанский проспект,23,Окская,balance,2027.0,Монолитно-кирпичный,"32,9 м²","21,3 м²"
Московская область,sale,flat,4,4,2,75.7,35900000.0,Марьина роща,проезд 12-й Марьиной рощи,23,Марьина Роща,Лофт-квартал Studio #12,2020.0,Панельный,45 м²,4 м²
Московская область,sale,flat,2,23,2,74.6,36000000.0,Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров,2024.0,Монолитно-кирпичный,"28,4 м²","17,7 м²"
Московская область,sale,flat,5,17,2,49.0,36800000.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar,2024.0,Монолитно-кирпичный,"31,4 м²","3,8 м²"
Московская область,sale,flat,3,8,2,57.0,46900000.0,Тверской,Тверская ,17,Пушкинская,Lucky,1940.0,Монолитно-кирпичный,40 м²,5 м²
Московская область,sale,flat,2,15,2,74.0,48000000.0,Аэропорт,Ленинградский проспект,23,Динамо,ВТБ Арена парк,2019.0,Монолитно-кирпичный,52 м²,15 м²
Московская область,sale,flat,5,22,2,100.0,77000000.0,Раменки,Ломоносовский проспект,23,Университет,Dominion,2010.0,Кирпичный,43 м²,12 м²
Московская область,sale,flat,3,12,2,66.0,82000000.0,Раменки,Мосфильмовская ,23,Ломоносовский проспект,Вишневый сад,2021.0,Монолитно-кирпичный,"44,8 м²",15 м²
Московская область,sale,flat,4,4,1,42.7,5590000.0,Красносельский,Стрельнинское шоссе,23,Проспект Ветеранов,Lucky,2021.0,Панельный,"11,5 м²","28,6 м²"
Московская область,sale,flat,9,9,1,36.9,8850000.0,Люблино, Верхние Поля,23,Братиславская,Lucky,1980.0,Панельный,-1,-1
Московская область,sale,flat,8,22,2,87.2,38000000.0,Раменки, Пырьева,23,Поклонная,Lucky,2005.0,Кирпичный,40 м²,14 м²
Московская область,sale,flat,2,17,1,35.8,8771000.0,Советский,ПК1-2,23,Горки,Мой Ритм ЖК,2026.0,"Монолитно-кирпичный, монолитный","15,4 м²","9,5 м²"
Московская область,sale,flat,2,25,1,35.85,8854950.0,Советский,Ленинградский проспект,23,Горки,Светлая Долина ЖК,2025.0,"Панельный, монолитно-кирпичный, монолитный","16,3 м²","8,5 м²"
Московская область,sale,flat,3,5,1,24.0,9000000.0,Центральный, Рубинштейна,5,Достоевская,Lucky,1896.0,Кирпичный,-1,-1
Московская область,sale,flat,2,23,1,28.2,16214780.0,Ростокино,Ленинградский проспект,23,Ботанический сад,Союз ЖК,2025.0,Монолитно-кирпичный,-1,"16,6 м²"
Московская область,sale,flat,2,6,3,72.9,8750000.0,Пресненский, Шевченко,23,Проспект Большевиков,Lucky,2018.0,Монолитный,"42,1 м²","8,3 м²"
Московская область,sale,flat,7,21,2,43.29,13530653.0,Нижегородский,Ленинградский проспект,23,Калитники,Н'айс Лофт ЖК,2024.0,Монолитно-кирпичный,-1,-1
Московская область,sale,flat,7,17,3,65.6,16463809.0,Пресненский,Ленинградский проспект,23,Корниловская,FOREVILLE,2026.0,Кирпичный,"35,4 м²","15,7 м²"
Московская область,sale,flat,6,13,2,60.6,38217891.0,Южнопортовый,Ленинградский проспект,23,Дубровка,Шампайн ЖК,2024.0,Монолитный,-1,"19,6 м²"
Московская область,sale,flat,2,22,3,67.7,42355790.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2022.0,Монолитный,"37,9 м²","8,1 м²"
Московская область,sale,flat,11,21,2,80.0,46400000.0,Раменки,Мосфильмовская ,23,Раменки,Мосфильмовский,2014.0,Монолитно-кирпичный,-1,16 м²
Московская область,sale,flat,2,7,3,108.0,48500000.0,Тверской,1-я Миусская ,23,Менделеевская,Lucky,1917.0,Кирпичный,70 м²,10 м²
Московская область,sale,flat,11,38,3,109.0,40000000.0,Ростокино,проспект Мира,23,Ростокино,Триколор,2015.0,Монолитно-кирпичный,-1,-1
Московская область,sale,flat,3,37,3,77.0,42000000.0,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Lucky,2018.0,Монолитный,40 м²,16 м²
Московская область,sale,flat,5,5,1,33.0,5500000.0,Пресненский, Героев Курсантов,12,Медведково,Lucky,1959.0,Монолитно-кирпичный,18 м²,9 м²
Московская область,sale,flat,15,15,1,27.1,5500000.0,Северный, Семейная,2,Ипподром,Десятка,2020.0,Монолитно-кирпичный,"13,4 м²",-1
Московская область,sale,flat,8,9,1,32.3,12860000.0,Зюзино,Черноморский бульвар,23,Севастопольская,Lucky,1963.0,Панельный,"21,8 м²","5,3 м²"
Московская область,sale,flat,2,8,1,62.9,8200000.0,Пресненский, Береговая,6,Шереметьевская,Берег,2021.0,Монолитный,17 м²,27 м²
Московская область,sale,flat,4,4,1,40.0,38500000.0,Мещанский, Кузнецкий Мост,23,Кузнецкий мост,Lucky,2021.0,Монолитный,27 м²,8 м²
Московская область,sale,flat,4,15,1,48.2,41471280.0,Даниловский, Серпуховский Вал,23,Тульская,Дом 7 Даниловский,2027.0,Монолитно-кирпичный,-1,-1
Московская область,sale,flat,2,7,1,31.2,9450480.0,Пресненский,Ленинградский проспект,23,Филатов Луг,Новое Летово ЖК,2025.0,Монолитно-кирпичный,-1,"8,6 м²"
Московская область,sale,flat,2,7,-1,27.0,9900000.0,Таганский,Нижегородская ,23,Калитники,Loft FM,2021.0,Кирпичный,19 м²,3 м²
Московская область,sale,flat,16,25,1,40.0,10500000.0,Пресненский,Носовихинское шоссе,43,Новокосино,Новокосино-2,2012.0,Монолитно-кирпичный,18 м²,9 м²
Московская область,sale,flat,2,5,1,33.0,4800000.0,Московский,Бассейная ,5,Парк Победы,Lucky,1961.0,Монолитно-кирпичный,"17,3 м²","5,8 м²"
Московская область,sale,flat,30,73,3,185.0,90000000.0,Пресненский,набережная Пресненская,23,Деловой центр,Город Столиц,2009.0,Монолитный,-1,-1
Московская область,sale,flat,8,14,3,92.1,96705000.0,Раменки,проспект Генерала Дорохова,23,Минская,Собрание клубных домов West Garden,2021.0,Кирпичный,65 м²,15 м²
Московская область,sale,flat,37,65,3,118.2,108150000.0,Пресненский,Краснопресненская набережная,23,Москва-Сити,Lucky,2022.0,Кирпичный,"59,5 м²",15 м²
Московская область,sale,flat,2,17,2,63.0,19200000.0,Пресненский, Радужная,8,Рассказовка,Lucky,2008.0,Монолитно-кирпичный,"33,2 м²",13 м²
Московская область,sale,flat,2,8,1,21.2,6900000.0,Тимирязевский,Дмитровское шоссе,23,Петровско-Разумовская,Lucky,1964.0,Панельный,-1,-1
Московская область,sale,flat,3,14,1,43.5,12000000.0,Марьино, Перерва,23,Марьино,Lucky,1989.0,Монолитный,20 м²,9 м²
Московская область,sale,flat,16,17,2,54.7,12700000.0,Пресненский, Летчика Грицевца,8,Пыхтино,Солнцево парк,2021.0,Кирпичный,34 м²,9 м²
Московская область,sale,flat,15,22,1,30.6,13600000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,2021.0,Кирпичный,-1,7 м²
Московская область,sale,flat,11,14,1,35.0,13900000.0,Раменки,1-й Сетуньский проезд,10,Кутузовская,Lucky,1973.0,Кирпичный,19 м²,10 м²
Московская область,sale,flat,7,13,2,61.4,21700000.0,Выборгский, Грибалевой,23,Лесная,Life Лесная,2019.0,Монолитно-кирпичный,"29,3 м²","13,7 м²"
Московская область,sale,flat,4,13,3,82.9,43000000.0,Раменки,Винницкая ,23,Раменки,Настоящее,2022.0,Панельный,"36,5 м²","26,3 м²"
Московская область,sale,flat,6,37,3,76.0,47500000.0,Беговой,Северный ао,23,Белорусская,Слава ЖК,2023.0,Кирпичный,30 м²,20 м²
Московская область,sale,flat,8,12,3,94.6,54000000.0,Якиманка,Конный переулок,4,Шаболовская,Lucky,2001.0,Монолитно-кирпичный,-1,10 м²
Московская область,sale,flat,8,8,4,184.5,70000000.0,Даниловский,2-й Павелецкий проезд,23,Крестьянская застава,RIVERDALE APARTMENTS,2016.0,Монолитно-кирпичный,100 м²,20 м²
Московская область,sale,flat,24,79,1,72.0,70000000.0,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2019.0,Панельный,50 м²,15 м²
Московская область,sale,flat,7,20,4,178.0,77000000.0,Черемушки,Новочеремушкинская ,23,Профсоюзная,Адмирал,2021.0,Монолитный,-1,10 м²
Московская область,sale,flat,5,8,3,130.0,110000000.0,Замоскворечье, Малая Ордынка,3,Третьяковская,Lucky,2021.0,Монолитно-кирпичный,50 м²,50 м²
Московская область,sale,flat,2,6,3,131.1,110000000.0,Тверской, Малая Дмитровка,23,Пушкинская,Lucky,1910.0,Монолитно-кирпичный,-1,15 м²
Московская область,sale,flat,5,21,4,222.8,111400000.0,Пресненский,Большой Тишинский переулок,23,Баррикадная,"Большой Тишинский переулок, 10с1",2008.0,Монолитный,176 м²,25 м²
Московская область,sale,flat,21,37,2,60.1,23900000.0,Раменки,Мосфильмовская ,23,Аминьевская,Огни,2021.0,Монолитно-кирпичный,"37,6 м²","11,8 м²"
Московская область,sale,flat,37,40,2,60.8,26500000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023.0,Монолитно-кирпичный,29 м²,20 м²
Московская область,sale,flat,2,9,2,78.65,29879999.0,Адмиралтейский, Шкапина,15,Балтийская,GloraX Балтийская,2024.0,Монолитно-кирпичный,"20,5 м²","23,3 м²"
Московская область,sale,flat,5,9,2,53.0,24490000.0,Петроградский,Лодейнопольская ,7,Чкаловская,Авторский дом Tesoro by Akvilon,2023.0,Монолитно-кирпичный,"24,6 м²","13,1 м²"
Московская область,sale,flat,9,21,3,97.0,120000000.0,Пресненский, Костикова,23,Улица 1905 года,Lucky,2021.0,Кирпичный,67 м²,-1
Московская область,sale,flat,18,18,4,187.4,99900000.0,Хорошевский, Гризодубовой,23,ЦСКА,Гранд-парк,2005.0,Монолитно-кирпичный,107 м²,20 м²
Московская область,sale,flat,6,8,4,233.2,430000000.0,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас,2009.0,Панельный,-1,20 м²
Московская область,sale,flat,7,8,-1,340.0,490000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24",2012.0,Панельный,-1,10 м²
Московская область,sale,flat,3,3,-1,784.3,1000000000.0,Раменки,Минская ,23,Ломоносовский проспект,Lucky,2004.0,Монолитно-кирпичный,-1,20 м²
Московская область,sale,flat,8,22,1,40.0,13290000.0,Марьино, Верхние Поля,23,Люблино,Lucky,2000.0,Панельный,-1,10 м²
Московская область,sale,flat,3,5,3,82.9,42900000.0,Тверской,1-й Самотечный переулок,23,Достоевская,Lucky,2021.0,Кирпичный,-1,-1
Московская область,sale,flat,22,65,-1,39.9,45000000.0,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2021.0,Панельный,"24,9 м²",10 м²
Московская область,sale,flat,9,11,3,95.5,53000000.0,Раменки,Винницкая ,23,Раменки,Настоящее,2022.0,Монолитно-кирпичный,"29,8 м²","31,2 м²"
Московская область,sale,flat,10,26,3,74.5,72000000.0,Очаково-Матвеевское,Нежинская ,23,Матвеевская,Городские резиденции SPIRES,2021.0,Панельный,40 м²,10 м²
Московская область,sale,flat,4,5,3,157.0,78000000.0,Пресненский,Столярный переулок,23,Улица 1905 года,Рассвет Loft-Studio,2016.0,Панельный,-1,20 м²
Москва,sale,flat,14,15,4,220.0,376708020.0,Дорогомилово,Студенческая ,23,Студенческая,Студенческая 20,2021.0,Монолитно-кирпичный,114 м²,28 м²
Москва,sale,flat,2,8,4,246.0,473299820.0,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас,2009.0,Монолитно-кирпичный,-1,45 м²
Москва,sale,flat,27,32,4,140.0,81500000.0,Раменки,Кинематографический кв-л,23,Мичуринский проспект,Событие ЖК,2025.0,Панельный,"80,9 м²","26,1 м²"
Москва,sale,flat,7,26,1,31.0,25990000.0,Пресненский,к2.1,23,Белорусская,Репаблик ЖК,2025.0,Кирпичный,-1,7 м²
Москва,sale,flat,15,29,1,45.1,26000000.0,Нагатино-Садовники,Варшавское шоссе,23,Нагатинская,Rotterdam,2025.0,Монолитно-кирпичный,"12,6 м²","14,8 м²"
Москва,sale,flat,4,4,1,38.3,26810000.0,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills,2024.0,Монолитно-кирпичный,-1,7 м²
Москва,sale,flat,3,11,1,40.9,26800000.0,Раменки,Винницкая ,23,Раменки,Настоящее,2021.0,Панельный,16 м²,"10,6 м²"
Москва,sale,flat,3,6,1,18.0,4650000.0,Чертаново Северное,Варшавское шоссе,23,Южная,Lucky,2021.0,Кирпичный,7 м²,2 м²
Москва,sale,flat,15,51,3,76.0,58500000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",2021.0,Кирпичный,-1,20 м²
Москва,sale,flat,21,22,4,141.0,86900000.0,Хорошево-Мневники, Нижние Мневники,23,Терехово ,Остров,2024.0,Монолитно-кирпичный,-1,-1
Москва,sale,flat,5,6,3,106.4,93990000.0,Хамовники,Комсомольский проспект,23,Парк Культуры,Николаевский дом,2013.0,Кирпичный,-1,10 м²
Москва,sale,flat,4,6,3,144.0,500000000.0,Хамовники,Всеволожский переулок,5,Кропоткинская,Резиденция на Всеволожском,2021.0,Монолитно-кирпичный,-1,-1
Москва,sale,flat,8,17,1,36.2,27000000.0,Тверской,Садовая-Триумфальная ,23,Маяковская,Lucky,1968.0,Монолитный,22 м²,8 м²
Москва,sale,flat,6,28,2,85.0,56500000.0,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point,2021.0,Монолитный,25 м²,40 м²
Москва,sale,flat,4,8,2,69.8,66196961.0,Хамовники,Смоленский бульвар,23,Смоленская,Lucky,1941.0,Кирпичный,54 м²,8 м²
Москва,sale,flat,5,16,2,59.4,67000000.0,Пресненский,Мантулинская ,23,Москва-Сити,City Park,2020.0,Панельный,40 м²,12 м²
Москва,sale,flat,4,4,1,42.1,19000000.0,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft,2022.0,Кирпичный,"15,2 м²",10 м²
Москва,sale,flat,2,22,3,67.7,42355790.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2022.0,Монолитный,"37,9 м²","8,1 м²"
Москва,sale,flat,2,7,3,108.0,48500000.0,Тверской,1-я Миусская ,23,Менделеевская,Lucky,1917.0,Монолитно-кирпичный,70 м²,10 м²
Москва,sale,flat,5,24,3,107.6,50000000.0,Таганский,Марксистская ,7,Пролетарская,Lucky,2001.0,Монолитно-кирпичный,71 м²,18 м²
Москва,sale,flat,14,19,3,114.2,55000000.0,Раменки,Мичуринский проспект,29,Раменки,Lucky,1999.0,Монолитный,35 м²,30 м²
Москва,sale,flat,34,41,3,80.8,61000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024.0,Кирпичный,47 м²,8 м²
Москва,sale,flat,3,28,4,125.0,74990000.0,Якиманка,Мытная ,23,Октябрьская,Sky House,2021.0,Панельный,-1,30 м²
Москва,sale,flat,5,24,3,107.6,50000000.0,Таганский,Марксистская ,7,Пролетарская,Lucky,2001.0,Монолитно-кирпичный,71 м²,18 м²
Москва,sale,flat,9,10,1,32.3,13000000.0,Головинский,Михалковская ,23,Коптево,Lucky,2024.0,Монолитно-кирпичный,10 м²,8 м²
