location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,house_material_type,living_meters,kitchen_meters
Москва,sale,flat,10,17,2,54.1,12100000.0,Пресненский,проезд Чечерский,136,Бунинская аллея,Lucky,2022.0,Кирпичный,23 м²,"16,8 м²"
Москва,sale,flat,13,16,2,53.3,12432145.0,Пресненский,Ленинградский проспект,23,Бунинская аллея,Бунинские Кварталы ЖК,2024.0,Монолитно-кирпичный,"25,4 м²","14,4 м²"
Москва,sale,flat,10,18,2,47.9,12827760.0,Останкинский,Березовая аллея,23,Ботанический сад,Апарт-комплекс Легендарный квартал,2023.0,Монолитно-кирпичный,-1,-1
Москва,sale,flat,3,9,2,45.7,13300000.0,Теплый Стан, Теплый Стан,23,Генерала Тюленева,Lucky,1973.0,Монолитный,29 м²,6 м²
Москва,sale,flat,11,12,2,52.7,13600000.0,Чертаново Южное, Академика Янгеля,23,Улица Академика Янгеля,Lucky,1978.0,Монолитный,"30,4 м²","8,7 м²"
Москва,sale,flat,4,17,2,64.8,13550716.0,Пресненский,Ленинградский проспект,1,Щербинка,Юнино ЖК,2024.0,Монолитный,"24,2 м²","22,3 м²"
Москва,sale,flat,6,15,2,39.8,14089399.0,Пресненский, Лобановский Лес,9,Прокшино,Прокшино,2024.0,"Монолитно-кирпичный, монолитный","12,1 м²","17,3 м²"
Москва,sale,flat,10,21,2,47.91,14270261.0,Нижегородский,Ленинградский проспект,23,Калитники,Н'айс Лофт ЖК,2024.0,Монолитно-кирпичный,-1,-1
Москва,sale,flat,12,13,2,47.0,14600000.0,Коньково, Введенского,23,Беляево,Lucky,1974.0,Монолитно-кирпичный,"32,7 м²",7 м²
Москва,sale,flat,17,18,2,52.0,14865500.0,Останкинский,Березовая аллея,23,Ботанический сад,Апарт-комплекс Легендарный квартал,2023.0,Панельный,-1,-1
Москва,sale,flat,4,15,2,40.5,15188918.0,Пресненский, Лобановский Лес,9,Прокшино,Прокшино,2024.0,"Монолитно-кирпичный, монолитный",23 м²,"4,4 м²"
Москва,sale,flat,18,18,2,44.4,15141110.0,Пресненский,Ленинградский проспект,23,Прокшино,Прокшино ЖК,2024.0,"Монолитно-кирпичный, монолитный","21,5 м²","9,8 м²"
Москва,sale,flat,3,21,2,48.1,15680600.0,Очаково-Матвеевское,Аминьевское шоссе,6,Давыдково,West Tower (Апартаменты бизнес-класса),2020.0,Монолитный,"34,5 м²",-1
Москва,sale,flat,15,16,2,38.8,15982962.0,Пресненский,Ленинградский проспект,23,Прокшино,Прокшино ЖК,2024.0,"Монолитно-кирпичный, монолитный","20,6 м²",8 м²
Москва,sale,flat,13,14,2,71.0,16499247.0,Пресненский,проспект Куприна,23,Летово,Эко Бунино,2023.0,"Монолитно-кирпичный, монолитный","24,2 м²","21,1 м²"
Москва,sale,flat,5,9,2,46.0,16900000.0,Коньково,Профсоюзная ,23,Беляево,Lucky,1969.0,Монолитно-кирпичный,28 м²,"6,5 м²"
Москва,sale,flat,11,20,2,64.8,17385840.0,Северный,Долгопрудненское шоссе,23,Новодачная,ФизтехСити,2024.0,Монолитный,"39,4 м²","20,4 м²"
Москва,sale,flat,6,20,2,78.8,17286830.0,Пресненский,Ленинградский проспект,23,Новопеределкино,Город-парк Первый Московский,2024.0,"Панельный, монолитный","27,6 м²",-1
Москва,sale,flat,29,31,2,38.64,18142737.0,Западное Дегунино,Ленинградский проспект,23,Верхние Лихоборы,Кинетик ЖК,2024.0,Кирпичный,"21,4 м²","5,3 м²"
Москва,sale,flat,4,33,2,51.7,18170792.0,Нагатино-Садовники,Ленинградский проспект,23,Автозаводская,Второй Нагатинский ЖК,2024.0,Монолитный,"23,2 м²","16,3 м²"
Москва,sale,flat,4,20,2,46.25,18500000.0,Преображенское,Лермонтовская ,1,Преображенская площадь,Время,2024.0,Монолитный,-1,-1
Москва,sale,flat,32,32,2,41.0,19200000.0,Очаково-Матвеевское,Большая Очаковская ,2,Аминьевская,Большая Очаковская 2,2022.0,Кирпичный,"25,5 м²",6 м²
Москва,sale,flat,1,33,2,51.7,19639382.0,Очаково-Матвеевское,Очаковское шоссе,23,Аминьевская,Матвеевский парк,2023.0,Монолитный,"20,3 м²","19,1 м²"
Москква,sale,flat,2,5,4,87.0,39500000.0,Арбат,1-й Николощеповский переулок,23,Смоленская,Lucky,1931.0,Кирпичный,62 м²,9 м²
Москква,sale,flat,21,40,4,84.5,41500000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023.0,Монолитно-кирпичный,"46,6 м²","21,9 м²"
Москква,sale,flat,3,22,4,155.4,43000000.0,Раменки,Минская ,23,Ломоносовский проспект,Золотые Ключи 2,2005.0,Монолитный,110 м²,25 м²
Москква,sale,flat,4,6,4,168.0,119000000.0,Замоскворечье,Голиковский переулок,5,Третьяковская,Lucky,2021.0,Кирпичный,103 м²,15 м²
Москква,sale,flat,14,41,2,48.0,31500000.0,Раменки,1-й Сетуньский проезд,23,Кутузовская,Hide,2024.0,Монолитный,-1,9 м²
Москква,sale,flat,4,30,3,72.2,31500000.0,Хорошево-Мневники,Шелепихинская набережная,23,Народное Ополчение,Sydney City,2021.0,Панельный,"47,2 м²","8,4 м²"
Москква,sale,flat,2,6,3,75.0,67500000.0,Пресненский,Богословский переулок,7,Пушкинская,Lucky,1977.0,Панельный,-1,10 м²
Москква,sale,flat,5,6,3,130.0,68000000.0,Крылатское,Крылатская ,23,Крылатское,Долина грез,2006.0,Монолитно-кирпичный,90 м²,20 м²
Московская область,sale,flat,13,29,4,91.3,21557265.0,Центр, Сони Морозовой,180,Площадь 1905 года,Форма,2026.0,Панельный,-1,-1
Московская область,sale,flat,4,5,3,64.8,39990000.0,Даниловский,проспект Лихачева,22,Технопарк,Nagatino i-Land,2021.0,Монолитно-кирпичный,"36,7 м²",7 м²
Московская область,sale,flat,3,18,3,114.4,51480000.0,Красносельский,Басманный переулок,5,Комсомольская,Басманный 5,2017.0,Кирпичный,-1,-1
Московская область,sale,flat,5,12,4,157.3,120000000.0,Тверской,1-й Тверской-Ямской переулок,11,Маяковская,Lucky,2003.0,Монолитно-кирпичный,96 м²,18 м²
Московская область,sale,flat,2,3,4,126.0,125000000.0,Мещанский,Варсонофьевский переулок,23,Кузнецкий мост,Lucky,2021.0,Монолитно-кирпичный,80 м²,40 м²
Московская область,sale,flat,6,8,4,160.0,192000000.0,Пресненский,Малый Козихинский переулок,7,Пушкинская,Lucky,2004.0,Монолитно-кирпичный,-1,-1
Московская область,sale,flat,34,57,4,180.0,202842780.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,2007.0,Монолитно-кирпичный,-1,15 м²
Московская область,sale,flat,4,10,1,48.0,9200000.0,Советский, Зур Урам,23,Горки,МЧС,2021.0,Панельный,18 м²,16 м²
Московская область,sale,flat,20,26,2,51.0,9899000.0,Советский, Аметьевская магистраль,23,Аметьево,Легенда,2020.0,Панельный,-1,28 м²
Московская область,sale,flat,23,25,1,96.8,20424800.0,Заельцовский,Овражная ,23,Заельцовская,Тайм Сквер,2025.0,Монолитно-кирпичный,-1,-1
Московская область,sale,flat,23,51,1,44.29,22942220.0,Хорошевский,2-й Хорошевский проезд,23,Хорошёвская,SEZAR CITY,2027.0,Монолитно-кирпичный,"15,6 м²","15,2 м²"
Московская область,sale,flat,11,13,2,77.0,64000000.0,Аэропорт,Ленинградский проспект,23,Динамо,ВТБ Арена парк,2019.0,Панельный,54 м²,15 м²
Московская область,sale,flat,3,5,2,47.8,65000000.0,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,2020.0,Монолитно-кирпичный,-1,"5,6 м²"
Московская область,sale,flat,4,8,1,40.5,9400000.0,Пресненский,Ленинградский проспект,23,Кедровая,"Новые Ватутинки, мкр. Заречный",2025.0,Кирпичный,"17,4 м²","11,3 м²"
Московская область,sale,flat,15,18,1,29.9,3850000.0,Пресненский, Шувалова,32,Девяткино,Десяткино 2.0,2024.0,Монолитно-кирпичный,14 м²,5 м²
Московская область,sale,flat,20,46,2,69.9,50313908.0,Дорогомилово,Кутузовский проезд,23,Фили,River Park Кутузовский,2026.0,Монолитно-кирпичный,"40,8 м²","10,1 м²"
Московская область,sale,flat,8,12,3,100.0,63000000.0,Аэропорт,Ленинградский проспект,23,Динамо,ВТБ Арена парк,2019.0,Кирпичный,75 м²,15 м²
Московская область,sale,flat,39,47,3,144.4,65000000.0,Раменки,Мосфильмовская ,70,Ломоносовский проспект,Воробьевы Горы,2021.0,Монолитно-кирпичный,"76,6 м²","44,4 м²"
Московская область,sale,flat,13,13,3,99.0,66000000.0,Замоскворечье,3-й Люсиновский переулок,23,Серпуховская,Lucky,2017.0,Монолитный,-1,12 м²
Московская область,sale,flat,2,6,3,74.0,67500000.0,Пресненский,Богословский переулок,7,Пушкинская,Lucky,1977.0,Монолитно-кирпичный,46 м²,7 м²
Московская область,sale,flat,3,24,3,107.6,73000000.0,Беговой,Верхняя ,23,Белорусская,Суббота,2019.0,Монолитный,-1,10 м²
Московская область,sale,flat,8,17,3,111.5,82000000.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar,2024.0,Монолитно-кирпичный,67 м²,10 м²
Московская область,sale,flat,11,13,2,83.0,110000000.0,Хамовники, Усачева,23,Спортивная,Садовые кварталы,2022.0,Монолитный,-1,7 м²
Московская область,sale,flat,8,12,3,65.7,26610000.0,Раменки,Мичуринский проспект,23,Раменки,Lucky,1973.0,Монолитно-кирпичный,44 м²,"7,3 м²"
Московская область,sale,flat,9,9,1,13.4,2250000.0,Ново-Савиновский, Маршала Чуйкова,27,Северный Вокзал,Lucky,1984.0,Кирпичный,-1,5 м²
Московская область,sale,flat,1,5,1,12.9,2500000.0,Авиастроительный,Молодежная ,23,Авиастроительная,Lucky,1982.0,Кирпичный,-1,5 м²
Московская область,sale,flat,1,5,1,17.8,2790000.0,Приволжский,Техническая ,35,Площадь Тукая,Lucky,1976.0,Монолитный,-1,5 м²
Московская область,sale,flat,4,5,1,32.7,3500000.0,Кировский,Хибинская ,10,Козья слобода,Lucky,2021.0,Кирпичный,"16,1 м²","8,7 м²"
Московская область,sale,flat,1,10,1,36.1,6390000.0,Советский, Фикрята Табеева,5,Дубравная,Весна,2017.0,Монолитно-кирпичный,14 м²,"10,9 м²"
Московская область,sale,flat,14,19,1,29.7,6450000.0,Советский, Азата Аббасова,5,Дубравная,Весна,2019.0,Кирпичный,-1,6 м²
Московская область,sale,flat,4,10,1,37.2,4500000.0,Авиастроительный, Гагарина,23,Авиастроительная,Lucky,2023.0,Кирпичный,-1,"10,2 м²"
Московская область,sale,flat,5,9,1,34.7,7690000.0,Ново-Савиновский, Четаева,23,Яшьлек,Lucky,2001.0,Панельный,"17,1 м²","7,9 м²"
Московская область,sale,flat,4,4,1,31.0,7750000.0,Вахитовский,Овражная ,52,Площадь Тукая,Lucky,2021.0,Кирпичный,20 м²,5 м²
Московская область,sale,flat,5,6,1,38.6,7900000.0,Советский, Анаса Тазетдинова,1,Дубравная,Лето,2022.0,Кирпичный,-1,17 м²
Московская область,sale,flat,2,5,1,54.6,8100000.0,Приволжский, Генерала Ерина,3,Проспект Победы,Времена года,2021.0,Панельный,"21,4 м²","16,5 м²"
Московская область,sale,flat,4,20,1,28.7,8100000.0,Калининский,Гражданский проспект,23,Гражданский проспект,Main House,,Панельный,"15,9 м²",7 м²
Московская область,sale,flat,8,20,1,36.1,8190000.0,Советский, Аделя Кутуя,100,Суконная слобода,Lucky,2024.0,Монолитно-кирпичный,-1,"11,5 м²"
Московская область,sale,flat,25,25,1,27.34,8229340.0,Советский,Ленинградский проспект,23,Горки,Светлая Долина ЖК,2025.0,"Панельный, монолитно-кирпичный, монолитный",18 м²,-1
Московская область,sale,flat,11,15,1,44.6,8500000.0,Приволжский,Профессора Камая ,23,Горки,Романтика ,2013.0,Кирпичный,"18,6 м²","13,3 м²"
Московская область,sale,flat,3,10,1,36.7,8500000.0,Авиастроительный, Симонова,11,Авиастроительная,Крылья,2023.0,Кирпичный,"10,8 м²","17,4 м²"
Московская область,sale,flat,4,5,1,34.0,8600000.0,Ново-Савиновский, Четаева,23,Яшьлек,Lucky,2001.0,Кирпичный,17 м²,8 м²
Московская область,sale,flat,15,19,1,44.4,8700000.0,Советский, Родины,23,Горки,Родина,2018.0,Монолитно-кирпичный,"15,4 м²","14,9 м²"
Московская область,sale,flat,14,19,1,39.41,8699000.0,Советский, Мансура Хасанова,15,Горки,Мечта,2021.0,Монолитно-кирпичный,"14,3 м²","10,1 м²"
Московская область,sale,flat,12,13,1,38.89,10300000.0,Приморский,Планерная ,23,Комендантский проспект,New Time,2022.0,Кирпичный,-1,"14,6 м²"
Московская область,sale,flat,6,19,1,40.7,10600000.0,Советский, Мансура Хасанова,15,Горки,Мечта,2021.0,Панельный,-1,"12,4 м²"
Московская область,sale,flat,4,8,1,37.6,11500000.0,Красногвардейский,шоссе Революции,23,Выборгская,Ива Дом,2021.0,Кирпичный,"15,9 м²","10,8 м²"
Московская область,sale,flat,2,12,1,37.7,14098028.0,Василеостровский,Гавань,1,Приморская,Шкиперский 19 ЖК,2025.0,Монолитный,"11,6 м²","18,2 м²"
Московская область,sale,flat,3,9,1,34.37,14442768.0,Василеостровский,7-я Васильевского острова линия,84,Василеостровская,Регенбоген,2025.0,Монолитный,"24,8 м²",-1
Московская область,sale,flat,14,25,1,61.3,20299000.0,Кировский,Шоссейная ,57,Козья слобода,Atlantis Deluxe,2021.0,Кирпичный,-1,"17,4 м²"
Московская область,sale,flat,4,12,1,32.2,3249000.0,Кировский, Петухова,164,Студенческая,Матрешкин двор,2015.0,Монолитно-кирпичный,18 м²,9 м²
Московская область,sale,flat,5,5,1,31.4,4299000.0,Ленинский,Геодезическая ,23,Студенческая,Lucky,1965.0,Кирпичный,18 м²,6 м²
Московская область,sale,flat,5,18,1,27.9,6087000.0,Приволжский,Ленинградский проспект,23,Аметьево,Паркмаяк ЖК,2026.0,Монолитно-кирпичный,-1,-1
Московская область,sale,flat,11,19,1,31.9,6199000.0,Приволжский, Рауиса Гареева,23,Проспект Победы,Сказочный лес,2019.0,Панельный,"14,9 м²",5 м²
Московская область,sale,flat,5,5,1,32.1,6299000.0,Советский,1/110,23,Суконная слобода,Lucky,1958.0,Кирпичный,-1,"6,2 м²"
Московская область,sale,flat,1,5,2,53.96,14616228.0,Кронштадтский,дорога Цитадельская,23,Беговая,Кронфорт.Центральный,2026.0,Монолитный,28 м²,15 м²
Московская область,sale,flat,6,17,3,76.5,34950000.0,Таганский,переулок Ковров,23,Москва-Товарная,Lucky,2003.0,Монолитный,-1,10 м²
Московская область,sale,flat,3,8,-1,304.0,380000000.0,Раменки,Мосфильмовская ,23,Ломоносовский проспект,Вишневый сад,2020.0,Панельный,-1,18 м²
Московская область,sale,flat,18,27,2,55.1,10600000.0,Выборгский, Николая Рубцова,23,Парнас,Северная долина,2014.0,Монолитно-кирпичный,-1,-1
Московская область,sale,flat,6,15,2,43.2,20500000.0,Савеловский,Старый Петровско-Разумовский проезд,23,Гражданская,Петровский парк II,2025.0,Монолитный,31 м²,-1
Московская область,sale,flat,12,12,3,81.2,63900000.0,Сокол, Врубеля,23,Сокол,Врубеля 4,2023.0,Монолитно-кирпичный,"50,2 м²","6,1 м²"
Московская область,sale,flat,34,41,3,92.02,73984080.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024.0,Монолитно-кирпичный,87 м²,-1
Московская область,sale,flat,17,17,3,74.0,20982000.0,Марьино, Верхние Поля,23,Люблино,Lucky,2021.0,Панельный,45 м²,10 м²
Московская область,sale,flat,26,41,3,76.0,45000000.0,Раменки,1-й Сетуньский проезд,23,Кутузовская,Hide,2024.0,Панельный,50 м²,12 м²
Московская область,sale,flat,18,18,4,157.0,165000000.0,Академический,Новочеремушкинская ,17,Академическая,Новочеремушкинская 17,2020.0,Монолитно-кирпичный,-1,20 м²
Москва,sale,flat,14,17,4,137.2,59000000.0,Тропарево-Никулино,Никулинская ,27,Озёрная,Lucky,1997.0,Монолитный,102 м²,14 м²
Москва,sale,flat,3,38,4,144.0,59000000.0,Раменки,Мосфильмовская ,23,Минская,Воробьевы Горы,2004.0,Монолитный,-1,-1
Москва,sale,flat,7,14,4,96.2,60000000.0,Раменки,Ленинградский проспект,23,Минская,Вест Гарден ЖК,2023.0,Кирпичный,-1,-1
Москва,sale,flat,5,8,4,129.3,77200000.0,Тверской,Тверская ,23,Маяковская,Lucky,1902.0,Кирпичный,67 м²,20 м²
Москва,sale,flat,39,41,2,65.69,48446375.0,Раменки,1-й Сетуньский проезд,23,Кутузовская,Hide,2024.0,Монолитно-кирпичный,"60,7 м²",-1
Москва,sale,flat,79,97,1,73.0,72900000.0,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация,2021.0,Панельный,50 м²,18 м²
Москва,sale,flat,17,78,2,92.0,73000000.0,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2021.0,Монолитно-кирпичный,80 м²,-1
Москва,sale,flat,22,56,2,71.0,33400000.0,Раменки,проспект Генерала Дорохова,23,Аминьевская,Will Towers,2024.0,Монолитный,-1,-1
Москва,sale,flat,8,37,2,48.2,29000000.0,Беговой, 1-я Ямского Поля,23,Белорусская,Slava,2023.0,Кирпичный,"37,1 м²",5 м²
Москва,sale,flat,5,9,3,59.0,23950000.0,Раменки,Винницкая ,17,Раменки,Lucky,1970.0,Монолитно-кирпичный,"42,2 м²","6,7 м²"
Москва,sale,flat,3,16,3,68.6,26300000.0,Москворечье-Сабурово,переулок 1-й Котляковский,23,Каширская,LIFE Варшавская,2024.0,Монолитно-кирпичный,"30,8 м²",10 м²
Москва,sale,flat,8,12,3,65.7,26610000.0,Раменки,Мичуринский проспект,23,Раменки,Lucky,1973.0,Монолитно-кирпичный,44 м²,"7,3 м²"
Москва,sale,flat,10,36,3,77.7,28500000.0,Левобережный,Фестивальная ,23,Речной вокзал,Фестиваль парк-2,2021.0,Кирпичный,46 м²,10 м²
Москва,sale,flat,6,17,3,79.0,29000000.0,Черемушки,Новочеремушкинская ,57,Новые Черёмушки,Lucky,2002.0,Панельный,53 м²,"12,6 м²"
Москва,sale,flat,17,22,3,83.0,29000000.0,Марьина роща,Шереметьевская ,23,Бутырская,Lucky,2021.0,Панельный,58 м²,10 м²
Москва,sale,flat,8,22,4,220.0,74900000.0,Хорошево-Мневники,проспект Маршала Жукова,23,Бульвар Генерала Карбышева,Континенталь,2011.0,Монолитно-кирпичный,-1,20 м²
Москва,sale,flat,2,33,3,65.8,29000000.0,Хорошево-Мневники,Причальный проезд,23,Шелепиха,Level Причальный,2021.0,Панельный,50 м²,"10,8 м²"
Москва,sale,flat,17,51,1,44.45,27000000.0,Пресненский,Шмитовский проезд,23,Шелепиха,Headliner,2023.0,Монолитно-кирпичный,-1,"15,7 м²"
Москва,sale,flat,3,4,1,38.5,27335000.0,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills,2024.0,Панельный,-1,7 м²
Москва,sale,flat,13,18,1,49.7,28000000.0,Даниловский,бульвар Братьев Весниных,2,ЗИЛ,ЗИЛАРТ,2020.0,Монолитно-кирпичный,-1,"24,8 м²"
Москва,sale,flat,30,33,2,54.0,34000000.0,Хорошево-Мневники,Северо-Западный ао,23,Шелепиха,Левел Причальный ЖК,2024.0,Монолитный,30 м²,12 м²
Москва,sale,flat,5,24,3,90.0,36000000.0,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Sydney City,2023.0,Монолитный,53 м²,17 м²
Москва,sale,flat,12,24,2,68.0,39800000.0,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2021.0,Панельный,39 м²,10 м²
Москва,sale,flat,13,21,3,61.0,42800000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov,2024.0,Кирпичный,27 м²,"19,3 м²"
Москва,sale,flat,5,33,2,44.9,28990000.0,Хорошево-Мневники,Причальный проезд,23,Шелепиха,Level Причальный,2023.0,Монолитно-кирпичный,"32,9 м²",4 м²
Москва,sale,flat,5,5,4,229.9,140000000.0,Пресненский, Спиридоновка,23,Баррикадная,Lucky,1906.0,Монолитно-кирпичный,-1,25 м²
Москва,sale,flat,5,8,4,164.0,165000000.0,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке,2021.0,Кирпичный,84 м²,19 м²
Москва,sale,flat,6,8,4,160.0,192000000.0,Пресненский,Малый Козихинский переулок,7,Пушкинская,Lucky,2004.0,Панельный,-1,-1
Москва,sale,flat,6,7,4,230.0,295000000.0,Хамовники,1-й Зачатьевский переулок,4,Кропоткинская,Lucky,2021.0,Монолитно-кирпичный,119 м²,25 м²
Москва,sale,flat,18,21,4,272.0,400000000.0,Пресненский, Костикова,23,Улица 1905 года,Lucky,2023.0,Панельный,"141,7 м²",22 м²
Москва,sale,flat,6,7,3,182.0,290000000.0,Таганский,Котельническая набережная,21,Таганская,Симфония набережных,2017.0,Монолитно-кирпичный,120 м²,20 м²
Москва,sale,flat,14,21,3,66.0,16600000.0,Южное Бутово,Бартеневская ,23,Бунинская аллея,Южные сады,2023.0,Панельный,"28,9 м²","16,4 м²"
Москва,sale,flat,2,21,3,64.3,26400000.0,Хорошевский, Зорге,23,Зорге,Зорге 9,2024.0,Монолитный,-1,20 м²
Москва,sale,flat,62,77,2,111.0,149000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,2021.0,Монолитно-кирпичный,70 м²,30 м²
Москва,sale,flat,4,8,3,134.0,153250000.0,Красносельский,Милютинский переулок,3,Лубянка,Lucky,1898.0,Монолитно-кирпичный,-1,16 м²
Москва,sale,flat,4,9,2,99.4,154000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,2023.0,Монолитный,70 м²,18 м²
Москва,sale,flat,3,9,2,148.5,189000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,2021.0,Кирпичный,114 м²,20 м²
Москва,sale,flat,2,23,2,62.7,31500000.0,Хорошево-Мневники, Нижние Мневники,23,Терехово ,Остров,2024.0,Монолитно-кирпичный,30 м²,20 м²
Москва,sale,flat,8,14,3,210.0,200000000.0,Замоскворечье,Мытная ,23,Серпуховская,Английский квартал,2013.0,Кирпичный,-1,-1
Москва,sale,flat,3,4,3,136.6,340000000.0,Якиманка,Софийская набережная,10,Боровицкая,"Золотой, жилой квартал",2021.0,Монолитно-кирпичный,-1,-1
Москва,sale,flat,3,7,4,227.0,966656999.0,Хамовники, Ефремова,23,Спортивная,Knightsbridge Private Park,2017.0,Монолитный,"109,7 м²","21,5 м²"
Москва,sale,flat,2,5,4,140.0,150000000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,2021.0,Монолитно-кирпичный,100 м²,10 м²
Москва,sale,flat,8,9,4,150.0,231523500.0,Раменки,Мосфильмовская ,23,Ломоносовский проспект,Вишневый сад,2020.0,Монолитно-кирпичный,-1,40 м²
Москва,sale,flat,3,8,-1,222.0,257500000.0,Раменки,Мосфильмовская ,23,Ломоносовский проспект,Вишневый сад,2020.0,Монолитный,-1,50 м²
Москва,sale,flat,9,16,4,120.0,52900000.0,Коньково, Островитянова,23,Коньково,Lucky,2004.0,Кирпичный,-1,10 м²
Москва,sale,flat,3,7,2,66.1,72000000.0,Арбат,Поварская ,23,Арбатская,De Luxe квартал апартаментов Театральный Дом,2016.0,Монолитно-кирпичный,40 м²,-1
Москва,sale,flat,5,6,3,78.1,72499274.0,Тверской,1-я Тверская-Ямская ,18,Маяковская,Lucky,2021.0,Монолитный,44 м²,"9,9 м²"
Москвская область,sale,flat,3,4,1,28.4,5680000.0,Пресненский,Октябрьский проспект,403,Панки,Lucky,1938.0,Монолитно-кирпичный,10 м²,2 м²
Москвская область,sale,flat,2,5,2,41.1,6600000.0,Пресненский, Победы,14,Реутов,Lucky,2021.0,Кирпичный,30 м²,6 м²
Москвская область,sale,flat,12,12,1,42.06,20600000.0,Покровское-Стрешнево,Летная ,23,Спартак,ÁLIA,2024.0,Монолитный,"17,3 м²",15 м²
Москвская область,sale,flat,3,9,4,143.0,108900000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,2021.0,Панельный,90 м²,40 м²
Москвская область,sale,flat,3,33,3,79.53,38500000.0,Пресненский,к2.3,23,Белорусская,Репаблик ЖК,2025.0,Монолитный,"26,3 м²","16,9 м²"
Москвская область,sale,flat,3,6,3,156.6,89000000.0,Покровское-Стрешнево,Береговая ,23,Стрешнево,Покровский берег,2021.0,Монолитно-кирпичный,"143,6 м²",8 м²
Москвская область,sale,flat,11,13,3,143.0,94900000.0,Пресненский,Большая Садовая ,23,Маяковская,Квартал апартаментов Сады Пекина,2016.0,Кирпичный,-1,20 м²
Москвская область,sale,flat,9,12,3,105.0,98000000.0,Замоскворечье,Руновский переулок,23,Новокузнецкая,Lucky,2006.0,Монолитно-кирпичный,-1,14 м²
Москвская область,sale,flat,9,57,3,158.0,212828440.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,2007.0,Монолитно-кирпичный,-1,25 м²
Москвская область,sale,flat,8,9,1,43.7,18135500.0,Петроградский,Петровский проспект,23,Крестовский остров,Петровская ривьера,2019.0,Монолитно-кирпичный,"13,8 м²","20,5 м²"
Москвская область,sale,flat,2,8,2,77.0,100000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,2018.0,Монолитный,-1,15 м²
Москвская область,sale,flat,3,22,4,91.0,28800000.0,Красносельский,проспект Героев,33,Ленинский проспект,Legenda Героев,2021.0,Панельный,"36,7 м²","26,8 м²"
Новая Москва,sale,flat,18,22,4,100.1,23500000.0,Восточное Измайлово,15-я Парковая ,28,Первомайская,Lucky,1989.0,Панельный,-1,"10,1 м²"
Новая Москва,sale,flat,7,7,4,133.7,60200000.0,Центральный,Стремянная ,23,Маяковская,Дворцовая слобода,2013.0,Кирпичный,86 м²,"16,1 м²"
Новая Москва,sale,flat,7,9,4,159.8,58990000.0,Петроградский,Петровский проспект,23,Крестовский остров,Neva Haus,2020.0,Монолитно-кирпичный,"91,5 м²",17 м²
Новая Москва,sale,flat,25,38,1,34.7,17500000.0,Западное Дегунино,Ильменский проезд,23,Селигерская,Селигер Сити,2020.0,Монолитный,18 м²,10 м²
Новая Москва,sale,flat,4,9,3,67.0,37000000.0,Дорогомилово,Кутузовский проспект,23,Москва-Сити,Lucky,1946.0,Панельный,"32,3 м²","20,3 м²"
Новая Москва,sale,flat,16,53,3,53.0,37000000.0,Пресненский,Шмитовский проезд,23,Шелепиха,Headliner,2019.0,Монолитно-кирпичный,"41,8 м²",-1
Новая Москва,sale,flat,15,22,4,112.0,38400000.0,Кунцево,Истринская ,23,Кунцевская,На Истринской,2012.0,Монолитно-кирпичный,-1,35 м²
Новая Москва,sale,flat,4,35,3,84.3,39800000.0,Раменки, Лобачевского,23,Аминьевская,Крылья,2022.0,Кирпичный,"48,8 м²","23,5 м²"
Новая Москва,sale,flat,14,36,3,96.0,56000000.0,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2018.0,Панельный,33 м²,40 м²
Новая Москва,sale,flat,10,10,4,189.0,185000000.0,Тверской,Страстной бульвар,23,Пушкинская,Lucky,2002.0,Панельный,-1,31 м²
Новая Москва,sale,flat,11,27,1,41.4,16490000.0,Лефортово, Золоторожский Вал,23,Серп и Молот,Символ,2025.0,Кирпичный,15 м²,18 м²
Новая Москва,sale,flat,12,19,1,42.1,17000000.0,Даниловский,Дубининская ,23,Тульская,Lucky,2021.0,Панельный,"22,4 м²","12,1 м²"
